"x","y"
151.888814090322,-24.1979251715351
151.889681908311,-24.1976466488696
151.890734430805,-24.1988985349555
151.891139021624,-24.1983561487122
151.891669680597,-24.1991477394457
151.891505498816,-24.1993177848626
151.88932715839,-24.1986170804725
151.888814090322,-24.1979251715351
