"x","y"
150.790066825293,-23.2230852489535
150.791530967665,-23.2220293770504
150.795472889437,-23.2238736333078
150.797063736438,-23.225633419813
150.795951551366,-23.2261261600344
150.795205401888,-23.2255207934766
150.79369902464,-23.2260980034503
150.793445615383,-23.2269427009728
150.790066825293,-23.2230852489535
