"x","y"
151.309514264864,-23.8552418834336
151.310378269785,-23.854351156711
151.310600951465,-23.8541596504656
151.312818861004,-23.855375492442
151.313063810853,-23.8565067153796
151.31333102887,-23.8569921614434
151.313148429892,-23.8575176902098
151.313005913616,-23.8577136500887
151.313264224366,-23.8587290785525
151.311865783411,-23.8597088779473
151.309514264864,-23.8552418834336
