"time","juliant","height","resid"
2009-09-20 00:00:00,14507,0.589,0.000771392413197444
2009-09-20 00:01:00,14507.0006944444,0.585,0.000810928697771204
2009-09-20 00:02:00,14507.0013888889,0.581,0.000854112067878166
2009-09-20 00:03:00,14507.0020833333,0.58,0.0029010142117272
2009-09-20 00:04:00,14507.0027777778,0.575,0.00195170491690705
2009-09-20 00:05:00,14507.0034722222,0.575,0.00600625200405748
2009-09-20 00:06:00,14507.0041666667,0.568,0.0020647212633781
2009-09-20 00:07:00,14507.0048611111,0.562,0.000127176392043057
2009-09-20 00:08:00,14507.0055555556,0.561,0.00219367893429169
2009-09-20 00:09:00,14507.00625,0.557,0.00226428822164479
2009-09-20 00:10:00,14507.0069444444,0.546,-0.0056609386834319
2009-09-20 00:11:00,14507.0076388889,0.547,-0.000581947043006487
2009-09-20 00:12:00,14507.0083333333,0.545,0.000501315503965399
2009-09-20 00:13:00,14507.0090277778,0.543,0.00258889888916522
2009-09-20 00:14:00,14507.0097222222,0.539,0.00168085056649503
2009-09-20 00:15:00,14507.0104166667,0.539,0.00477721546443072
2009-09-20 00:16:00,14507.0111111111,0.533,0.0018780359419385
2009-09-20 00:17:00,14507.0118055556,0.53,0.00198335174397481
2009-09-20 00:18:00,14507.0125,0.526,0.00209319996165315
2009-09-20 00:19:00,14507.0131944444,0.519,-0.00179238500694728
2009-09-20 00:20:00,14507.0138888889,0.522,0.00432662850801285
2009-09-20 00:21:00,14507.0145833333,0.512,-0.00254973058782927
2009-09-20 00:22:00,14507.0152777778,0.51,-0.00142143618373655
2009-09-20 00:23:00,14507.0159722222,0.506,-0.00228846499409432
2009-09-20 00:24:00,14507.0166666667,0.502,-0.00315079658424514
2009-09-20 00:25:00,14507.0173611111,0.502,-8.41339746320002e-06
2009-09-20 00:26:00,14507.0180555556,0.497,-0.00186130077608278
2009-09-20 00:27:00,14507.01875,0.493,-0.00370944698235558
2009-09-20 00:28:00,14507.0194444444,0.494,0.000447156785456967
2009-09-20 00:29:00,14507.0201388889,0.49,-0.000391483624571143
2009-09-20 00:30:00,14507.0208333333,0.482,-0.00622536532927924
2009-09-20 00:31:00,14507.0215277778,0.48,-0.00505448842163851
2009-09-20 00:32:00,14507.0222222222,0.481,-0.000878855976857565
2009-09-20 00:33:00,14507.0229166667,0.482,0.00230152593949244
2009-09-20 00:34:00,14507.0236111111,0.479,0.00248664827028969
2009-09-20 00:35:00,14507.0243055556,0.477,0.00267649896542935
2009-09-20 00:36:00,14507.025,0.476,0.0038710629858197
2009-09-20 00:37:00,14507.0256944444,0.474,0.00507032230487027
2009-09-20 00:38:00,14507.0263888889,0.478,0.0112742559174144
2009-09-20 00:39:00,14507.0270833333,0.474,0.00948283984808226
2009-09-20 00:40:00,14507.0277777778,0.474,0.0126960471653807
2009-09-20 00:41:00,14507.0284722222,0.474,0.0149138479927518
2009-09-20 00:42:00,14507.0291666667,0.465,0.00813620952752379
2009-09-20 00:43:00,14507.0298611111,0.467,0.0123630960589784
2009-09-20 00:44:00,14507.0305555556,0.468,0.015594468992366
2009-09-20 00:45:00,14507.03125,0.458,0.00783028686936309
2009-09-20 00:46:00,14507.0319444444,0.452,0.00407050539683788
2009-09-20 00:47:00,14507.0326388889,0.449,0.00331507747502086
2009-09-20 00:48:00,14507.0333333333,0.451,0.0075639532279413
2009-09-20 00:49:00,14507.0340277778,0.448,0.00681708003945253
2009-09-20 00:50:00,14507.0347222222,0.445,0.00607440258500605
2009-09-20 00:51:00,14507.0354166667,0.437,-0.000664137127812062
2009-09-20 00:52:00,14507.0361111111,0.434,-0.00139859972046219
2009-09-20 00:53:00,14507.0368055556,0.431,-0.00212904839830146
2009-09-20 00:54:00,14507.0375,0.43,-0.00185554891024588
2009-09-20 00:55:00,14507.0381944444,0.431,0.00142183050063308
2009-09-20 00:56:00,14507.0388888889,0.427,-0.00129698085560703
2009-09-20 00:57:00,14507.0395833333,0.43,0.00398794393793522
2009-09-20 00:58:00,14507.0402777778,0.425,0.000276529453344679
