"time","juliant","height","resid"
2010-02-26 00:00:00,14666,0.843,0.00761025930480697
2010-02-26 00:01:00,14666.0006944444,0.836,-0.00423886609476315
2010-02-26 00:02:00,14666.0013888889,0.844,-8.81713430115234e-05
2010-02-26 00:03:00,14666.0020833333,0.852,0.00406219478961695
2010-02-26 00:04:00,14666.0027777778,0.856,0.00421208413244926
2010-02-26 00:05:00,14666.0034722222,0.862,0.00636134925139664
2010-02-26 00:06:00,14666.0041666667,0.857,-0.0034901564112491
2010-02-26 00:07:00,14666.0048611111,0.866,0.00165742159953288
2010-02-26 00:08:00,14666.0055555556,0.861,-0.00719606111106012
2010-02-26 00:09:00,14666.00625,0.866,-0.0070507476554263
2010-02-26 00:10:00,14666.0069444444,0.872,-0.00490677972894844
2010-02-26 00:11:00,14666.0076388889,0.877,-0.0037642974793065
2010-02-26 00:12:00,14666.0083333333,0.882,-0.00362343937528483
2010-02-26 00:13:00,14666.0090277778,0.883,-0.0064843420811745
2010-02-26 00:14:00,14666.0097222222,0.899,0.00565285967057117
2010-02-26 00:15:00,14666.0104166667,0.891,-0.00721196679765435
2010-02-26 00:16:00,14666.0111111111,0.894,-0.0080789519856952
2010-02-26 00:17:00,14666.0118055556,0.896,-0.0109482240985991
2010-02-26 00:18:00,14666.0125,0.905,-0.0058199089284969
2010-02-26 00:19:00,14666.0131944444,0.91,-0.00569412974115923
2010-02-26 00:20:00,14666.0138888889,0.909,-0.0115710071632415
2010-02-26 00:21:00,14666.0145833333,0.916,-0.00845065907560288
2010-02-26 00:22:00,14666.0152777778,0.923,-0.00533320050621295
2010-02-26 00:23:00,14666.0159722222,0.928,-0.00521874352800243
2010-02-26 00:24:00,14666.0166666667,0.934,-0.00410739715798223
2010-02-26 00:25:00,14666.0173611111,0.931,-0.0109992672625335
2010-02-26 00:26:00,14666.0180555556,0.938,-0.00889445646296137
2010-02-26 00:27:00,14666.01875,0.946,-0.0057930640461812
2010-02-26 00:28:00,14666.0194444444,0.953,-0.00369518587722966
2010-02-26 00:29:00,14666.0201388889,0.948,-0.0126009143179458
2010-02-26 00:30:00,14666.0208333333,0.965,0.000489661853414923
2010-02-26 00:31:00,14666.0215277778,0.972,0.00157645751733005
2010-02-26 00:32:00,14666.0222222222,0.965,-0.00934060871419246
2010-02-26 00:33:00,14666.0229166667,0.977,-0.00126161443088687
2010-02-26 00:34:00,14666.0236111111,0.976,-0.00818663335908555
2010-02-26 00:35:00,14666.0243055556,0.985,-0.00311573530183377
2010-02-26 00:36:00,14666.025,0.986,-0.00704898608184139
2010-02-26 00:37:00,14666.0256944444,0.987,-0.0109864474903102
2010-02-26 00:38:00,14666.0263888889,1,-0.00192817723796576
2010-02-26 00:39:00,14666.0270833333,1.006,-0.0018742289112867
2010-02-26 00:40:00,14666.0277777778,1.006,-0.00582465193200811
2010-02-26 00:41:00,14666.0284722222,1.015,-0.000779491522213726
2010-02-26 00:42:00,14666.0291666667,1.014,-0.00773878867221583
2010-02-26 00:43:00,14666.0298611111,1.021,-0.00470258011348743
2010-02-26 00:44:00,14666.0305555556,1.027,-0.0036708982952532
2010-02-26 00:45:00,14666.03125,1.031,-0.00464377136629287
2010-02-26 00:46:00,14666.0319444444,1.038,-0.00262122316006886
2010-02-26 00:47:00,14666.0326388889,1.044,-0.00160327318464019
2010-02-26 00:48:00,14666.0333333333,1.047,-0.00358993661680526
2010-02-26 00:49:00,14666.0340277778,1.055,0.000418775699615995
2010-02-26 00:50:00,14666.0347222222,1.06,0.00042285725087475
2010-02-26 00:51:00,14666.0354166667,1.062,-0.00257769415353332
2010-02-26 00:52:00,14666.0361111111,1.066,-0.0035828763921366
2010-02-26 00:53:00,14666.0368055556,1.067,-0.00759268304704954
2010-02-26 00:54:00,14666.0375,1.086,0.00639289657639073
2010-02-26 00:55:00,14666.0381944444,1.09,0.00537387742566608
2010-02-26 00:56:00,14666.0388888889,1.091,0.00235027867306697
2010-02-26 00:57:00,14666.0395833333,1.092,-0.00167787631678447
2010-02-26 00:58:00,14666.0402777778,1.087,-0.0117105600228717
2010-02-26 00:59:00,14666.0409722222,1.101,-0.00274774080837578
2010-02-26 01:00:00,14666.0416666667,1.108,0.000210617035135401
2010-02-26 01:01:00,14666.0423611111,1.117,0.00316455323894789
2010-02-26 01:02:00,14666.0430555556,1.123,0.0041141115056526
2010-02-26 01:03:00,14666.04375,1.122,-0.000940660547318254
2010-02-26 01:04:00,14666.0444444444,1.138,0.00900028855275926
2010-02-26 01:05:00,14666.0451388889,1.144,0.010937014069751
2010-02-26 01:06:00,14666.0458333333,1.148,0.00986957499243902
2010-02-26 01:07:00,14666.0465277778,1.149,0.00579803396319904
2010-02-26 01:08:00,14666.0472222222,1.152,0.00372245720415231
2010-02-26 01:09:00,14666.0479166667,1.168,0.014642914438758
2010-02-26 01:10:00,14666.0486111111,1.164,0.00555947881207765
2010-02-26 01:11:00,14666.0493055556,1.175,0.0124722268058398
2010-02-26 01:12:00,14666.05,1.174,0.00638123815157821
2010-02-26 01:13:00,14666.0506944444,1.18,0.00728659573932289
2010-02-26 01:14:00,14666.0513888889,1.177,0.000188385525733116
2010-02-26 01:15:00,14666.0520833333,1.18,-0.00291330356299423
2010-02-26 01:16:00,14666.0527777778,1.187,-0.00101837972951059
2010-02-26 01:17:00,14666.0534722222,1.196,0.0028732515920286
2010-02-26 01:18:00,14666.0541666667,1.188,-0.00923831236646744
2010-02-26 01:19:00,14666.0548611111,1.199,-0.00335297181462786
2010-02-26 01:20:00,14666.0555555556,1.199,-0.00847062451186497
2010-02-26 01:21:00,14666.05625,1.209,-0.00359116587964632
2010-02-26 01:22:00,14666.0569444444,1.218,0.0012855108872375
2010-02-26 01:23:00,14666.0576388889,1.216,-0.00584048529563627
