"source_tifs","slip","start_time","end_time"
"/g/data/w85/tsunami/MODELS/inundation/WA_tsunami_inundation_DFES/Greater_Perth/sources/like_historic/Fujii2021/Fuji21_andaman2004_unit_sources_1.tif",1,80.1412561446774,140.141256144677
"/g/data/w85/tsunami/MODELS/inundation/WA_tsunami_inundation_DFES/Greater_Perth/sources/like_historic/Fujii2021/Fuji21_andaman2004_unit_sources_2.tif",1,45.3314525563039,105.331452556304
"/g/data/w85/tsunami/MODELS/inundation/WA_tsunami_inundation_DFES/Greater_Perth/sources/like_historic/Fujii2021/Fuji21_andaman2004_unit_sources_3.tif",1,79.0446613039049,139.044661303905
"/g/data/w85/tsunami/MODELS/inundation/WA_tsunami_inundation_DFES/Greater_Perth/sources/like_historic/Fujii2021/Fuji21_andaman2004_unit_sources_4.tif",1,32.5584255102785,92.5584255102785
"/g/data/w85/tsunami/MODELS/inundation/WA_tsunami_inundation_DFES/Greater_Perth/sources/like_historic/Fujii2021/Fuji21_andaman2004_unit_sources_5.tif",1,141.896843162643,201.896843162643
"/g/data/w85/tsunami/MODELS/inundation/WA_tsunami_inundation_DFES/Greater_Perth/sources/like_historic/Fujii2021/Fuji21_andaman2004_unit_sources_6.tif",1,114.250159069446,174.250159069446
"/g/data/w85/tsunami/MODELS/inundation/WA_tsunami_inundation_DFES/Greater_Perth/sources/like_historic/Fujii2021/Fuji21_andaman2004_unit_sources_7.tif",1,213.224671119968,273.224671119968
"/g/data/w85/tsunami/MODELS/inundation/WA_tsunami_inundation_DFES/Greater_Perth/sources/like_historic/Fujii2021/Fuji21_andaman2004_unit_sources_8.tif",1,189.302975532796,249.302975532796
"/g/data/w85/tsunami/MODELS/inundation/WA_tsunami_inundation_DFES/Greater_Perth/sources/like_historic/Fujii2021/Fuji21_andaman2004_unit_sources_9.tif",1,284.41868733784,344.41868733784
"/g/data/w85/tsunami/MODELS/inundation/WA_tsunami_inundation_DFES/Greater_Perth/sources/like_historic/Fujii2021/Fuji21_andaman2004_unit_sources_10.tif",1,264.818282210312,324.818282210312
"/g/data/w85/tsunami/MODELS/inundation/WA_tsunami_inundation_DFES/Greater_Perth/sources/like_historic/Fujii2021/Fuji21_andaman2004_unit_sources_11.tif",1,357.205896531547,417.205896531547
"/g/data/w85/tsunami/MODELS/inundation/WA_tsunami_inundation_DFES/Greater_Perth/sources/like_historic/Fujii2021/Fuji21_andaman2004_unit_sources_12.tif",1,338.505681809939,398.505681809939
"/g/data/w85/tsunami/MODELS/inundation/WA_tsunami_inundation_DFES/Greater_Perth/sources/like_historic/Fujii2021/Fuji21_andaman2004_unit_sources_13.tif",1,434.230453923714,494.230453923714
"/g/data/w85/tsunami/MODELS/inundation/WA_tsunami_inundation_DFES/Greater_Perth/sources/like_historic/Fujii2021/Fuji21_andaman2004_unit_sources_14.tif",1,416.66786813782,476.66786813782
"/g/data/w85/tsunami/MODELS/inundation/WA_tsunami_inundation_DFES/Greater_Perth/sources/like_historic/Fujii2021/Fuji21_andaman2004_unit_sources_15.tif",1,515.058257438177,575.058257438177
"/g/data/w85/tsunami/MODELS/inundation/WA_tsunami_inundation_DFES/Greater_Perth/sources/like_historic/Fujii2021/Fuji21_andaman2004_unit_sources_16.tif",1,505.821322648233,565.821322648233
"/g/data/w85/tsunami/MODELS/inundation/WA_tsunami_inundation_DFES/Greater_Perth/sources/like_historic/Fujii2021/Fuji21_andaman2004_unit_sources_17.tif",1,593.193248954143,653.193248954143
"/g/data/w85/tsunami/MODELS/inundation/WA_tsunami_inundation_DFES/Greater_Perth/sources/like_historic/Fujii2021/Fuji21_andaman2004_unit_sources_18.tif",1,663.145056331261,723.145056331261
"/g/data/w85/tsunami/MODELS/inundation/WA_tsunami_inundation_DFES/Greater_Perth/sources/like_historic/Fujii2021/Fuji21_andaman2004_unit_sources_19.tif",1,735.353371673547,795.353371673547
"/g/data/w85/tsunami/MODELS/inundation/WA_tsunami_inundation_DFES/Greater_Perth/sources/like_historic/Fujii2021/Fuji21_andaman2004_unit_sources_20.tif",1,800.225993288133,860.225993288133
"/g/data/w85/tsunami/MODELS/inundation/WA_tsunami_inundation_DFES/Greater_Perth/sources/like_historic/Fujii2021/Fuji21_andaman2004_unit_sources_21.tif",1,866.7211193882,926.7211193882
"/g/data/w85/tsunami/MODELS/inundation/WA_tsunami_inundation_DFES/Greater_Perth/sources/like_historic/Fujii2021/Fuji21_andaman2004_unit_sources_22.tif",1,932.487936365697,992.487936365697
