"time (s)","x-vel (m)"
0,0.00746089866596746
0.01,0.00611347808735077
0.02,0.00686046228567281
0.03,0.00760744648399484
0.04,0.00835443068231688
0.05,0.00910141488063891
0.06,0.00984839907896095
0.07,0.00990583477047745
0.08,0.00990583477047745
0.09,0.00990583477047745
0.1,0.00990583477047745
0.11,0.00912723668899785
0.12,0.00828378556413984
0.13,0.00744033443928184
0.14,0.00775701527417927
0.15,0.00841288578600416
0.16,0.00906875629782904
0.17,0.00972462680965393
0.18,0.0103804973214788
0.19,0.00952962381051735
0.2,0.00806689875753093
0.21,0.00660417370454452
0.22,0.00733097988657538
0.23,0.0080861871205639
0.24,0.00884139435455241
0.25,0.00959660158854092
0.26,0.0103518088225294
0.27,0.0104452348931815
0.28,0.0102699279745888
0.29,0.0100946210559961
0.3,0.00991931413740334
0.31,0.00935889808504612
0.32,0.00876640450777391
0.33,0.0081739109305017
0.34,0.00822069975989387
0.35,0.00876845508159793
0.36,0.00931621040330197
0.37,0.00986396572500602
0.38,0.0104117210467101
0.39,0.00952962381051724
0.4,0.00806689875753082
0.41,0.00660417370454441
0.42,0.00733097988657539
0.43,0.00808618712056385
0.44,0.00884139435455231
0.45,0.00959660158854077
0.46,0.0103518088225292
0.47,0.0105699130791128
0.48,0.0105699130791128
0.49,0.0105699130791128
0.5,0.0105699130791128
0.51,0.0101486454599151
0.52,0.00955631146281029
0.53,0.00896397746570545
0.54,0.0087649646391805
0.55,0.00930339899576779
0.56,0.00984183335235508
0.57,0.0103802677089424
0.58,0.0109187020655297
0.59,0.0104379049837381
0.6,0.00900571458939523
0.61,0.00757352419505231
0.62,0.00789951450741062
0.63,0.00873954698615483
0.64,0.00957957946489904
0.65,0.0104196119436432
0.66,0.0112596444223875
0.67,0.0118427298373306
0.68,0.0118427298373306
0.69,0.0118427298373306
0.7,0.0118427298373306
0.71,0.0115918024454342
0.72,0.0107714499732896
0.73,0.009951097501145
0.74,0.00934300848523805
0.75,0.0100912408571324
0.76,0.0108394732290268
0.77,0.0115877056009212
0.78,0.0123359379728156
0.79,0.01308417034471
0.8,0.0115697635226904
0.81,0.00975875436410881
0.82,0.00887009379042641
0.83,0.009710766435139
0.84,0.0105514390798516
0.85,0.0113921117245642
0.86,0.0122327843692768
0.87,0.0130734570139894
0.88,0.0134365145904147
0.89,0.0137369630926173
0.9,0.0140374115948199
0.91,0.0143378600970225
0.92,0.0141091108116146
0.93,0.013267879203323
0.94,0.0124266475950313
0.95,0.01207435638311
0.96,0.0128316089413441
0.97,0.0135888614995782
0.98,0.0143461140578122
0.99,0.0151033666160463
1,0.015762981854241
1.01,0.0143078690790659
1.02,0.0128527563038909
1.03,0.0121267157976531
1.04,0.0130551460612613
1.05,0.0139835763248695
1.06,0.0149120065884778
1.07,0.015840436852086
1.08,0.0167688671156942
1.09,0.0172015248232624
1.1,0.0173593122950482
1.11,0.017517099766834
1.12,0.0176748872386198
1.13,0.0176029528452095
1.14,0.0172322005616808
1.15,0.0168614482781521
1.16,0.0164906959946234
1.17,0.0171620124493964
1.18,0.0180139062967388
1.19,0.0188658001440813
1.2,0.0197176939914237
1.21,0.0205695878387661
1.22,0.0206408808465902
1.23,0.0195194863992103
1.24,0.0183980919518303
1.25,0.018204189917204
1.26,0.0192167526030473
1.27,0.0202293152888907
1.28,0.021241877974734
1.29,0.0222544406605773
1.3,0.0232670033464206
1.31,0.0238621133683109
1.32,0.0241631923522624
1.33,0.0244642713362139
1.34,0.0247653503201653
1.35,0.0249829170769695
1.36,0.0248079055018556
1.37,0.0246328939267417
1.38,0.0244578823516278
1.39,0.0246754895451956
1.4,0.0255311620566424
1.41,0.0263868345680891
1.42,0.0272425070795359
1.43,0.0280981795909826
1.44,0.0289538521024294
1.45,0.028440412627867
1.46,0.0278523385896467
1.47,0.0272642645514263
1.48,0.027659654797129
1.49,0.0288259597454421
1.5,0.0299922646937552
1.51,0.0311585696420682
1.52,0.0323248745903813
1.53,0.0334911795386944
1.54,0.0343593889986954
1.55,0.0346610829089457
1.56,0.0349627768191961
1.57,0.0352644707294465
1.58,0.0355661646396969
1.59,0.0357325160217377
1.6,0.0358906016793413
1.61,0.0360486873369448
1.62,0.0362067729945484
1.63,0.0370077210975357
1.64,0.0380325571989491
1.65,0.0390573933003626
1.66,0.040082229401776
1.67,0.0411070655031895
1.68,0.0421319016046029
1.69,0.0418136930959733
1.7,0.0414450798930009
1.71,0.0410764666900285
1.72,0.0413372308046477
1.73,0.0427134464019172
1.74,0.0440896619991868
1.75,0.0454658775964563
1.76,0.0468420931937258
1.77,0.0482183087909954
1.78,0.0495945243882649
1.79,0.0507635093943183
1.8,0.051797284439369
1.81,0.0528310594844197
1.82,0.0538648345294703
1.83,0.054898609574521
1.84,0.0559323846195717
1.85,0.056441145704773
1.86,0.0568764459049373
1.87,0.0573117461051017
1.88,0.057747046305266
1.89,0.0583894887962288
1.9,0.0595139740194446
1.91,0.0606384592426603
1.92,0.0617629444658759
1.93,0.0628874296890916
1.94,0.0640119149123073
1.95,0.064864587782616
1.96,0.0653008370225709
1.97,0.0657370862625257
1.98,0.0661733355024805
1.99,0.0666095847424354
2,0.0679886993233289
2.01,0.0695633928904925
2.02,0.0711380864576559
2.03,0.0727127800248195
2.04,0.074287473591983
2.05,0.0758621671591464
2.06,0.07743686072631
2.07,0.0787743970631624
2.08,0.079989205765216
2.09,0.0812040144672696
2.1,0.0824188231693233
2.11,0.0836336318713769
2.12,0.0848484405734305
2.13,0.0857901765891725
2.14,0.0865821428681331
2.15,0.0873741091470937
2.16,0.0881660754260543
2.17,0.0889580417050148
2.18,0.0900976712791896
2.19,0.0915277679358379
2.2,0.0929578645924863
2.21,0.0943879612491346
2.22,0.095818057905783
2.23,0.0972481545624313
2.24,0.098635357198563
2.25,0.0990858904987905
2.26,0.099536423799018
2.27,0.0999869570992455
2.28,0.100437490399473
2.29,0.10144616617651
2.3,0.103015201744865
2.31,0.10458423731322
2.32,0.106153272881574
2.33,0.107722308449929
