"time (s)","x-vel (m)"
0,0.0184855017481264
0.01,0.0187720490913427
0.02,0.0190585964345591
0.03,0.0193451437777754
0.04,0.0196316911209917
0.05,0.0188463896945548
0.06,0.0180062005217051
0.07,0.0171660113488554
0.08,0.0174984329367311
0.09,0.0180287783926857
0.1,0.0185591238486404
0.11,0.019089469304595
0.12,0.0196198147605497
0.13,0.0182255420915968
0.14,0.016732712653655
0.15,0.015978491370864
0.16,0.0167989875100996
0.17,0.0176194836493352
0.18,0.0184399797885708
0.19,0.0192604759278064
0.2,0.0200809720670421
0.21,0.0205245339590736
0.22,0.0208223797296474
0.23,0.0211202255002212
0.24,0.021418071270795
0.25,0.0214180351965453
0.26,0.0205788772357541
0.27,0.019739719274963
0.28,0.0191547965020708
0.29,0.0198803115800664
0.3,0.020605826658062
0.31,0.0213313417360577
0.32,0.0220568568140533
0.33,0.022782371892049
0.34,0.0219748789858226
0.35,0.0208379564485005
0.36,0.0197010339111784
0.37,0.0204280244102482
0.38,0.0212504630629881
0.39,0.022072901715728
0.4,0.0228953403684679
0.41,0.0237177790212078
0.42,0.0244337296137603
0.43,0.0249655521642368
0.44,0.0254973747147133
0.45,0.0260291972651898
0.46,0.0265610198156663
0.47,0.026763459145736
0.48,0.0266029259708183
0.49,0.0264423927959006
0.5,0.0262818596209829
0.51,0.0268476356632838
0.52,0.0277493251549726
0.53,0.0286510146466614
0.54,0.0295527041383503
0.55,0.0304543936300391
0.56,0.031356083121728
0.57,0.0309031861065349
0.58,0.0303238909576496
0.59,0.0297445958087643
0.6,0.0300974094689912
0.61,0.0311502000157693
0.62,0.0322029905625474
0.63,0.0332557811093254
0.64,0.0343085716561035
0.65,0.0353613622028816
0.66,0.0362988338465123
0.67,0.0370386436231252
0.68,0.0377784533997381
0.69,0.038518263176351
0.7,0.0392580729529639
0.71,0.0399725615790712
0.72,0.0402716453706648
0.73,0.0405707291622583
0.74,0.0408698129538519
0.75,0.0411688967454455
0.76,0.0419804045597745
0.77,0.043110398116678
0.78,0.0442403916735815
0.79,0.045370385230485
0.8,0.0465003787873885
0.81,0.047630372344292
0.82,0.0485526565673924
0.83,0.0488522565938587
0.84,0.0491518566203251
0.85,0.0494514566467915
0.86,0.0497510566732578
0.87,0.0509274416163649
0.88,0.0523001725047993
0.89,0.0536729033932338
0.9,0.0550456342816682
0.91,0.0564183651701027
0.92,0.0577910960585371
0.93,0.0591638269469716
0.94,0.060472322570639
0.95,0.0617448730951977
0.96,0.0630174236197564
0.97,0.064289974144315
0.98,0.0655625246688737
0.99,0.0668350751934324
1,0.068107625717991
1.01,0.0690586371545225
1.02,0.0699906258899157
1.03,0.0709226146253089
1.04,0.071854603360702
1.05,0.0727865920960952
1.06,0.0738920144545661
1.07,0.0753959958379818
1.08,0.0768999772213974
1.09,0.078403958604813
1.1,0.0799079399882287
1.11,0.0814119213716443
1.12,0.08291590275506
1.13,0.0844198841384756
1.14,0.085566730946322
1.15,0.0866604502420163
1.16,0.0877541695377105
1.17,0.0888478888334047
1.18,0.089941608129099
1.19,0.0910353274247932
1.2,0.09278697587796
1.21,0.0946117635958199
1.22,0.0964365513136798
1.23,0.0982613390315397
1.24,0.1000861267494
1.25,0.10191091446726
1.26,0.103735702185119
1.27,0.105560489902979
1.28,0.107373733596274
1.29,0.109147556248456
1.3,0.110921378900637
1.31,0.112695201552818
1.32,0.114469024205
1.33,0.116242846857181
1.34,0.118016669509363
1.35,0.119790492161544
1.36,0.121547429639119
1.37,0.123119782568877
1.38,0.124692135498634
1.39,0.126264488428392
1.4,0.127836841358149
1.41,0.129409194287907
1.42,0.130981547217665
1.43,0.132553900147422
1.44,0.134568691166018
1.45,0.13661216943582
1.46,0.138655647705622
1.47,0.140699125975424
1.48,0.142742604245226
1.49,0.144786082515028
1.5,0.14682956078483
1.51,0.148873039054632
1.52,0.150916517324434
1.53,0.152702491446021
1.54,0.154466398141844
1.55,0.156230304837668
1.56,0.157994211533491
1.57,0.159758118229314
1.58,0.161522024925138
1.59,0.163285931620961
1.6,0.165252800975171
1.61,0.167496740834999
1.62,0.169740680694826
1.63,0.171984620554654
1.64,0.174228560414482
1.65,0.176472500274309
1.66,0.178716440134137
1.67,0.180960379993964
1.68,0.183204319853792
1.69,0.185448354615213
1.7,0.187740780848106
1.71,0.190033207081
1.72,0.192325633313893
1.73,0.194618059546786
1.74,0.196910485779679
1.75,0.199202912012572
1.76,0.201495338245465
1.77,0.203787764478358
1.78,0.206080190711251
1.79,0.208270786946822
