"time (s)","x-vel (m)"
2.38,0.0231309916473591
2.39,0.0240221727768206
2.4,0.024913353906282
2.41,0.0258045350357435
2.42,0.0263627531785985
2.43,0.0250158759164589
2.44,0.0236689986543194
2.45,0.0227834349885885
2.46,0.0238585197055377
2.47,0.0249336044224869
2.48,0.0260086891394361
2.49,0.0270837738563853
2.5,0.0281588585733345
2.51,0.0287483547371898
2.52,0.0290541095374196
2.53,0.0293598643376494
2.54,0.0296656191378792
2.55,0.0298835238885912
2.56,0.0298835238885912
2.57,0.0298835238885912
2.58,0.0298835238885912
2.59,0.0301113098788671
2.6,0.0309041000973619
2.61,0.0316968903158566
2.62,0.0324896805343513
2.63,0.0332824707528461
2.64,0.0336586294214421
2.65,0.0328578179114721
2.66,0.0320570064015022
2.67,0.0312561948915322
2.68,0.0322321239306394
2.69,0.0333126289511916
2.7,0.0343931339717439
2.71,0.0354736389922961
2.72,0.0365541440128484
2.73,0.037370980458875
2.74,0.0378130844920037
2.75,0.0382551885251323
2.76,0.038697292558261
2.77,0.0391393965913896
2.78,0.0391806202094862
2.79,0.0391806202094862
2.8,0.0391806202094862
2.81,0.0391806202094862
2.82,0.0400897820954856
2.83,0.0410924355589505
2.84,0.0420950890224154
2.85,0.0430977424858803
2.86,0.0441003959493452
2.87,0.0442337548762326
2.88,0.043664434422463
2.89,0.0430951139686934
2.9,0.0426147218675387
2.91,0.043702203877875
2.92,0.0447896858882113
2.93,0.0458771678985476
2.94,0.0469646499088839
2.95,0.0480521319192202
2.96,0.048851063828317
2.97,0.0494212114994983
2.98,0.0499913591706795
2.99,0.0505615068418608
3,0.0511316545130421
3.01,0.0511893696239756
3.02,0.0511893696239756
3.03,0.0511893696239756
3.04,0.0511893696239756
3.05,0.0521780902778081
3.06,0.0532781702141003
3.07,0.0543782501503926
3.08,0.0554783300866847
3.09,0.0565784100229769
3.1,0.0569857275460638
3.11,0.0564184818427557
3.12,0.0558512361394475
3.13,0.0552839904361394
3.14,0.0562968936878424
3.15,0.0574788130522366
3.16,0.0586607324166308
3.17,0.0598426517810249
3.18,0.0610245711454191
3.19,0.0620329157889102
3.2,0.0626052238586078
3.21,0.0631775319283055
3.22,0.0637498399980032
3.23,0.0643221480677009
3.24,0.0646289769781434
3.25,0.0647886182370094
3.26,0.0649482594958755
3.27,0.0651079007547414
3.28,0.0656815406155702
3.29,0.0666974188002298
3.3,0.0677132969848894
3.31,0.0687291751695489
3.32,0.0697450533542085
3.33,0.0704456012666957
3.34,0.0698804361962749
3.35,0.0693152711258541
3.36,0.0687501060554333
3.37,0.0693149401443158
3.38,0.0704253502241349
3.39,0.0715357603039541
3.4,0.0726461703837732
3.41,0.0737565804635923
3.42,0.0747371841666635
3.43,0.0753114861618056
3.44,0.0758857881569478
3.45,0.07646009015209
3.46,0.0770343921472321
3.47,0.0771478798320053
3.48,0.0769751221174825
3.49,0.0768023644029598
3.5,0.076629606688437
3.51,0.0772964922939216
3.52,0.0782101580003559
3.53,0.0791238237067903
3.54,0.0800374894132246
3.55,0.080951155119659
3.56,0.0807004776000269
3.57,0.0799144990707951
3.58,0.0791285205415634
3.59,0.0788948686721463
3.6,0.0799172746996452
3.61,0.0809396807271441
3.62,0.0819620867546429
3.63,0.0829844927821418
3.64,0.083967555597
3.65,0.0842759040636815
3.66,0.0845842525303629
3.67,0.0848926009970443
3.68,0.0852009494637258
3.69,0.0850097683691759
3.7,0.0846500952049452
3.71,0.0842904220407145
3.72,0.0839889455878714
3.73,0.0846855105646557
3.74,0.0853820755414401
3.75,0.0860786405182244
3.76,0.0867752054950087
3.77,0.0868128036209897
3.78,0.0852235912261512
3.79,0.0836343788313128
3.8,0.0828753136674117
3.81,0.083571585848055
3.82,0.0842678580286984
3.83,0.0849641302093417
3.84,0.0856604023899851
3.85,0.0860378460546371
3.86,0.0861977431187692
3.87,0.0863576401829012
3.88,0.0865175372470333
3.89,0.0861535864584295
3.9,0.0851262982008636
3.91,0.0840990099432978
3.92,0.0833798464033345
3.93,0.0838264070127732
3.94,0.0842729676222119
3.95,0.0847195282316506
3.96,0.0851660888410893
3.97,0.0835423692480491
3.98,0.0812203410398488
3.99,0.0793136186618838
4,0.0797598103762185
4.01,0.0802060020905531
4.02,0.0806521938048878
4.03,0.0810983855192224
4.04,0.0811206029274735
4.05,0.0809479002563103
4.06,0.0807751975851471
4.07,0.0806024949139839
4.08,0.0789302750475999
4.09,0.0769720918673438
4.1,0.075238384822388
4.11,0.0755582174271297
4.12,0.0758780500318714
4.13,0.0761978826366131
4.14,0.0765177152413547
4.15,0.0736350628516246
4.16,0.0698111660651437
4.17,0.0688663239736162
4.18,0.0693115210739109
4.19,0.0697567181742056
4.2,0.0702019152745003
4.21,0.0704009412630938
4.22,0.0696118541537878
4.23,0.0688227670444817
4.24,0.0680336799351757
4.25,0.0662511751885436
4.26,0.0642696997592095
4.27,0.0625340407298297
4.28,0.0625340407298297
4.29,0.0625340407298297
4.3,0.0625340407298297
4.31,0.0621259587844052
4.32,0.058836494175197
4.33,0.0555470295659887
4.34,0.0555065643362154
4.35,0.0558136190307558
4.36,0.0561206737252962
4.37,0.0564277284198366
4.38,0.0560873887523514
4.39,0.0552741917869555
4.4,0.0544609948215595
4.41,0.0533643023275359
4.42,0.0513860968933756
4.43,0.0494078914592152
4.44,0.0485330563894342
4.45,0.0485330563894342
4.46,0.0485330563894342
4.47,0.0485330563894342
4.48,0.0466547325140037
4.49,0.0432871320985432
4.5,0.0413472573946534
4.51,0.0416536422263555
4.52,0.0419600270580576
4.53,0.0422664118897597
4.54,0.04251352575643
4.55,0.0417156476840389
4.56,0.0409177696116477
4.57,0.0401198915392566
4.58,0.0386843264313823
4.59,0.0370062155289075
4.6,0.0353281046264326
4.61,0.0351961503576741
4.62,0.0351961503576741
4.63,0.0351961503576741
4.64,0.0351961503576741
4.65,0.0325244864594623
4.66,0.0296248136723909
4.67,0.0288338490416359
4.68,0.0292750545762384
4.69,0.0297162601108409
4.7,0.0301574656454434
4.71,0.030505559916239
4.72,0.0301423396985067
4.73,0.0297791194807743
4.74,0.0294158992630419
4.75,0.0284546273347601
4.76,0.0267888407899066
4.77,0.0251230542450528
4.78,0.0246772727507737
4.79,0.0248363908063121
4.8,0.0249955088618505
4.81,0.0251546269173889
4.82,0.0240172971127169
4.83,0.0215575216751127
4.84,0.0192951515671341
4.85,0.0198602859533315
4.86,0.0204254203395289
4.87,0.0209905547257263
4.88,0.0215556891119236
4.89,0.021781802918861
4.9,0.0214179573543482
4.91,0.0210541117898355
4.92,0.0206902662253228
4.93,0.0198262916539219
4.94,0.01876258113959
4.95,0.0176988706252583
4.96,0.0174470314161261
4.97,0.0177522050595471
4.98,0.0180573787029681
4.99,0.0183625523463891
5,0.017996022442162
5.01,0.0155135327402577
5.02,0.0130310430383533
5.03,0.0131837128575769
5.04,0.0138631194296892
5.05,0.0145425260018015
5.06,0.0152219325739139
5.07,0.0159013391460262
5.08,0.0157735183829333
5.09,0.0155998151444414
5.1,0.0154261119059494
5.11,0.015174359197255
5.12,0.0143669063097382
5.13,0.0135594534222214
5.14,0.0127520005347046
5.15,0.0127499574843382
5.16,0.0129089061913833
5.17,0.0130678548984284
5.18,0.0132268036054734
5.19,0.0121732081730794
5.2,0.0104822723988686
5.21,0.00879133662465789
5.22,0.00924786034774584
5.23,0.00992621559945357
5.24,0.0106045708511612
5.25,0.0112829261028689
5.26,0.0119534095554365
5.27,0.0119534095554365
5.28,0.0119534095554365
5.29,0.0119534095554365
5.3,0.0119440252719751
5.31,0.0111353311150054
5.32,0.0103266369580357
5.33,0.00951794280106601
5.34,0.00951862327346259
5.35,0.00982337492805497
5.36,0.0101281265826473
5.37,0.0104328782372397
5.38,0.0100000998175532
5.39,0.00830476601765327
5.4,0.00660943221775319
5.41,0.0064014432952381
5.42,0.00707909175667054
5.43,0.00775674021810297
5.44,0.00843438867953546
5.45,0.0091120371409679
5.46,0.00929709632089504
5.47,0.00929709632089504
5.48,0.00929709632089504
5.49,0.00929709632089504
5.5,0.00870851760860234
5.51,0.0078988177759179
5.52,0.0070891179432334
5.53,0.00683662880865478
5.54,0.0072754545366494
5.55,0.00771428026464402
5.56,0.00815310599263868
5.57,0.00859193172063331
5.58,0.00709338798332911
5.59,0.00539471491621517
5.6,0.00411755137053677
5.61,0.00490132406064746
5.62,0.00568509675075815
5.63,0.00646886944086884
5.64,0.00725264213097953
5.65,0.00796893970362432
5.66,0.00796893970362432
5.67,0.00796893970362432
5.68,0.00796893970362432
5.69,0.00789918885625787
5.7,0.00708898190395962
5.71,0.00627877495166136
5.72,0.0054685679993631
5.73,0.00566687056913915
5.74,0.0061055473248065
5.75,0.00654422408047386
5.76,0.00698290083614121
5.77,0.00694115042021769
5.78,0.00557414605612062
5.79,0.00420714169202354
5.8,0.00355821214339344
5.81,0.00423514904065506
5.82,0.00491208593791662
5.83,0.00558902283517818
5.84,0.00626595973243974
5.85,0.00671168223943063
5.86,0.00687054387857004
5.87,0.00702940551770946
5.88,0.00718826715684887
5.89,0.00708922654877367
5.9,0.0062787649562597
5.91,0.0054683033637458
5.92,0.0046578417712319
5.93,0.00508212074523208
5.94,0.00552072280565931
5.95,0.0059593248660865
5.96,0.0063979269265137
5.97,0.00603037086883525
5.98,0.00466263823428077
5.99,0.00329490559972642
6,0.00301709405116804
6.01,0.00369385230681639
6.02,0.00437061056246479
6.03,0.00504736881811314
6.04,0.00572412707376148
6.05,0.00597670477771824
6.06,0.00597670477771824
6.07,0.00597670477771824
6.08,0.00597670477771824
6.09,0.00561549457832718
6.1,0.00503920228136208
6.11,0.00446290998439703
6.12,0.00405893004912312
6.13,0.00449745727448003
6.14,0.00493598449983697
6.15,0.00537451172519387
6.16,0.00581303895055078
6.17,0.00511897528295478
6.18,0.00375051198500506
6.19,0.00238204868705522
6.2,0.00247608716501099
6.21,0.00315266647757117
6.22,0.00382924579013135
6.23,0.00450582510269158
6.24,0.00518240441525176
6.25,0.00531262646908288
6.26,0.00531262646908288
6.27,0.00531262646908288
6.28,0.00531262646908288
6.29,0.00465753501205954
6.3,0.00384630514263697
6.31,0.00303507527321434
6.32,0.00289001272651372
6.33,0.00332838986089654
6.34,0.00376676699527936
6.35,0.00420514412966222
6.36,0.00464352126404504
6.37,0.00329432540096486
6.38,0.00192439355234097
6.39,0.000734625409994125
6.4,0.00161628673358116
6.41,0.0024979480571682
6.42,0.00337960938075524
6.43,0.00426127070434227
6.44,0.00514293202792939
6.45,0.00517220674548467
6.46,0.00499831854587887
6.47,0.00482443034627308
6.48,0.00465054214666727
6.49,0.00384636611097736
6.5,0.00303487868745844
6.51,0.00222339126393953
6.52,0.00239413989715541
6.53,0.00295613086709578
6.54,0.00351812183703615
6.55,0.00408011280697652
6.56,0.00464210377691694
6.57,0.00296264604630978
6.58,0.001257187336768
6.59,0.000205632846847079
6.6,0.00098796772460924
6.61,0.00177030260237133
6.62,0.00255263748013342
6.63,0.00333497235789552
6.64,0.00398446985181216
6.65,0.00398446985181216
6.66,0.00398446985181216
6.67,0.00398446985181216
6.68,0.00384663862380331
6.69,0.00303489291039979
6.7,0.00222314719699634
6.71,0.0014114014835929
6.72,0.00183240405896836
6.73,0.00239427121524237
6.74,0.00295613837151632
6.75,0.00351800552779027
6.76,0.00370712625949077
6.77,0.00207373391829992
6.78,0.000440341577109214
6.79,-0.000404579330194894
6.8,0.000396716917969834
6.81,0.00119801316613463
6.82,0.00199930941429936
6.83,0.00280060566246409
6.84,0.00337618536685911
6.85,0.00353499792496151
6.86,0.00369381048306389
6.87,0.00385262304116628
6.88,0.00384663862380295
6.89,0.00303489291039943
6.9,0.00222314719699598
6.91,0.00141140148359254
6.92,0.0017214427863977
6.93,0.00215966926644723
6.94,0.00259789574649681
6.95,0.00303612222654634
6.96,0.00285801901737014
6.97,0.00154191342048857
6.98,0.00022580782360689
6.99,-0.000439623683719995
7,0.000253460543080974
7.01,0.000946544769881942
7.02,0.00163962899668297
7.03,0.00233271322348394
7.04,0.00274097117578562
7.05,0.00289977385598054
7.06,0.00305857653617548
7.07,0.00321737921637041
7.08,0.00303511908142985
7.09,0.00222311433939626
7.1,0.00141110959736259
7.11,0.000709026802946398
7.12,0.00127076992526033
7.13,0.00183251304757427
7.14,0.00239425616988825
7.15,0.00295599929220219
7.16,0.00277734272551734
7.17,0.00123159865896894
7.18,-0.000314145407579449
7.19,-0.000964920259776753
7.2,-0.000154238426541932
7.21,0.00065644340669289
7.22,0.00146712523992771
7.23,0.00227780707316261
7.24,0.00274097117578567
7.25,0.00289977385598057
7.26,0.00305857653617547
7.27,0.00321737921637038
7.28,0.00311774651396124
7.29,0.0025409340040364
7.3,0.00196412149411156
7.31,0.00138730898418667
7.32,0.00183240405896831
7.33,0.00239427121524227
7.34,0.00295613837151622
7.35,0.00351800552779022
7.36,0.00370712625949091
7.37,0.00207373391830021
7.38,0.000440341577109505
7.39,-0.000439623683719872
7.4,0.000253460543081097
7.41,0.000946544769882066
7.42,0.00163962899668303
7.43,0.002332713223484
7.44,0.00274097117578565
7.45,0.00289977385598057
7.46,0.0030585765361755
7.47,0.00321737921637042
7.48,0.00311774651396098
7.49,0.00254093400403615
7.5,0.00196412149411131
7.51,0.00138730898418647
7.52,0.00183240405896856
7.53,0.00239427121524252
7.54,0.00295613837151647
7.55,0.00351800552779042
7.56,0.00370712625949026
7.57,0.00207373391829996
7.58,0.000440341577109664
7.59,-0.000439623683720118
7.6,0.000253460543080912
7.61,0.000946544769881881
7.62,0.00163962899668285
7.63,0.00233271322348382
7.64,0.00281858522147734
7.65,0.00312297753325889
7.66,0.00342736984504044
7.67,0.00373176215682199
7.68,0.00380200073582852
7.69,0.00272736384208526
7.7,0.0016527269483421
7.71,0.000718186837897608
7.72,0.001394407357351
7.73,0.00207062787680445
7.74,0.00274684839625785
7.75,0.00342306891571124
7.76,0.0036645172868414
7.77,0.00178018289572267
7.78,-0.000104151495395896
7.79,-0.00100697396979338
7.8,-0.000307018237385064
7.81,0.000392937495023318
7.82,0.00109289322743164
7.83,0.00179284895983996
7.84,0.00220989355422369
7.85,0.00251424953982852
7.86,0.00281860552543333
7.87,0.00312296151103813
7.88,0.00303511908142964
7.89,0.00222311433939597
7.9,0.00141110959736238
7.91,0.000709026802946541
7.92,0.00127076992526039
7.93,0.00183251304757429
7.94,0.00239425616988814
7.95,0.00295599929220199
7.96,0.00277734272551802
7.97,0.00123159865896963
7.98,-0.0003141454075789
7.99,-0.00100697396979357
8,-0.000307018237385232
8.01,0.000392937495023101
8.02,0.00109289322743143
8.03,0.00179284895983977
8.04,0.00220989355422366
8.05,0.00251424953982846
8.06,0.00281860552543326
8.07,0.00312296151103805
8.08,0.00294269180786082
8.09,0.00186760038731754
8.1,0.00079250896677425
8.11,0.000231660135064085
8.12,0.00111301642724528
8.13,0.00199437271942631
8.14,0.00287572901160734
8.15,0.00375708530378838
8.16,0.00463844159596941
8.17,0.00240475275000855
8.18,0.000134929138618442
8.19,-0.00100697396979337
8.2,-0.000307018237385028
8.21,0.000392937495023444
8.22,0.00109289322743179
8.23,0.00179284895984014
8.24,0.00220989355422373
8.25,0.00251424953982848
8.26,0.00281860552543323
8.27,0.00312296151103798
8.28,0.0029426918078612
8.29,0.00186760038731773
8.3,0.000792508966774441
8.31,0.000205632846846874
8.32,0.00098796772460898
8.33,0.00177030260237109
8.34,0.00255263748013319
8.35,0.0033349723578953
8.36,0.00366451728684174
8.37,0.0017801828957229
8.38,-0.000104151495395599
8.39,-0.00105243052362566
8.4,-0.000472160473191034
8.41,0.000108109577243597
8.42,0.000688379627678228
8.43,0.00126864967811286
8.44,0.00160126810227285
8.45,0.00190558768971043
8.46,0.00220990727714807
8.47,0.00251422686458566
8.48,0.0022232938341154
8.49,0.00141102932173278
8.5,0.000598764809350155
8.51,0.000177693940451295
8.52,0.000853734608629964
8.53,0.00152977527680863
8.54,0.00220581594498742
8.55,0.00288185661316609
8.56,0.00267798376239196
8.57,0.000849422529661557
8.58,-0.000979138703068851
8.59,-0.00166668624799006
8.6,-0.000936690865500444
8.61,-0.000206695483010828
8.62,0.000523299899478917
8.63,0.00125329528196853
8.64,0.00160126810227279
8.65,0.00190558768971038
8.66,0.00220990727714796
8.67,0.00251422686458555
8.68,0.00210475002641823
8.69,0.00107011919959174
8.7,3.54883727650761e-05
8.71,-0.000439623683719872
8.72,0.000253460543081097
8.73,0.000946544769882066
8.74,0.00163962899668303
8.75,0.002332713223484
8.76,0.00172037911133083
8.77,-3.5260643987774e-05
8.78,-0.00179090039930638
8.79,-0.00221801372718424
8.8,-0.00135363182354515
8.81,-0.000489249919906055
8.82,0.000375131983733038
8.83,0.00123951388737213
8.84,0.0016012681022729
8.85,0.00190558768971048
8.86,0.00220990727714807
8.87,0.00251422686458571
8.88,0.00210475002641767
8.89,0.00107011919959119
8.9,3.54883727647086e-05
8.91,-0.000404579330194718
8.92,0.000396716917969896
8.93,0.00119801316613451
8.94,0.00199930941429912
8.95,0.00280060566246388
8.96,0.0027773427255179
8.97,0.00123159865896956
8.98,-0.000314145407578792
8.99,-0.00105243052362577
9,-0.000472160473191137
9.01,0.000108109577243494
9.02,0.000688379627678125
9.03,0.00126864967811276
9.04,0.00160126810227285
9.05,0.00190558768971043
9.06,0.00220990727714802
9.07,0.0025142268645856
9.08,0.00222329383411555
9.09,0.00141102932173292
9.1,0.000598764809350299
9.11,0.000205632846847013
9.12,0.000987967724609258
9.13,0.00177030260237136
9.14,0.00255263748013347
9.15,0.00333497235789558
9.16,0.00366451728684107
9.17,0.00178018289572257
9.18,-0.000104151495395934
9.19,-0.000964920259776892
9.2,-0.000154238426541911
9.21,0.000656443406692926
9.22,0.00146712523992776
9.23,0.0022778070731626
9.24,0.00274097117578567
9.25,0.00289977385598057
9.26,0.00305857653617547
9.27,0.00321737921637037
9.28,0.00311774651396129
9.29,0.00254093400403635
9.3,0.00196412149411151
9.31,0.00138730898418667
9.32,0.00193519157157867
9.33,0.00261159163894964
9.34,0.00328799170632062
9.35,0.00396439177369159
9.36,0.00464079184106257
9.37,0.00296264604630984
9.38,0.00125718733676811
9.39,0.000177693940451175
9.4,0.000853734608629844
9.41,0.00152977527680851
9.42,0.00220581594498718
9.43,0.00288185661316585
9.44,0.00337618536685908
9.45,0.00353499792496149
9.46,0.00369381048306388
9.47,0.00385262304116626
9.48,0.00388655152830957
9.49,0.00330986959261933
9.5,0.00273318765692909
9.51,0.00215650572123885
9.52,0.00247608716501123
9.53,0.00315266647757139
9.54,0.00382924579013167
9.55,0.00450582510269184
9.56,0.005182404415252
9.57,0.00393634088325133
9.58,0.0022320231668288
9.59,0.000718186837897488
9.6,0.00139440735735087
9.61,0.00207062787680425
9.62,0.00274684839625775
9.63,0.00342306891571113
9.64,0.00401143727299337
9.65,0.00417025968836061
9.66,0.00432908210372785
9.67,0.00448790451909509
9.68,0.00464672693446233
9.69,0.00407860780319236
9.7,0.0035020560935472
9.71,0.00292550438390214
9.72,0.00301709405116795
9.73,0.00369385230681634
9.74,0.00437061056246474
9.75,0.00504736881811313
9.76,0.00572412707376153
9.77,0.00466921807747334
9.78,0.00258319028809848
9.79,0.000718186837897848
9.8,0.00139440735735123
9.81,0.00207062787680461
9.82,0.00274684839625799
9.83,0.00342306891571137
9.84,0.00401143727299343
9.85,0.00417025968836067
9.86,0.00432908210372791
9.87,0.00448790451909518
9.88,0.00464672693446242
9.89,0.00407860780319206
9.9,0.003502056093547
9.91,0.00292550438390193
9.92,0.00301709405116814
9.93,0.00369385230681643
9.94,0.00437061056246473
9.95,0.00504736881811315
9.96,0.00572412707376144
9.97,0.00439201985526336
9.98,0.00186373655798318
9.99,0.000177693940451055
10,0.000853734608629724
