"x","y"
113.675930819449,-24.9104505324553
113.675546005513,-24.9096365029751
113.674443396877,-24.9074916963196
113.672336698361,-24.9034742712422
113.671013887664,-24.9026413904334
113.671013887664,-24.9016778616547
113.672402022346,-24.9001427480072
113.673202241162,-24.8973828096411
113.670295323829,-24.8991302262398
113.667845674392,-24.8997181421048
113.668801037673,-24.8974154716336
113.669780897447,-24.8957742065105
113.669927876414,-24.8953985935967
113.670188211479,-24.8946213591985
113.670624827291,-24.8936815251622
113.669818198079,-24.893163506402
113.670587825951,-24.8915724487815
113.670632227559,-24.8889453536407
113.670417619787,-24.8882275276445
113.670055006655,-24.8881757257685
113.668789560826,-24.8885975410446
113.667746123038,-24.8889379533727
113.667768323842,-24.8906918168893
113.667139301062,-24.8908250217133
113.666636082838,-24.8908768235893
113.666262369304,-24.8906437151472
113.665877555368,-24.8902070993351
113.663516869875,-24.8875356025863
113.662688039859,-24.8855671312977
113.66131159001,-24.8858483414818
113.663146856475,-24.8887196454666
113.665400238081,-24.8910618302894
113.666849483621,-24.8922385458225
113.665259632989,-24.8913430404735
113.659842636812,-24.8942587460664
113.659165512289,-24.8938628317282
113.659165512289,-24.8945140553124
113.657019434569,-24.893048802248
113.655184168104,-24.8928119936719
113.656356818531,-24.8907728389091
113.661223455413,-24.8876372876292
113.656334909779,-24.8859852464398
113.660962159473,-24.8844976536002
113.661092807443,-24.8814927502902
113.660733525525,-24.8787164809278
113.663477132895,-24.8767894233704
113.664371600829,-24.8775489409172
113.6643263447,-24.8792064108153
113.663313822933,-24.8832564978852
113.66380375282,-24.8872739229626
113.666710670153,-24.8903441502575
113.66759254395,-24.8882864447301
113.668441755755,-24.8842690196527
113.67190392696,-24.8871106130001
113.6708587432,-24.8898215583775
113.671394455163,-24.8915354474415
113.672689502064,-24.8918018570896
113.674582210345,-24.8927611377024
113.6773911417,-24.8950474771774
113.677685099632,-24.8977257605623
113.679530502209,-24.9022167845309
113.679661150179,-24.9070507594208
113.677218466081,-24.9081564493746
113.677499676265,-24.9103913303113
113.676996458041,-24.9106577399594
113.676463638745,-24.9106429394234
113.676212029633,-24.9106725404954
113.675930819449,-24.9104505324553
