"lon","lat"
114.149257898842,-27.6459691538966
114.148975660309,-27.6467127438778
114.145979589728,-27.64706011438
114.145371691349,-27.6372034763808
114.143417732274,-27.6363350501254
114.143070361772,-27.6298218532096
114.141116402697,-27.6290402695797
114.140117712503,-27.6239599759854
114.138988758371,-27.6188362610784
114.13599268779,-27.6114980592199
114.134038728715,-27.6063743443128
114.131433449949,-27.59912298508
114.127351846549,-27.5927834734153
114.12157681195,-27.5714201875316
114.116018883915,-27.5569174690658
114.111329382136,-27.5401568423359
114.111155696885,-27.5372041930674
114.113082517639,-27.5372476143801
114.113712126674,-27.5383548578558
114.113961799223,-27.5391690074703
114.113961799223,-27.5400265783975
114.114059497176,-27.5410686899041
114.114482854976,-27.5423930399436
114.114623974242,-27.5435871260448
114.114960489416,-27.5447703568179
114.115307859919,-27.545736481027
114.116176286174,-27.5471476736921
114.116132864861,-27.5480269552757
114.116632209958,-27.5494924245818
114.11740293826,-27.5505236807601
114.117598334167,-27.5509578938878
114.118141100577,-27.5530312615727
114.11799998131,-27.5536934365925
114.118521037064,-27.5549417993346
114.118835841581,-27.5556256850108
114.119530582586,-27.5571454309578
114.120149336293,-27.5582418191053
114.121039473204,-27.5601197908827
114.122624351121,-27.5656451529329
114.1228088917,-27.5669260816597
114.123340802781,-27.5679681931662
114.123275670812,-27.5683806956375
114.123134551546,-27.5687063554833
114.123785871237,-27.5696724796925
114.124306926991,-27.5709099871065
114.124176663052,-27.571897821972
114.124600020852,-27.5730701974169
114.124708574134,-27.5741014535952
114.124773706103,-27.5749047478815
114.125110221277,-27.574991590507
114.125533579076,-27.5755343569167
114.126152332783,-27.5757840294651
114.12617404344,-27.5761531106237
114.126695099193,-27.576619889736
114.126749375834,-27.5773037754121
114.126586545911,-27.5778791078063
114.126879639772,-27.57875838939
114.127118456992,-27.579268589815
114.127183588962,-27.5797787902401
114.127520104136,-27.5804409652599
114.12767207873,-27.5816459066893
114.127704644715,-27.5825034776165
114.127845763981,-27.5831656526363
114.128052015217,-27.5838495383125
114.127834908653,-27.5841860534865
114.127910895951,-27.5847505305525
114.128421096376,-27.5856623781207
114.12875761155,-27.5866719236426
114.129430641898,-27.5877248904774
114.129463207882,-27.5885824614046
114.129582616492,-27.5891903597834
114.12965860379,-27.5896897048803
114.129995118964,-27.5899827987415
114.130342489466,-27.5905906971203
114.130733281281,-27.5910574762326
114.131601707536,-27.5925229455386
114.132426712479,-27.5935759123733
114.132459278463,-27.5939124275473
114.132296448541,-27.5940861127984
114.13205763132,-27.5938798615628
114.132133618618,-27.5943032193623
114.132578687074,-27.5941512447676
114.132850070278,-27.5949002624129
114.133523100626,-27.5960400718732
114.133523100626,-27.5962897444216
114.133490534642,-27.5968433661594
114.133892181785,-27.59744040921
114.134196130974,-27.5978420563532
114.134185275646,-27.5989167338443
114.134478369507,-27.5993292363156
114.134814884681,-27.6003604924939
114.13518396584,-27.6011637867802
114.135639889624,-27.6015871445797
114.13572673225,-27.6027595200246
114.136106668736,-27.60362794628
114.136530026536,-27.6044638065509
114.13686654171,-27.6051585475552
114.137159635571,-27.6057773012622
114.137810955263,-27.6071450726145
114.138321155688,-27.6077855369779
114.138673953854,-27.6085562652796
114.138950764723,-27.6090773210329
114.138950764723,-27.6096200874425
114.13926556924,-27.6104233817288
114.139743203681,-27.6110421354358
114.139786624994,-27.6118237190657
114.139971165573,-27.6121385235833
114.140068863527,-27.6129309625414
114.140285970091,-27.6137451121559
114.140340246732,-27.6145592617703
114.140535642639,-27.6148523556315
114.140991566423,-27.615384266713
114.140720183218,-27.6155362413077
114.140850447157,-27.6160247310764
114.141143541018,-27.6171428298802
114.141219528315,-27.6177290176027
114.141387785902,-27.6178212878923
114.142766412583,-27.6206111072379
114.142918387177,-27.6216532187444
114.143048651116,-27.6223696704051
114.143048651116,-27.6227278962355
114.143580562197,-27.623596322491
114.143927932699,-27.6248772512177
114.144221026561,-27.6258325200987
114.144818069611,-27.6274716746558
114.145078597488,-27.6282532582857
114.145024320847,-27.6291542505257
114.145024320847,-27.6299032681711
114.14530655938,-27.6305654431908
114.145686495867,-27.6316184100255
114.145827615133,-27.6321394657788
114.145979589728,-27.6335506584439
114.14632696023,-27.6340282928844
114.146478934825,-27.634571059294
114.146924003281,-27.6361342265538
114.147803284864,-27.6379253557057
114.148063812741,-27.6388914799148
114.147900982818,-27.6391085864787
114.147694731582,-27.6400095787187
114.147814140192,-27.6409865582561
114.148324340617,-27.6418658398397
114.148443749228,-27.6425171595313
114.148270063977,-27.6433204538176
114.148563157838,-27.6437003903043
114.148758553745,-27.6444928292624
114.14926875417,-27.6453612555178
114.149257898842,-27.6459691538966
