"lon","lat"
114.284891153865,-28.2143975593922
114.284713397866,-28.2144382668729
114.28381783329,-28.2141316038515
114.283570874573,-28.2138995712113
114.283117664621,-28.2138724328908
114.283101381629,-28.2137163875481
114.282983329935,-28.2136892492276
114.282627817937,-28.213656683243
114.282588467372,-28.2134490750913
114.282089122275,-28.2134165091067
114.281964286001,-28.213204830207
114.281312966309,-28.2131641227263
114.281258689668,-28.2129741544829
114.280865184021,-28.2129741544829
114.280740347747,-28.2127190542703
114.280102597216,-28.2126484946371
114.279733516057,-28.2122794134785
114.27706039149,-28.211123321026
114.276847355674,-28.2109632049351
114.276485059096,-28.2109075713781
114.276346653661,-28.2106796094861
114.276099694945,-28.2106375450893
114.275966717174,-28.2104299369377
114.275634272748,-28.2103810879608
114.275533860963,-28.2102182580379
114.275080651011,-28.2101965473815
114.275069795682,-28.2099387333369
114.27460301657,-28.2099468748331
114.274565022921,-28.2096917746205
114.274309922709,-28.2097134852769
114.274307208877,-28.2094828095528
114.273840429765,-28.2094855233849
114.273780725459,-28.2092222816762
114.27337093682,-28.2092168540121
114.2733437985,-28.2089101909906
114.272896016212,-28.2088966218304
114.272866164059,-28.2086957982588
114.27268162348,-28.2086740876024
114.272372246626,-28.2086686599383
114.272174136887,-28.2084135597258
114.271845763209,-28.2083755660771
114.27178063124,-28.2081747425056
114.27142240541,-28.2081367488569
114.271254147823,-28.2080064849186
114.270868783672,-28.2079522082776
114.270646249444,-28.207691680401
114.270439998208,-28.2075342781422
114.270195753324,-28.2072737502656
114.270032923401,-28.2070837820222
114.269837527493,-28.2069019552749
114.269476587831,-28.2068721031224
114.269332754732,-28.2066848487111
114.268960959742,-28.2066685657188
114.268882258612,-28.2065627262689
114.268806271315,-28.2064324623306
114.268635299896,-28.206399896346
114.268597306247,-28.2061963589424
114.268488752965,-28.2062017866065
114.268334064539,-28.2061040886528
114.268106102647,-28.2059304034017
114.268030115349,-28.2052926528703
114.267857787014,-28.2051311798635
114.26761354213,-28.2049100025515
114.267438499963,-28.2047390311325
114.267213251903,-28.2045327798968
114.267047708148,-28.2043455254855
114.266890305889,-28.2041718402344
114.266602639692,-28.2039004570296
114.266445237433,-28.2035802248479
114.266217275541,-28.2033088416431
114.266011024305,-28.2030428861024
114.265848194382,-28.202912622164
114.265614804826,-28.202516402685
114.265300000309,-28.2023861387467
114.265251151332,-28.2022287364879
