"lon","lat"
114.112984819685,-27.537296463357
114.110265559973,-27.5368785332216
114.042180941547,-27.3850776237714
114.031151928102,-27.3622380132534
114.026809796825,-27.3525984818181
114.020795945006,-27.3395286666738
114.020448574504,-27.3347848882535
114.018917973229,-27.3342746878284
114.01873343265,-27.3302039397561
114.020014361377,-27.3297914372847
114.020036072033,-27.3303776250071
114.020622259755,-27.3314414471701
114.021403843385,-27.3324727033484
114.021990031108,-27.3331674443527
114.022082301397,-27.3334225445653
114.022038880085,-27.3340901472491
114.022272269641,-27.3345297880409
114.022657633791,-27.3346926179639
114.023374085452,-27.336049533988
114.024188235067,-27.3373521733711
114.024057971128,-27.3383400082367
114.024318499005,-27.3391215918666
114.024731001476,-27.3390998812102
114.02518692526,-27.3399248861529
114.025859955608,-27.3407498910955
114.026066206844,-27.3410429849567
114.026283313408,-27.3415423300536
114.026760947848,-27.3422479263861
114.027151739663,-27.3432466165799
114.027444833525,-27.3449726137626
114.027998455262,-27.3451462990137
114.028107008544,-27.3455805121414
114.02843266839,-27.3457107760797
114.029029711441,-27.3468288748836
114.029301094646,-27.3474259179342
114.029192541364,-27.3479144077029
114.029518201209,-27.3483920421434
114.029974124994,-27.3485874380508
114.030256363527,-27.3494232983217
114.030158665573,-27.3499334987467
114.030603734029,-27.3503460012181
114.030972815187,-27.3510515975506
114.031613279551,-27.352082853729
114.032101769319,-27.3529187139998
114.031841241443,-27.3532226631892
114.03179782013,-27.3540042468191
114.032492561134,-27.3547206984798
114.032362297196,-27.3555131374379
114.03257940376,-27.3555782694071
114.032557693104,-27.3564575509907
114.032991906231,-27.3570220280567
114.033686647236,-27.3577819010302
114.034337966927,-27.3586828932703
114.03485902268,-27.3595838855103
114.035369223105,-27.3604197457811
114.035662316967,-27.3610927761291
114.035597184998,-27.3614618572877
114.035998832141,-27.3628730499527
114.036291926002,-27.3639151614593
114.036791271099,-27.3641865446641
114.036802126427,-27.365304643468
114.037529433416,-27.3657388565957
114.03786594859,-27.3662490570207
114.038072199826,-27.3666398488357
114.039114311332,-27.3676493943576
114.039765631024,-27.3687023611924
114.040384384731,-27.3694405235095
114.040579780638,-27.3701352645138
114.040514648669,-27.3713184952869
114.040938006469,-27.3724365940907
114.041697879442,-27.3728165305775
114.043326178671,-27.3753132560619
114.043782102455,-27.3771152405419
114.044759081992,-27.3785915651761
114.045063031182,-27.3797205193082
114.046061721376,-27.3806323668764
114.047255807477,-27.383085671048
114.048232787014,-27.3853870006249
114.048710421455,-27.3862988481931
114.049166345239,-27.3871021424794
114.049730822305,-27.3881008326731
114.051901887943,-27.3918567762279
114.052292679758,-27.3935936287388
114.053399923234,-27.3953956132188
114.053269659296,-27.3959166689721
114.053747293736,-27.3966114099764
114.054159796208,-27.3975666788574
114.054973945822,-27.3991515567736
114.055777240108,-27.4011923584738
114.056993036866,-27.4028640790156
114.057383828681,-27.404296982337
114.059142391848,-27.4072713422619
114.059055549223,-27.408009504579
114.05901212791,-27.4086174029578
114.059576604976,-27.4097680677463
114.060640427139,-27.4119174227285
114.06237727965,-27.4149569146225
114.063571365751,-27.4175839040452
114.064244396099,-27.4195812844327
114.065525324826,-27.4221214312299
114.066784542896,-27.4241405222737
114.067218756024,-27.4245313140887
114.068347710156,-27.4265286944762
114.069302979037,-27.4292642371808
114.069302979037,-27.4306971405023
114.069997720041,-27.4315221454449
114.071777993865,-27.4339971602729
114.072429313556,-27.4352129570306
114.072516156182,-27.436645860352
114.073818795565,-27.4386432407395
114.073992480816,-27.43912087518
114.075425384138,-27.4414222047569
114.076814866146,-27.4437669556466
114.078985931785,-27.4470235541045
114.079116195723,-27.4482827721749
114.080288571168,-27.4503669951879
114.081243840049,-27.4521472690116
114.082025423679,-27.4538841215224
114.082503058119,-27.4544485985884
114.082850428621,-27.4557946592844
114.085585971326,-27.4605275823765
114.085238600824,-27.4617433791341
114.086020184454,-27.4639144447727
114.08736624515,-27.4671710432306
114.08892941241,-27.4704710630012
114.090232051793,-27.472425022076
114.091057056735,-27.4750303008423
114.091013635423,-27.4757684631594
114.091404427238,-27.4758987270977
114.092012325616,-27.4766368894148
114.092186010867,-27.4782434779874
114.092663645308,-27.4798066452472
114.093879442066,-27.4810224420048
114.094617604383,-27.4830632437051
114.095789979828,-27.4854079945947
114.097049197898,-27.4881001159866
114.097526832338,-27.4898369684975
114.098916314347,-27.4922251406999
114.100436060294,-27.4947001555279
114.101043958673,-27.4958725309727
114.10225975543,-27.4978264900475
114.10304133906,-27.5003015048755
114.104647927633,-27.5045567935271
114.10538608995,-27.5071620722934
114.105733460452,-27.510288406813
114.106992678523,-27.5131976347687
114.107991368716,-27.5159765987861
114.109467693351,-27.5189292480546
114.110075591729,-27.5215779481336
114.111247967174,-27.5245305974021
114.111074281923,-27.5264411351641
114.111551916364,-27.5271358761684
114.11211639343,-27.5293503631198
114.11211639343,-27.5307832664413
114.112811134434,-27.5330411747054
114.113071662311,-27.5354727682206
114.112984819685,-27.537296463357
