"llx","lly","urx","ury","min_elev_coarse_dem","max_elev_coarse_dem","coarsen","reduce_theta"
96.3333333333333,-12.3333333333333,96.6666666666667,-12,-5260,-1522,0,0
96.6666666666667,-12.3333333333333,97,-12,-4764,5,0,0
97,-12.3333333333333,97.3333333333333,-12,-5110,2,0,0
96.3333333333333,-12,96.6666666666667,-11.6666666666667,-5297,-987,0,0
96.6666666666667,-12,97,-11.6666666666667,-4577,10,0,0
97,-12,97.3333333333333,-11.6666666666667,-4910,-1612,0,0
105.333333333333,-10.6666666666667,105.666666666667,-10.3333333333333,-4918,302,0,0
105.666666666667,-10.6666666666667,106,-10.3333333333333,-5629,302,0,0
105.333333333333,-10.3333333333333,105.666666666667,-10,-4968,-104,0,0
105.666666666667,-10.3333333333333,106,-10,-5486,-104,0,0
63,-20,63.3333333333333,-19.6666666666667,-3167,196,0,0
63.3333333333333,-20,63.6666666666667,-19.6666666666667,-3222,310,0,0
63,-19.6666666666667,63.3333333333333,-19.3333333333333,-3301,195,0,0
63.3333333333333,-19.6666666666667,63.6666666666667,-19.3333333333333,-3370,310,0,0
