"x","y"
114.200207639194,-28.0878482864315
114.209875588974,-28.0911798096664
114.209875588974,-28.0911798096664
114.233000279663,-28.1186812073507
114.268144583593,-28.1591820780496
114.304072775342,-28.2059540513084
114.290877330372,-28.2148381132682
114.272586614572,-28.2022959081485
114.255863674413,-28.1907988867888
114.241492397713,-28.1816535288891
114.233914815453,-28.1709403953493
114.216146691534,-28.14690116887
114.202036710774,-28.1270426774305
114.184529882795,-28.1092745535109
114.200207639194,-28.0878482864315
