"x","y"
113.875155489843,-26.1027830303033
113.891878430002,-26.1192446745228
113.928459861601,-26.1670618315416
113.908096759034,-26.2740352158651
113.945939826929,-26.2849356647694
113.947996515401,-26.3028288544803
113.936479059955,-26.3233957392055
113.892662317822,-26.2877805558185
113.858955141563,-26.2969259137182
113.846151640504,-26.2901322192784
113.842493497344,-26.2799416776187
113.828906108464,-26.2694898400189
113.801992626645,-26.2488474607595
113.780827655505,-26.2389182150397
113.792585972805,-26.2130499169804
113.815057423644,-26.1830008838812
113.837528874484,-26.1472033401021
113.875155489843,-26.1027830303033
