"lon","lat","gaugeID"
117.185996871226,-20.5874026520747,1
116.749056936107,-20.6237952972845,2
116.74939922501,-20.6241294364522,3
117.187700166008,-20.5852796458991,4
115.096771350512,-21.6264246936736,5
115.131815214448,-21.6497003391151,6
114.140888838666,-21.9551198379127,7
114.140978485759,-21.9551279876485,8
114.140864389458,-21.9550627897621,9
114.14792206066,-21.9560081591148,10
113.961162715094,-21.8836059062778,11
113.985563024075,-21.8989274095797,12
113.91348676067,-21.9871401498664,13
113.931888864104,-21.9999433848064,14
113.927699899904,-22.0037982098392,15
113.924130315624,-22.0062023818999,16
113.902484617342,-22.0186551782005,17
113.883218641913,-22.0919376025038,18
113.888532269654,-22.0969252408127,19
113.868475769853,-22.1429141999256,20
113.742578651233,-22.4283016481296,21
113.780523821112,-22.3414580634571,22
113.753010313055,-22.387487771249,23
113.764729633134,-23.1410204929463,24
113.748495359423,-23.1363262451262,25
113.2052716636,-26.1743745690511,26
113.203169031764,-26.1745212642954,27
113.200699661817,-26.1742278738067,28
113.198768174432,-26.1735188467922,29
113.197056729914,-26.1725408784963,30
113.195565328263,-26.1712450705043,31
113.194611809175,-26.1700470593419,32
113.194416215516,-26.1685312084833,33
113.194782953627,-26.167651037017,34
113.195394183811,-26.1668197639655,35
113.195565328263,-26.1658906940845,36
113.194880750456,-26.1645948860924,37
113.193560493257,-26.163763613041,38
113.19221578685,-26.1634457733448,39
113.190553240747,-26.1630790352339,40
113.189501924829,-26.1626878479155,41
113.188719550192,-26.1622477621824,42
113.172607522518,-26.1339111308098,43
113.180333472055,-26.1438864074276,44
113.188841796229,-26.1503409981803,45
113.198230291869,-26.1568933857625,46
113.204489288963,-26.1626633987081,47
113.210259301909,-26.1474070932927,48
113.196274355278,-26.1317596005589,49
113.184049751579,-26.1275543368867,50
113.651457473983,-24.8992995049065,51
113.651164083494,-24.8992506064917,52
113.651054062061,-24.8987616223438,53
114.668568950887,-21.2241527159255,54
114.69788507863,-21.1793480152959,55
114.639206980879,-21.2536736057814,56
114.57035801285,-21.2951394615259,57
114.539063027383,-21.3412995650906,58
114.754998427109,-21.1245817907276,59
114.436571949976,-21.4226665273063,60
114.477255431084,-21.3663355534646,61
114.602215330088,-28.7756128442708,62
114.599917104593,-28.7757350903078,63
114.592557893166,-28.761261159529,64
114.145528585128,-27.7069135397605,65
108.874915149825,-7.74956342452394,66
108.896919436482,-7.8128379732662,67
108.740444509144,-7.7979728551691,68
108.784257488799,-7.94505928686671,69
114.10831689147,-22.1921014209811,70
114.249926700711,-22.2061841644415,71
114.162300741402,-22.164718308697,72
114.140003064256,-22.3039809940277,73
114.126311508114,-22.2449117089576,74
114.127876257388,-21.420288841887,75
112.469242027606,-25.4729894599382,76
112.625716954944,-25.8422702884556,77
96.8916740269717,-12.1166319512799,78
96.8920163158753,-12.1167297481095,79
96.90389863067,-12.1110086335787,80
96.8799873058362,-12.1238200182545,81
122.197190463373,-17.9511419059765,82
122.18369450089,-17.9634643065044,83
122.187997561392,-17.9894782631743,84
122.198950806305,-18.0057125368856,85
122.2190969532,-17.9953460729495,86
122.206187771695,-17.9261548160173,87
118.668778648733,-20.2803200978157,88
118.581348283083,-20.2809068787932,89
117.200652642985,-20.5255945464179,90
116.74100754393,-20.60070251154,91
115.072006850213,-21.5917755825664,92
114.161322773106,-21.9581225061962,93
115.097509903527,-21.6177593383343,94
105.669280129135,-10.4288726315521,95
105.669030917643,-10.4276852120913,96
105.669138420639,-10.4287309230567,97
114.115482710388,-21.8079230968407,98
114.116147274366,-21.8059000859076,99
114.105328563724,-21.8042973139606,100
114.107996592636,-21.8029779590042,101
114.107312482658,-21.8023915790236,102
114.105035373734,-21.8036132039832,103
114.108680702613,-21.8032222839961,104
113.997933070275,-21.8728646796936,105
113.997600788286,-21.871066447753,106
113.994610250385,-21.8737051576658,107
114.03073125719,-21.8458325625873,108
114.031180815176,-21.8472789665395,109
114.031278545172,-21.8481780825098,110
114.03196265515,-21.8491358364781,111
114.033897709086,-21.8507777004238,112
114.033037685114,-21.849956768451,113
114.032470851133,-21.8494681184671,114
114.031493551165,-21.8487058244923,115
114.037929071452,-21.8454905075986,116
114.037880206454,-21.8461941635754,117
114.037875319954,-21.8465606510632,118
114.037914411953,-21.8470883930458,119
114.038119644946,-21.8473522640371,120
114.033897709086,-21.8465850835624,121
114.033448151101,-21.8457836975889,122
114.034317948072,-21.8474841995327,123
114.034845690054,-21.8484614995004,124
