"time","juliant","height","resid"
2011-03-09 00:01:00,15042.0006944444,1.215,-0.0104256707656323
2011-03-09 00:02:00,15042.0013888889,1.209,-0.0126643887684463
2011-03-09 00:03:00,15042.0020833333,1.205,-0.0128928010715428
2011-03-09 00:04:00,15042.0027777778,1.194,-0.0201111410668773
2011-03-09 00:05:00,15042.0034722222,1.185,-0.0253196434425182
2011-03-09 00:06:00,15042.0041666667,1.186,-0.0205185441832914
2011-03-09 00:07:00,15042.0048611111,1.2,-0.00270808063018779
2011-03-09 00:08:00,15042.0055555556,1.179,-0.0198884914793331
2011-03-09 00:09:00,15042.00625,1.192,-0.00306001688002677
2011-03-09 00:10:00,15042.0069444444,1.184,-0.00722289843220625
2011-03-09 00:11:00,15042.0076388889,1.171,-0.016377379242946
2011-03-09 00:12:00,15042.0083333333,1.234,0.05047629607837
2011-03-09 00:13:00,15042.0090277778,1.175,-0.00466211867477972
2011-03-09 00:14:00,15042.0097222222,1.17,-0.00579287129907091
2011-03-09 00:15:00,15042.0104166667,1.16,-0.0119162112336053
2011-03-09 00:16:00,15042.0111111111,1.166,-0.00203238955004093
2011-03-09 00:17:00,15042.0118055556,1.156,-0.0081416590428931
2011-03-09 00:18:00,15042.0125,1.162,0.00175572578310978
2011-03-09 00:19:00,15042.0131944444,1.145,-0.0113404913337687
2011-03-09 00:20:00,15042.0138888889,1.145,-0.00743056839620193
2011-03-09 00:21:00,15042.0145833333,1.132,-0.016514765232323
2011-03-09 00:22:00,15042.0152777778,1.128,-0.0165933434762979
2011-03-09 00:23:00,15042.0159722222,1.132,-0.00866656660849952
2011-03-09 00:24:00,15042.0166666667,1.13,-0.00673469993216491
2011-03-09 00:25:00,15042.0173611111,1.123,-0.00979801065099983
2011-03-09 00:26:00,15042.0180555556,1.123,-0.00585676784196987
2011-03-09 00:27:00,15042.01875,1.121,-0.00391124248781294
2011-03-09 00:28:00,15042.0194444444,1.114,-0.00696170744549507
2011-03-09 00:29:00,15042.0201388889,1.108,-0.00900843751587654
2011-03-09 00:30:00,15042.0208333333,1.092,-0.0210517094078697
2011-03-09 00:31:00,15042.0215277778,1.104,-0.00509180176238555
2011-03-09 00:32:00,15042.0222222222,1.08,-0.0251289951118043
2011-03-09 00:33:00,15042.0229166667,1.094,-0.0071635719408496
2011-03-09 00:34:00,15042.0236111111,1.086,-0.011195816641399
2011-03-09 00:35:00,15042.0243055556,1.085,-0.00822601552714253
2011-03-09 00:36:00,15042.025,1.108,0.0187455432165562
