x,Curve1,Curve2
47.8818,0.062818,-0.017704
47.9236,0.062747,-0.017707
48.1646,0.062448,-0.017895
48.171,0.062438,-0.017907
48.3369,0.062136,-0.018277
48.5086,0.061867,-0.018386
48.6812,0.061897,-0.018463
48.7565,0.061871,-0.01851
49.0187,0.061517,-0.01865
49.1697,0.061302,-0.018472
49.239,0.061235,-0.018262
49.397,0.061209,-0.017562
49.4662,0.061159,-0.017105
49.5968,0.06102,-0.015967
49.652,0.06097,-0.01566
49.8586,0.060813,-0.015945
50.0375,0.060739,-0.016101
50.1272,0.060762,-0.016133
50.251,0.060743,-0.016207
50.4372,0.060267,-0.01632
50.4646,0.060266,-0.016329
50.6299,0.060269,-0.016328
50.692,0.058453,-0.016316
50.7266,0.056811,-0.016311
50.7957,0.053833,-0.016305
50.8166,0.051143,-0.016305
50.8447,0.045858,-0.016305
50.9468,0.045454,-0.016312
50.9549,0.045476,-0.016313
51.1615,0.045191,-0.016322
51.2223,0.045114,-0.016307
51.3957,0.045002,-0.016238
51.5873,0.044769,-0.016205
51.7952,0.044432,-0.016334
51.8765,0.044263,-0.016393
51.9881,0.044051,-0.016356
52.0762,0.044069,-0.016197
52.2153,0.044055,-0.015822
52.3241,0.043972,-0.015328
52.4686,0.043805,-0.013692
52.6061,0.043586,-0.011576
52.6561,0.043486,-0.010427
52.7298,0.043302,-0.008883
52.8904,0.042721,-0.00801
52.9019,0.042681,-0.008016
53.0832,0.042532,-0.008365
53.1705,0.042519,-0.008492
53.5309,0.042155,-0.008485
53.5356,0.04214,-0.008486
53.6826,0.040428,-0.008577
53.7724,0.037354,-0.008663
53.8555,0.031686,-0.008738
53.8903,0.028323,-0.008762
53.9006,0.027719,-0.008768
53.9594,0.02573,-0.008786
54.1041,0.025252,-0.008766
54.2174,0.025326,-0.008763
54.414,0.025449,-0.008856
54.5824,0.025484,-0.008949
54.6275,0.025453,-0.008955
54.7821,0.025263,-0.00885
54.8823,0.025169,-0.008808
55.1196,0.025045,-0.008844
55.2886,0.024983,-0.009005
55.4019,0.024937,-0.009032
55.4953,0.02489,-0.00878
55.6016,0.024869,-0.008067
55.6881,0.024894,-0.007264
55.7942,0.024939,-0.00595
55.8905,0.024976,-0.004411
56.0944,0.024996,-0.00458
56.1109,0.02499,-0.0046
56.3561,0.024616,-0.00465
56.4483,0.024447,-0.004594
56.5903,0.024428,-0.004459
56.7349,0.024623,-0.004304
56.7376,0.0246,-0.004301
56.8868,0.02107,-0.00425
56.9717,0.017633,-0.004297
57.0665,0.013289,-0.004379
57.2186,0.006757,-0.004482
57.3092,0.006452,-0.004484
57.3357,0.006567,-0.00447
57.5354,0.00657,-0.004202
57.6191,0.006559,-0.004095
57.7972,0.006575,-0.004023
57.9565,0.006583,-0.004089
58.2251,0.006591,-0.004085
58.4867,0.006596,-0.003023
58.7346,0.0066,-0.00225
59.0306,0.006603,-0.000804
59.3198,0.006606,-0.000799
59.8019,0.006609,-0.000791
59.939,0.00661,-0.000781
59.9534,0.00661,-0.000789
