"theta","max_runup"
353.591472362021,0.0260925
354.227996803051,0.0259069
354.865954001508,0.0258945
355.505190121456,0.0258084
356.145549436633,0.0258558
356.786874551195,0.0257239
357.429006626622,0.0256241
358.071785613958,0.0254283
358.715050490583,0.0252828
359.358639500629,0.025147
0.00239039816077025,0.0252391
0.646140692199722,0.0253117
1.28972789268217,0.0254245
1.93298975640941,0.0254401
2.57576453206582,0.0252192
3.21789120337995,0.0247539
3.85920972951853,0.0243513
4.49956128182249,0.0239452
5.13878847601953,0.0239447
5.77673559907909,0.0240115
6.41324882991286,0.0240422
7.04817645316506,0.024142
7.68136906538399,0.0242662
349.697416385501,0.0264855
350.328921077572,0.0263512
350.962806892074,0.0265226
351.598931304898,0.0266082
352.237148576996,0.0267051
352.877309932339,0.0264139
8.40580055251968,0.0241152
9.04190887440417,0.023488
9.67577752749717,0.0231095
10.3072640122039,0.022808
10.936229211903,0.0227431
11.5625375481866,0.022939
347.055716032694,0.026853
347.682796113997,0.026849
348.312887601887,0.0270904
348.945858770525,0.0268362
12.3218719422729,0.02374
12.9489291779395,0.0229418
13.5728464901235,0.0224526
14.1935005764262,0.022488
14.8107724829381,0.022995
344.409367679988,0.0271899
345.029320653131,0.0272351
345.652881827971,0.0274517
346.279933819735,0.0269318
15.595222408224,0.0225087
16.2114264865433,0.0220128
16.8238010663037,0.021951
342.379844987053,0.0273877
342.994214525361,0.0276564
343.612640116293,0.0275419
17.6247019936407,0.0230359
18.2348841601021,0.0219305
18.8408145207033,0.0215387
19.4424032611424,0.0223801
340.348276295556,0.02779
340.95549664571,0.0278769
341.567192473722,0.0275436
20.25884080041,0.0212293
20.8568229054759,0.0211959
338.918320524137,0.0281501
339.521739375395,0.0280642
21.6846648950684,0.0223121
22.2782561721025,0.0211515
22.8668511571954,0.0214679
337.481481379535,0.0283746
338.080290892622,0.0280073
23.7049947433016,0.0212785
24.2881575401625,0.0211126
335.451540227013,0.0282931
336.039527077902,0.0284863
336.632926240816,0.0284861
25.1352912720077,0.0214875
25.7122725865209,0.0204902
334.012724672453,0.0285303
334.594264301324,0.0285827
26.5673719913596,0.0215004
27.1374419594294,0.0202545
333.147524830509,0.0290107
27.9994498115741,0.0212724
28.5619035177652,0.0200432
331.70115170429,0.029331
332.273675418079,0.0293149
29.4297376645568,0.020821
29.9839003616608,0.0195839
330.256985165323,0.0295939
330.821086259785,0.0290939
30.8564618481087,0.020277
31.4016937813242,0.0196055
328.816848658991,0.0297189
329.371851060516,0.0291668
32.2778751216,0.0196559
327.927803847754,0.0300165
33.160148012345,0.0203994
33.692269313568,0.0190155
326.490739244117,0.0299985
327.032381029289,0.029496
34.5763847949702,0.0195029
325.593264454104,0.0300381
35.4655479065701,0.0201161
35.9828378115802,0.0187996
324.69050078615,0.0296793
36.8720465330467,0.0190353
323.261101055238,0.0304568
323.782853350618,0.030207
37.7652143384929,0.0194593
38.2661008798501,0.019029
322.354017501643,0.0306735
39.1575321128341,0.018809
321.44321226089,0.0304462
40.0518105290986,0.0189036
320.529125314465,0.0303707
40.9485121942153,0.0190534
319.612206495774,0.0306435
41.8472061293987,0.0190648
318.20671641932,0.0309142
318.692914225984,0.0310104
42.7474555212826,0.0189755
317.292080700651,0.0311003
43.6488189740755,0.0188834
316.37627477937,0.031104
44.5508517952881,0.0189375
45.0019642074249,0.018535
315.459765013217,0.0315233
45.8971161949312,0.0182738
315.001403784578,0.0321618
46.791830443947,0.0182754
314.077325371088,0.0322135
47.6856714549723,0.0181477
313.15372671903,0.0321048
48.1567412255967,0.0181042
312.231086824994,0.031797
49.0554273687167,0.0176842
311.309881704759,0.0317042
49.9521193369083,0.0172989
310.390582930667,0.0318899
50.8463861796891,0.0171731
309.473656203254,0.032064
51.7378039961373,0.0173629
308.559559967782,0.0324995
52.6259570938118,0.0175146
308.048191357497,0.0327233
53.1318644244799,0.0175645
307.132035889719,0.0325495
54.0210548847771,0.016935
306.219911077133,0.0327136
54.9058854919756,0.0170685
305.312249436749,0.0328453
55.7859694672616,0.0172822
304.778853293588,0.0329471
56.3115986691581,0.0169394
303.871794029358,0.0327836
57.1902675143936,0.0168177
302.970348584983,0.0331158
58.063153137364,0.0171351
302.421993438222,0.0331617
58.6021371305522,0.01665
301.523066723446,0.0330679
59.4718554301081,0.0170459
300.96462877904,0.0337191
60.3348125991486,0.0167272
300.069415453485,0.0328353
60.8853721517764,0.0164508
299.181599292494,0.0337514
61.7434544490851,0.0167214
298.611234015423,0.0331135
62.302000648614,0.0162003
297.728992211201,0.0336449
63.1541442802725,0.0165887
297.150396544872,0.0332451
63.7200155806479,0.0161687
296.274887425281,0.0338164
64.5651745764278,0.0165049
295.688797788163,0.0332056
65.1376814520034,0.0161624
294.821156249101,0.0343649
65.9748353490371,0.0163365
294.228338419904,0.0333497
66.5532653265423,0.0162745
293.629948453438,0.0346763
67.3814265433103,0.0161052
292.770910245509,0.0334587
67.965049496719,0.0164446
292.166854001692,0.0339414
68.5535244904969,0.0161685
291.318381575715,0.0344826
69.3713438751355,0.0162668
290.70948305508,0.0335276
69.9639970824344,0.0163082
290.095652313945,0.0347318
70.7704978876534,0.0160436
289.259674463773,0.034238
71.3665679409432,0.0164268
288.642149830155,0.0336706
71.966849277109,0.0166646
288.020101874858,0.0347747
72.5712535253298,0.0166231
287.198836390559,0.0345968
73.3622733144423,0.0163689
286.574277188723,0.033502
73.9687203838702,0.0166992
285.945639186193,0.0343437
74.5788786755036,0.0169963
285.141190865951,0.0350081
75.3536275920112,0.0168032
284.51124014159,0.0342377
75.9647390258535,0.0171288
283.877683705106,0.033721
76.5791265962368,0.0175063
283.240646742612,0.0345099
77.1966743181908,0.0179202
282.458338695194,0.0352965
77.8172620747656,0.0180146
281.82155347929,0.0351084
78.5672006860505,0.0182447
281.181791961361,0.0343725
79.1869822857145,0.0187309
280.539193839021,0.0342176
79.8093354026789,0.0193656
279.893902904575,0.034689
80.4341283336761,0.0199744
279.141590407232,0.0353032
81.0612260208039,0.0205699
278.49848139481,0.0351808
81.6904902001766,0.0211805
277.853207982457,0.035012
82.3217795612729,0.0218779
277.205923700672,0.0348659
82.9549499166183,0.0226749
276.556785090487,0.0348367
83.5898543813755,0.0238206
275.905951494363,0.0346121
84.2263435623573,0.0247862
275.253584836752,0.0345252
84.8642657559151,0.0255329
274.599849395007,0.0346494
85.5034671540975,0.0260956
273.900220281111,0.0347225
86.1437920584237,0.0265303
273.251644367066,0.0345818
86.7850831005601,0.0268753
272.602233203239,0.0346177
87.4271814691465,0.0272239
271.952152311752,0.0348434
88.0699271419751,0.0275791
271.301568245675,0.0351241
88.7131591226862,0.0279398
270.650648334748,0.0352866
89.3567156811184,0.02832
269.9995604281,0.0353411
90.0004345964195,0.0284499
269.348472634973,0.0352779
90.644153402011,0.0283048
268.697553064432,0.035117
91.2877096314801,0.0279219
268.04696956508,0.0348445
91.9309410644726,0.0275756
267.396889465781,0.0346357
92.5736859716543,0.02724
266.747479318385,0.0346084
93.2157833578197,0.0268836
266.098904643448,0.0347491
93.857073202237,0.0265244
265.399267075917,0.0346603
94.4973966953391,0.0260825
264.745533370587,0.0345472
95.1365964708955,0.0255261
264.093168672681,0.0346354
95.7745168328305,0.024787
263.442337256533,0.0348375
96.4110039758917,0.0238375
262.793201043261,0.0348758
97.0459061994127,0.022697
262.14591937169,0.0350175
97.6790741134617,0.0218762
261.500648778924,0.0351758
98.3103608367182,0.0211892
260.857542791262,0.0353072
98.939622185473,0.0205757
260.105224066971,0.0347002
