lon,lat,ID
156.670651954388,-8.15513395927446,1.05
156.579640412849,-8.23342265935991,2.05
156.491807647858,-8.12683945189593,3.05
129.055110623141,-8.29410563151162,4.05
128.905954163932,-8.30997892434173,5.05
128.789567995402,-8.2178635238188,6.05
128.875199912686,-8.12929270417521,7.05
129.033555635204,-8.15692300909686,8.05
129.055110623141,-8.29410563151162,9.05
127.955955403645,-8.30977314347255,10.05
127.798698950869,-8.25319040344484,11.05
127.636806396195,-8.24147462984093,12.05
127.682645457196,-8.14431701953143,13.05
127.76412803312,-8.05418681542961,14.05
127.928185264748,-8.07961243544975,15.05
128.095634350196,-8.08025659082604,16.05
128.228538293455,-8.15191839868088,17.05
128.271340014098,-8.30486207799498,18.05
128.116412179077,-8.32645651865206,19.05
127.955955403645,-8.30977314347255,20.05
125.621039859956,-8.34410563151162,21.05
125.463567336694,-8.3495605121454,22.05
125.486124340572,-8.18328134287391,23.05
125.618721528867,-8.0674429716095,24.05
125.68701188324,-8.19087029317375,25.05
125.621039859956,-8.34410563151162,26.05
131.209111127781,-8.0806148767902,27.05
131.171136950478,-8.22733805643475,28.05
131.023759653749,-8.2928842121846,29.05
130.880723716338,-8.36904096602319,30.05
130.732826806223,-8.38755034711391,31.05
130.7533520609,-8.23018319408155,32.05
130.856049854106,-8.1177817706426,33.05
130.984178489672,-8.01596301514977,34.05
159.739720190237,-8.14422353349157,35.05
159.868672491751,-8.25693097947571,36.05
159.924489180849,-8.39975551365901,37.05
159.97259305044,-8.55231351318505,38.05
159.863202730045,-8.63459814940495,39.05
159.719252446177,-8.59738243306155,40.05
159.56560494467,-8.56914617152739,41.05
159.457471536976,-8.44761781897486,42.05
159.355862609795,-8.34264718306126,43.05
159.211681105157,-8.26503400184682,44.05
159.072783201203,-8.17538435903507,45.05
158.933694978275,-8.08668657001404,46.05
151.139288736978,-8.87731514129251,47.05
151.01078630042,-8.76864265843872,48.05
151.044095391096,-8.67531647582467,49.05
150.970544741157,-8.62949303975294,50.05
150.809809655005,-8.61974800673835,51.05
150.851589480098,-8.4808354710609,52.05
150.975630474723,-8.40807306328754,53.05
151.124940329975,-8.34714322268578,54.05
151.189075717226,-8.48736985768381,55.05
151.175420255441,-8.65781777395491,56.05
151.144286720172,-8.78614065174284,57.05
151.139288736978,-8.87731514129251,58.05
157.758810546336,-8.13128817862503,59.05
157.871627464869,-8.24279211778243,60.05
157.980153345995,-8.36144839228757,61.05
158.12209718908,-8.40325007407002,62.05
158.237975478034,-8.50442166186408,63.05
158.271655674277,-8.66829996251064,64.05
158.304416518779,-8.8180904358639,65.05
158.163259417108,-8.89302967961808,66.05
158.046866640022,-8.82565480903673,67.05
157.884403658971,-8.78900959455012,68.05
157.771514561844,-8.76207435227814,69.05
157.755582299613,-8.62592909516627,70.05
157.612625070204,-8.542626032675,71.05
157.486950054742,-8.44073291880766,72.05
157.455107536984,-8.44291826336366,73.05
157.425193221697,-8.60790815600597,74.05
157.558685207583,-8.61152443182944,75.05
157.698071572259,-8.70411299242843,76.05
157.664065894604,-8.85199783187827,77.05
157.509041960436,-8.81148336600775,78.05
157.358594446712,-8.77617014933525,79.05
157.22943975802,-8.68121259191469,80.05
157.157883856432,-8.54225170674276,81.05
157.241446460069,-8.40926260991287,82.05
157.143213290667,-8.40530240254893,83.05
157.038072475516,-8.30810184669482,84.05
156.956254022978,-8.16416774855918,85.05
156.900158032558,-8.10775039198232,86.05
156.805579301253,-8.11038598841961,87.05
114.629498392879,-8.0613445058164,88.05
114.788315189383,-8.11145486158849,89.05
114.954635414661,-8.11285055857129,90.05
115.099169461987,-8.02832911313426,91.05
115.265065069207,-8.02842074882763,92.05
115.423536772734,-8.07969380104427,93.05
115.565031375729,-8.17141755511587,94.05
115.70013016947,-8.27866808686963,95.05
115.767734299399,-8.41423867834398,96.05
115.659881905059,-8.53950893870562,97.05
115.508569532474,-8.60770443651509,98.05
115.630329157093,-8.65244866683279,99.05
115.6722093396,-8.81449715198448,100.05
115.539785451195,-8.87752361963705,101.05
115.39805723872,-8.78587146016874,102.05
115.365522705522,-8.66766744575513,103.05
115.289209881792,-8.80572658936597,104.05
115.182234764733,-8.92698396730105,105.05
115.027769025705,-8.86587353213069,106.05
115.011599971575,-8.7302879525217,107.05
114.923856749459,-8.57866839859087,108.05
114.782378530431,-8.48682370550383,109.05
114.627440508728,-8.46060022810159,110.05
114.489232570673,-8.39404477293012,111.05
114.472577503682,-8.51558066591009,112.05
114.598681979308,-8.60380828150382,113.05
114.655678381159,-8.75947467040666,114.05
114.538221479321,-8.86018335905988,115.05
114.37217559685,-8.82575240050302,116.05
114.285892935221,-8.69400495407153,117.05
114.130270417133,-8.70136685735921,118.05
113.980570323992,-8.69374270904378,119.05
113.835342443564,-8.64376440003249,120.05
113.676379804568,-8.59371796710818,121.05
113.541004579224,-8.51042460149875,122.05
113.417312599349,-8.56557767572114,123.05
113.249268800116,-8.56060174177179,124.05
113.233845955145,-8.41648073103992,125.05
113.195539714713,-8.34403668162031,126.05
113.036740850589,-8.39397928265087,127.05
112.891742714948,-8.47718189980848,128.05
112.729861133717,-8.51988977092105,129.05
112.568634445704,-8.48981850378505,130.05
112.401127669884,-8.46062359157741,131.05
112.241421497829,-8.41273398636796,132.05
112.069646637221,-8.39394571938253,133.05
111.910829598605,-8.37722071680843,134.05
111.774746579684,-8.42509817389587,135.05
111.623619622379,-8.42712141304351,136.05
111.457302162293,-8.39525308114304,137.05
