llx,lly,urx,ury,min_elev_coarse_dem,max_elev_coarse_dem
151.333333333333,-24.0666666666667,151.4,-24,1,155
151.266666666667,-24,151.333333333333,-23.9333333333333,2,127
151.333333333333,-24,151.4,-23.9333333333333,-12,51
151.4,-24,151.466666666667,-23.9333333333333,-17,21
151.133333333333,-23.9333333333333,151.2,-23.8666666666667,3,150
151.2,-23.9333333333333,151.266666666667,-23.8666666666667,3,127
151.266666666667,-23.9333333333333,151.333333333333,-23.8666666666667,-14,127
151.333333333333,-23.9333333333333,151.4,-23.8666666666667,-20,38
151.4,-23.9333333333333,151.466666666667,-23.8666666666667,-17,0
151.133333333333,-23.8666666666667,151.2,-23.8,0,264
151.2,-23.8666666666667,151.266666666667,-23.8,-5,60
151.266666666667,-23.8666666666667,151.333333333333,-23.8,-15,60
151.333333333333,-23.8666666666667,151.4,-23.8,-15,37
151.133333333333,-23.8,151.2,-23.7333333333333,0,264
151.2,-23.8,151.266666666667,-23.7333333333333,0,57
151.266666666667,-23.8,151.333333333333,-23.7333333333333,-13,20
151.333333333333,-23.8,151.4,-23.7333333333333,-19,3
151.133333333333,-23.7333333333333,151.2,-23.6666666666667,0,96
150.8,-23.6,150.866666666667,-23.5333333333333,0,2
150.8,-23.5333333333333,150.866666666667,-23.4666666666667,0,92
151.866666666667,-23.4666666666667,151.933333333333,-23.4,-40,0
152.066666666667,-23.5333333333333,152.133333333333,-23.4666666666667,-64,0
152.666666666667,-24.1333333333333,152.733333333333,-24.0666666666667,-101,-21
150.733333333333,-23.4,150.8,-23.3333333333333,0,113
150.733333333333,-23.3333333333333,150.8,-23.2666666666667,0,95
150.8,-23.3333333333333,150.866666666667,-23.2666666666667,0,27
150.733333333333,-23.2666666666667,150.8,-23.2,0,105
150.8,-23.2666666666667,150.866666666667,-23.2,0,59
150.733333333333,-23.2,150.8,-23.1333333333333,-4,105
150.8,-23.2,150.866666666667,-23.1333333333333,-4,8
150.733333333333,-23.1333333333333,150.8,-23.0666666666667,-4,112
150.733333333333,-23.0666666666667,150.8,-23,0,87
151.6,-24.1333333333333,151.666666666667,-24.0666666666667,0,116
151.866666666667,-24.2666666666667,151.933333333333,-24.2,-20,154
151.866666666667,-24.2,151.933333333333,-24.1333333333333,-21,59
150.866666666667,-23.1333333333333,150.933333333333,-23.0666666666667,-1,29
150.866666666667,-23.0666666666667,150.933333333333,-23,-10,29
150.933333333333,-23.2666666666667,151,-23.2,-1,15
150.866666666667,-23.2,150.933333333333,-23.1333333333333,-1,15
150.933333333333,-23.2,151,-23.1333333333333,-1,23
