"lon","lat"
115.324253684364,-33.6583299352675
115.325613416692,-33.6581053219506
115.325613416692,-33.6581053219506
115.33795509678,-33.6560483752693
115.344359680765,-33.6523552210006
115.357542839041,-33.6483815740027
115.36277870332,-33.6464181248978
115.370305258222,-33.6439871879108
115.374629521132,-33.6431924585112
115.378112305854,-33.6418834924413
115.381524967393,-33.6421406107764
115.384446766656,-33.6437066951815
115.387064698796,-33.6445481733693
115.388747655172,-33.6441741830636
115.389542384571,-33.643589823211
115.390898099429,-33.6423276059293
115.393539405963,-33.6408550191006
115.395993717344,-33.6395226786366
115.397957166449,-33.6381435893843
115.39938300449,-33.6362035146736
115.399289506913,-33.6340998192041
115.398775270243,-33.6312481431232
115.398915516608,-33.628115974313
115.400949088895,-33.6266433874843
115.405390223775,-33.6245396920148
115.407564042427,-33.6236047162506
115.40977292267,-33.6219334470721
115.411619499804,-33.6202855522876
115.413249863793,-33.6191723467683
115.413612166902,-33.6193505765234
115.413723195274,-33.6193856381145
115.414168039211,-33.6196979054108
115.414477019484,-33.6199550237459
115.415945223613,-33.6204393119738
115.417908672718,-33.6196854877639
115.419276074773,-33.6186161092336
115.420503230464,-33.6176694462724
115.42242285258,-33.6161530324548
115.423579885088,-33.6150836539245
115.424526548049,-33.6143122989191
115.425670432461,-33.6136921470255
115.426003517576,-33.6133097565469
115.426152529339,-33.61313883129
115.426520676046,-33.6126523517127
115.427958201283,-33.6117144541492
115.429720046239,-33.6099964361825
115.432209419211,-33.6078927407131
115.433436574902,-33.6068058313872
115.435400024007,-33.6057890452437
115.437714089023,-33.6033347338627
115.440799509045,-33.6010557304375
115.442622711785,-33.5985312958741
115.443849867475,-33.5959016765373
115.445953562945,-33.5939031658414
115.446654794768,-33.5927811949244
115.454670264081,-33.5820732875902
115.462150070195,-33.5755752060288
115.467432683263,-33.5735650081357
115.471219335108,-33.5724430372186
115.473182784213,-33.5712743175133
115.475987711506,-33.5706665832666
115.477530421517,-33.5724430372186
115.482742911402,-33.5686797597676
115.483046778526,-33.5706899576607
115.482766285796,-33.5729338994948
115.474912489377,-33.5806007007615
115.472739522914,-33.5882944069309
115.476736544306,-33.595446971527
115.487184898471,-33.6009165797475
115.482206152527,-33.6055447097803
115.477542960903,-33.6025995361231
115.471196812904,-33.5946054933392
115.466498559688,-33.5955521563005
115.463693632396,-33.6083145754817
115.448827517745,-33.6189732991935
115.440552982232,-33.6258453710603
115.42866710283,-33.6314902872366
115.432173261946,-33.6357678013578
115.440027058365,-33.6416581486722
115.441359398829,-33.6495119450914
115.437712993348,-33.6484600973567
115.432383631493,-33.6436917209593
115.426493284178,-33.6379416200095
115.421514538234,-33.6407465473021
115.414502220002,-33.6445331991471
115.413310125903,-33.6502833000969
115.418008379118,-33.6535089664833
115.418148625483,-33.6568047560521
115.412889386809,-33.6570852487814
115.404404481749,-33.6523869955663
115.385190729795,-33.6579968501514
115.362120202814,-33.6631859656427
115.361278724626,-33.6690061897748
115.372077694702,-33.6700580375095
115.37866927384,-33.6731434575314
115.371236216514,-33.6814881162268
115.368150796493,-33.6865369853534
115.363452543277,-33.684222920337
115.356790840958,-33.6786130657519
115.350900493643,-33.6720214866143
115.346763225887,-33.6661311392999
115.338208197644,-33.6641676901951
115.328759098827,-33.6630106576869
115.324691954253,-33.6626249801842
115.324253684364,-33.6611173317644
115.324253684364,-33.6583299352675
