"x","y"
113.778553497968,-23.1426050143771
113.774568734883,-23.1349621081323
113.776789750373,-23.1174552801528
113.787764179852,-23.1104002897729
113.804095176102,-23.1047824270631
113.809321094902,-23.1012875938657
113.815004281597,-23.1053703429281
113.807132741404,-23.1208847893652
113.799163215235,-23.1336882904248
113.791063041095,-23.1393061531347
113.785445178385,-23.1404819848646
113.778553497968,-23.1426050143771
