"theta","max_runup"
353.213468676458,0.0564678
353.886951607613,0.0560711
354.562134436504,0.0558804
355.23883542695,0.0556236
355.91687033133,0.0555441
356.596052681319,0.0557082
357.276194087765,0.0560063
357.957104548553,0.0552049
358.638592763205,0.055049
359.320466452948,0.0550369
0.00253268490895664,0.0550587
0.68459819907882,0.0549693
1.36646973666929,0.0548977
2.0479543684614,0.0547263
2.7288598217565,0.0545847
3.408994804546,0.0543321
4.08816932553987,0.0541026
4.76619500872586,0.0537735
5.44288540117455,0.0535021
6.1180562728571,0.0531211
6.79152590730519,0.0527689
7.46311538201071,0.0523364
8.13264883754159,0.0521361
8.79995373443217,0.0519565
9.46486109699694,0.0519756
10.1272057433093,0.0520995
349.758313143233,0.0579239
350.428187989078,0.0578247
351.100714562426,0.0571492
351.775722269981,0.0560037
352.453036503887,0.0566568
10.9136863436612,0.0521302
11.5777404043281,0.0513859
12.2386560764888,0.0507449
12.8962809598686,0.0504913
13.5504676346019,0.0505108
14.2010738023868,0.0506274
346.95672149135,0.0587765
347.621619494479,0.0584654
348.289921486895,0.0570756
348.961470475693,0.0577948
15.0208989083297,0.0501536
15.6706882824294,0.0493607
16.3163693091604,0.0487195
16.9578184156053,0.0488153
344.150376911516,0.0594535
344.807076752305,0.0593853
345.46789000174,0.0579406
346.132678012093,0.058505
17.7985090071434,0.0488743
18.437455889334,0.0476018
19.0716870957138,0.047338
19.7011009555547,0.0479605
341.998101558085,0.0600991
342.648260463235,0.0596748
343.303062460281,0.0583307
20.5585356009183,0.0471721
21.1838244977031,0.047291
340.486365290005,0.0605822
341.133262055778,0.0590402
22.0535464605181,0.0479832
22.6738106143687,0.04748
23.2885147934414,0.0471319
338.964698877191,0.0604698
339.607358233655,0.0598467
24.1690853981461,0.0463419
24.7775777403409,0.0447078
25.3801623504093,0.0443533
336.803561835599,0.0618881
337.43516895522,0.0603535
338.072615811651,0.0611243
26.2690594780637,0.0441558
26.8643191327968,0.0424475
335.2748017524,0.0624124
335.899908281202,0.0607613
27.7609423804559,0.0438876
28.348074499932,0.042128
334.361098448126,0.0614052
29.2512055658485,0.043208
29.8294419998796,0.0415957
332.820951569225,0.0622203
333.437039728527,0.0628596
30.7378412807802,0.0427183
31.3064543049676,0.0416391
331.281691310146,0.0632694
331.888838153032,0.06276
32.2188710187488,0.041694
32.7771787309373,0.0416722
329.745533672565,0.0644088
330.342891062399,0.0627306
33.6923610531294,0.0404529
328.801436331654,0.0635382
34.6134264977982,0.0413721
35.1564370851346,0.0405671
327.849634426218,0.0636661
36.0782598517318,0.0398625
326.311808352975,0.0648288
326.890564774066,0.0650613
37.0047623476676,0.040699
37.5306507400045,0.0400296
325.35053525078,0.0648837
38.4559048397859,0.0386225
324.383335211621,0.0652945
39.3845994641367,0.0393808
322.855079268152,0.0666422
323.410709297405,0.0663605
40.3162633823062,0.0396312
40.8172200399014,0.039504
321.883460524594,0.0665194
41.744895791002,0.0377441
320.907847674321,0.0668162
42.6742830232283,0.0372935
319.928784952792,0.0672297
43.6048963049902,0.0372452
318.946828500856,0.0675352
44.5362463382369,0.0371534
317.962544543541,0.0678647
45.467841494144,0.0370113
316.976507481985,0.0682412
46.3991893671949,0.0368622
315.989297914137,0.0686781
47.3297983354071,0.0365171
315.00150060097,0.0691304
48.25917911436,0.0361244
314.013702395848,0.0696113
49.1868462927739,0.0357157
313.026490155313,0.0702034
50.1123198376616,0.0352693
312.040448649844,0.0708757
51.0351265575169,0.0349358
311.518104002708,0.0712046
51.9548015126122,0.0349527
310.526437865382,0.0711493
52.8708893622342,0.035321
309.537449880119,0.0713932
53.3947360659199,0.0351516
308.551715812911,0.0717423
54.3117192716273,0.0341533
307.999969853432,0.0727499
55.2239153532042,0.0339243
307.011867095626,0.0723501
56.1309030968817,0.0348146
306.028523399624,0.0722649
56.6754180276333,0.0341428
305.050479263575,0.0730378
57.5806087474953,0.0333877
304.473303193299,0.0732304
58.479461671011,0.0345246
303.496228963131,0.0732733
59.0378740717943,0.0335806
302.906268948975,0.0742635
59.9330121027115,0.0335428
301.931662330043,0.0737229
60.5008605982545,0.034196
300.96469108509,0.0747585
61.3910889178414,0.0330506
300.359029470458,0.0743785
62.2732543864296,0.034531
299.3969207477,0.0750244
62.8518183611935,0.0327618
298.780652224089,0.0748631
63.727250405628,0.0339386
297.824895945129,0.0753779
64.3133060961882,0.0325319
297.198904194245,0.0752003
64.905185399466,0.0349078
296.250972226662,0.076207
65.5028473516317,0.037404
295.616189622885,0.0756573
66.1062451519455,0.0399332
294.974590905754,0.0770983
66.7153260090168,0.0424872
294.034921573436,0.0756819
67.3300309958168,0.0448762
293.385828074259,0.0767771
67.9502949145532,0.0472866
292.457499913139,0.0764833
68.576046172531,0.0495947
291.801943037607,0.0765581
69.2072066701336,0.0518518
291.140330325113,0.0778178
69.8436917020621,0.0540308
290.225319375177,0.0764504
70.4854098729623,0.05616
289.558682663809,0.0767967
71.1322630285543,0.0582049
288.658275006015,0.0779568
71.7841462033521,0.0602038
287.987691730207,0.0769428
72.4409475860229,0.0621111
287.311973170651,0.0772066
73.1025485033902,0.0639745
286.631250204674,0.0780971
73.7688234240225,0.0657106
285.751426913604,0.0781729
74.4396399822799,0.0674683
285.068710472688,0.0773995
75.1148590236086,0.0690631
284.381585497955,0.0776644
75.794334671778,0.0706803
283.690208668904,0.0784936
76.4779144186499,0.0721408
282.835727331017,0.07866
77.1654392369547,0.0736028
282.144363944859,0.0784366
77.8567437164208,0.0749348
281.449391573624,0.078192
78.5516562234706,0.0762338
280.750987931757,0.0782456
79.2499990845489,0.0774151
280.049336569323,0.0788073
79.9515887930028,0.0785644
279.229836190262,0.0789934
80.6562362392706,0.0795719
278.530682853991,0.079062
81.3637469639797,0.0805946
277.828960836271,0.0791719
