lon,lat
151.373688502644,-23.9063291913703
151.357682050352,-23.9317641018621
151.357791683587,-23.9467838550404
151.360066573211,-23.9565138046358
151.347897284139,-23.9642977643122
151.328382568331,-23.9765218700011
151.330465599793,-23.9936794712596
151.31769332793,-23.8804831562478
151.291490984794,-23.934313074573
151.33611171139,-23.9636399649029
151.303879540335,-23.9006008548479
151.244348693796,-23.8301066848212
151.251529670681,-23.8372876617057
151.253831968613,-23.8295037020294
151.240511530576,-23.8375617447929
151.23206977149,-23.8475931857843
151.241443413072,-23.8486347015156
151.234043169718,-23.858474284346
151.226149576807,-23.8160188141394
151.218036717426,-23.8267628711574
151.21151353995,-23.8478124522541
151.195178187954,-23.8648056036602
151.188655010478,-23.870780614961
151.172648558186,-23.7938180840765
151.171552225837,-23.7848281588165
151.207950459817,-23.7830740270584
151.188819460331,-23.7682735403499
151.179829535071,-23.75692650054
151.436097221599,-24.0038753621032
151.283816658353,-23.816347713844
151.284748540849,-23.7992997458204
151.321420857916,-23.7773730988448
151.313746531474,-23.7623533456664
151.909932062742,-23.4427724659964
151.33117821582,-23.8475383691669
151.151818243559,-23.7208023496477
151.119503847579,-23.666040548826
151.068195493656,-23.6372618246704
150.985751301027,-23.5401984618371
150.553037356288,-23.3779750075201
150.512304392868,-23.3730162119733
152.717408, -24.114421
152.0913240, -23.5061264
151.910056, -23.442166
150.933986, -23.175783
150.897767, -23.089431
152.4012744, -24.7591275
152.3819573, -24.7661341
