"scenario_row","mw","scenario_rates","weight_inflation","alternate_scenario_rates"
10887,7.5,0.00274602585846813,0.0257209688425064,0.00206417365311429
11902,7.5,0.00619916112509416,0.0113935489207506,0.00465987784724213
11960,7.5,0.00302771492290981,0.0233279708772898,0.00227591788829614
10816,7.5,0.00369701527990433,0.0191047210246325,0.00277902755810048
10743,7.5,0.001570691831172,0.0449677295982838,0.0011806810504238
13908,7.6,0.00200909887728548,0.0378637462854385,0.00147378500719871
14658,7.6,0.00249801364752697,0.0304530002176762,0.00183243099835742
14497,7.6,0.00649149470835327,0.0117187201976776,0.00476186995256649
14256,7.6,0.00181133282973897,0.0419978089630604,0.0013287126869151
13922,7.6,0.000987114161388603,0.0770650580525398,0.000724102764625322
18122,7.7,0.00204352327910314,0.0323625914752483,0.00149770780154491
17207,7.7,0.0010529505376597,0.0628079921007156,0.000771712390565944
17362,7.7,0.00200324854430952,0.0330132320523262,0.00146819025940464
17521,7.7,0.00195755679615698,0.0337838008999825,0.00143470256275147
17171,7.7,0.000955794586120718,0.0691923871636391,0.000700506337728456
18288,7.7,0.00304089106758668,0.0217481348663568,0.00222868333438883
20309,7.8,0.00197208239736882,0.0343889035284519,0.00146861787193725
21046,7.8,0.00138974082731898,0.0487988479435444,0.00103494570971509
21231,7.8,0.00138019100552507,0.0491364970803261,0.00102783391814945
20382,7.8,0.0016644046649359,0.0407459512352943,0.00123948899920303
21753,7.8,0.00168024691778782,0.0403617769479752,0.00125128679005656
21014,7.8,0.000779773574329539,0.0869710817933083,0.000580700587791199
23235,7.9,0.000410516119008262,0.102584332227707,0.00044348542464179
23642,7.9,0.0018864111127712,0.0223241485655308,0.00203791226375568
23613,7.9,0.00102959548060807,0.0409020073711872,0.00111228419003335
23746,7.9,0.00155274163599193,0.0271213967353106,0.00167744517672158
23426,7.9,0.000943507458342125,0.044634010642767,0.00101928228013656
23855,7.9,0.000536356696798003,0.078515887260437,0.000579432491015396
23834,7.9,0.0007608840589314,0.0553468316793442,0.000821992059151201
25719,8,0.000831897314723075,0.0718123912811279,0.000650299876083408
26072,8,0.000590846843722063,0.101110018789768,0.000461869058183742
25683,8,0.000807837354520223,0.0739511922001839,0.000631492039032395
25460,8,0.00103967240019389,0.0574609227478504,0.000812719095311042
25629,8,0.000898525549881597,0.0664872974157333,0.000702383627647946
25252,8,0.000972620238882762,0.0614222623407841,0.00076030395774534
25537,8,0.000582774260080746,0.102510593831539,0.00045555866380127
27318,8.1,0.000387758092084617,0.101200073957443,0.000461923203436108
27290,8.1,0.000577182165293022,0.0679874569177628,0.000687577745508818
27867,8.1,0.00115118219016483,0.0340876951813698,0.00137136471391419
27648,8.1,0.00115631185050198,0.0339364744722843,0.00137747550614225
27230,8.1,0.00054690018262235,0.0717519372701645,0.000651503835699655
27499,8.1,0.000538924748490519,0.0728137791156769,0.000642002968643178
27206,8.1,0.000258721496860626,0.151673316955566,0.000308206237515647
29305,8.2,0.000462605724483169,0.0959225818514824,0.000453332217763038
29693,8.2,0.000548452062886888,0.0809083208441734,0.000537457659615
29397,8.2,0.000401464708273981,0.110531099140644,0.000393416849215959
29668,8.2,0.000300308672085907,0.147762417793274,0.000294288611500159
30160,8.2,0.00049742252856039,0.0892085358500481,0.000487451075728709
29619,8.2,0.000404062488302737,0.109820477664471,0.000395962553515257
29417,8.2,0.000821460691744244,0.0540188178420067,0.000804993491184361
30009,8.2,0.00044273406756739,0.10022796690464,0.000433858912908627
31337,8.3,0.000211562302842985,0.215619891881943,0.000197887523430794
31355,8.3,0.000171544449277306,0.265919655561447,0.000160456308943562
31950,8.3,0.000483855272039962,0.0942782759666443,0.000452580257428862
31841,8.3,0.000310535255954005,0.146898105740547,0.000290463149213746
32089,8.3,0.000449591588579115,0.101463288068771,0.000420531280023299
31984,8.3,0.000460596797528375,0.0990389883518219,0.00043082514388535
31498,8.3,0.000654937761284064,0.0696509554982185,0.000612604466108501
31459,8.3,0.000302446586546482,0.150826767086983,0.000282897308157019
33616,8.4,0.000444967919534416,0.0973104685544968,0.000378259950736939
33332,8.4,0.000169815619588492,0.254982650279999,0.000144357480797978
33483,8.4,0.000208883702424408,0.207292556762695,0.000177568619039951
33513,8.4,0.000233687187019549,0.185290589928627,0.000198653655621642
33344,8.4,6.82494977235252e-05,0.634437441825867,5.80177817621855e-05
33466,8.4,0.000276451947490974,0.156627714633942,0.000235007279060662
33439,8.4,0.000154335261436241,0.280558288097382,0.000131197881521276
33288,8.4,8.96890425928264e-05,0.482779562473297,7.62431882017547e-05
33452,8.4,0.000732457704576153,0.0591160915791988,0.000622650314970488
36110,8.5,0.000352761841800513,0.0866164416074753,0.000407793247485114
35738,8.5,0.000134981494914532,0.226364180445671,0.000156038821774607
35827,8.5,0.000104332014367727,0.292862892150879,0.000120607973749436
35610,8.5,0.000244256159049965,0.12509398162365,0.000282360506478909
35309,8.5,0.000141298022302238,0.216244891285896,0.000163340737432814
35469,8.5,9.96637787937739e-05,0.306580543518066,0.000115211486036901
35957,8.5,0.000439352630929022,0.0695454478263855,0.000507892336776586
35402,8.5,6.50267949546592e-05,0.469882845878601,7.51710778942604e-05
36218,8.5,0.000189680986252373,0.16108612716198,0.000219271520341411
37241,8.6,0.000170682146082591,0.145393848419189,0.000219015124423426
37413,8.6,0.000115844375612618,0.214219585061073,0.000148648648501728
37121,8.6,0.000114959629907529,0.215868249535561,0.000147513364612168
37108,8.6,0.000115824145106166,0.214257001876831,0.000148622689214307
37065,8.6,9.83409742171639e-05,0.252347856760025,0.000126188715096604
37188,8.6,0.000108376987621271,0.228979736566544,0.00013906668021987
37355,8.6,0.000292011031215541,0.0849835500121117,0.000374701360409059
37119,8.6,9.37238135417637e-05,0.264779388904572,0.000120264088279946
37101,8.6,0.000209424906907038,0.11849657446146,0.000268728880532207
36985,8.6,6.19953450765895e-05,0.400290280580521,7.95508993017482e-05
38004,8.7,3.78355128028227e-05,0.777351200580597,3.72511353701986e-05
38033,8.7,8.16039651195967e-05,0.360417306423187,8.03435747589042e-05
38040,8.7,9.22339752324855e-05,0.318879038095474,9.08094021355655e-05
38341,8.7,7.67750214160578e-05,0.383086591959,7.55892151039142e-05
37966,8.7,3.43475474664519e-05,0.856290578842163,3.38170423901765e-05
37969,8.7,8.86856236299582e-05,0.331637531518936,8.73158555679359e-05
38292,8.7,7.85580161603445e-05,0.374391853809357,7.7344671120327e-05
37983,8.7,6.01396333276574e-05,0.489053219556808,5.92107640744211e-05
38042,8.7,0.000224809794862312,0.13082829117775,0.000221337560418576
38247,8.7,0.000244537953801975,0.120273686945438,0.000240761013804711
38932,8.8,1.48979838940008e-05,1.29178977012634,1.96796942543449e-05
39199,8.8,8.32590034942072e-05,0.231146931648254,0.000109982111965313
39320,8.8,8.83110450950354e-05,0.217923626303673,0.00011665567496363
39322,8.8,0.0001325364128106,0.145205855369568,0.000175075775369213
39017,8.8,6.33289591940551e-05,0.303890407085419,8.36552491432584e-05
38990,8.8,6.3573549339279e-05,0.302721232175827,8.39783438190132e-05
39008,8.8,6.0833369206842e-05,0.316357016563416,8.03586656402828e-05
38897,8.8,2.2313872033483e-05,0.862470805644989,2.9475812457171e-05
38991,8.8,5.68025788689085e-05,0.33880615234375,7.50341383741578e-05
39286,8.8,5.62727655242995e-05,0.341996043920517,7.43342742376436e-05
39132,8.8,0.000109000600764656,0.176559239625931,0.000143985824649209
39740,8.9,2.85594867159551e-05,1.02321434020996,2.30729229588161e-05
40028,8.9,7.13016725651284e-05,0.409842789173126,5.76039063408959e-05
39805,8.9,6.55138914200056e-05,0.446050077676773,5.29280159864204e-05
39726,8.9,9.71587271139583e-06,3.00770473480225,7.84935614485195e-06
39736,8.9,3.4046527794186e-06,8.58310031890869,2.7505848428697e-06
40002,8.9,4.54812479381696e-05,0.642517030239105,3.67438441798728e-05
40142,8.9,5.08690673266862e-05,0.574464559555054,4.10966094415051e-05
40078,8.9,0.000113109023574644,0.258356720209122,9.13796460293769e-05
39745,8.9,1.12806363605038e-05,2.59049892425537,9.11351300746303e-06
40305,8.9,8.9343689370942e-05,0.327079355716705,7.2179870815413e-05
39816,8.9,2.58318077074022e-05,1.13125944137573,2.0869258437578e-05
40622,9,8.52588733867979e-06,2.95370602607727,7.30101230656147e-06
40590,9,1.07309566337404e-05,2.34675860404968,9.18928943485761e-06
40695,9,9.72733533698003e-06,2.58888626098633,8.3298537951756e-06
40989,9,8.49540790845657e-05,0.296430319547653,7.27491171593472e-05
40630,9,7.12757360440153e-06,3.53317499160767,6.10358787707325e-06
41152,9,3.1848147454597e-05,0.790719926357269,2.72726705468293e-05
40801,9,2.31066869343556e-05,1.08985614776611,1.97870554665008e-05
40762,9,4.35594804015692e-05,0.578128218650818,3.73014901377439e-05
40886,9,3.50274490930033e-05,0.718949437141418,2.99952165372e-05
40744,9,1.72799616976427e-05,1.457350730896,1.47974290534005e-05
40612,9,2.15611363608976e-05,1.16797947883606,1.84635470375262e-05
41071,9,8.79865635963349e-05,0.286213755607605,7.53459385646031e-05
41359,9.1,4.02755468920934e-06,3.80903506278992,5.22537950834162e-06
41494,9.1,8.0628258700758e-06,1.90269482135773,1.04607704505415e-05
41468,9.1,4.64885530193326e-06,3.29997301101685,6.03145955958109e-06
41730,9.1,2.58799586095199e-05,0.592779040336609,3.35768514223359e-05
41784,9.1,5.01715292914396e-05,0.305772960186005,6.50929164944787e-05
41442,9.1,3.71646455517898e-06,4.12787389755249,4.82176884702279e-06
41515,9.1,7.24656614320114e-06,2.11701607704163,9.40174898977198e-06
41655,9.1,3.73989278213445e-05,0.410201519727707,4.85216480350177e-05
41487,9.1,2.92432501506175e-05,0.524603009223938,3.79404109654294e-05
41922,9.1,3.93169702398004e-05,0.390190213918686,5.10101305816065e-05
41553,9.1,1.01836717798827e-05,1.50644063949585,1.32123717601765e-05
41925,9.1,3.56327802053857e-05,0.43053326010704,4.62302349386634e-05
42268,9.2,3.18607671658208e-05,0.731359481811523,2.54616845122446e-05
42188,9.2,2.71976064808851e-06,8.56754589080811,2.17350973408878e-06
42360,9.2,1.80527220728095e-05,1.29075682163239,1.44269192142432e-05
42419,9.2,4.39505970618347e-05,0.530178785324097,3.51233299150972e-05
42204,9.2,6.28099947069893e-06,3.70986723899841,5.01949077723633e-06
42085,9.2,4.63720752456197e-06,5.02493667602539,3.7058465790763e-06
42179,9.2,2.31495933532282e-06,10.06569480896,1.85001082829848e-06
42122,9.2,5.43432997184319e-06,4.28786516189575,4.34287079649928e-06
42445,9.2,3.09101562035571e-05,0.753851711750031,2.47019992137372e-05
42078,9.2,5.36146493559508e-06,4.34613943099976,4.28464035417293e-06
42224,9.2,4.83911482089829e-06,4.81527614593506,3.86720176092989e-06
42036,9.2,1.38642186570161e-05,1.68070590496063,1.10796566704274e-05
43188,9.3,1.65512898931236e-05,0.714424848556519,1.81874833342474e-05
42733,9.3,1.30597572031132e-06,9.05426692962646,1.43507918726999e-06
42939,9.3,1.32937140651049e-06,8.89492034912109,1.46078767619069e-06
42879,9.3,9.91145045842248e-07,11.9302949905396,1.08912562824285e-06
42744,9.3,1.17784774136497e-05,1.00392031669617,1.29428499559158e-05
42847,9.3,1.46685557927956e-06,8.06122493743896,1.61186297709514e-06
42728,9.3,4.36574213805355e-06,2.70850920677185,4.7973217126998e-06
42884,9.3,2.68914774109917e-06,4.39717483520508,2.9549859884268e-06
42890,9.3,4.01291711929485e-06,2.94664764404297,4.40961784248692e-06
42951,9.3,7.17657057919568e-06,1.64767456054688,7.88601726203824e-06
43228,9.3,4.08185937502986e-05,0.289687901735306,4.48537545022037e-05
42784,9.3,2.7169315221526e-06,4.35220861434937,2.98551636147533e-06
42831,9.3,2.17086798821817e-06,5.44696998596191,2.38547119961765e-06
43596,9.4,2.06686779123384e-05,0.424846321344376,2.67928147192341e-05
43648,9.4,2.72012992914033e-06,3.22815895080566,3.52610541965017e-06
43308,9.4,8.60249324160091e-07,10.20751953125,1.11514151279161e-06
43416,9.4,2.57275606339995e-06,3.41307592391968,3.33506462371797e-06
43315,9.4,8.88911885687296e-07,9.87838268280029,1.15229680175756e-06
43371,9.4,1.22544860435058e-06,7.16554880142212,1.58854947295439e-06
43527,9.4,8.32645596645434e-07,10.5459175109863,1.07935879074247e-06
43527,9.4,8.32645596645434e-07,10.5459175109863,1.07935879074247e-06
43400,9.4,1.37206210223652e-06,6.3998646736145,1.77860460375942e-06
43311,9.4,4.37723685134361e-06,2.00606274604797,5.67421372753803e-06
43477,9.4,1.0491210981596e-05,0.836987435817719,1.35997606234164e-05
43653,9.4,8.32149668163915e-06,1.055220246315,1.07871591847093e-05
43430,9.4,5.64395897926185e-06,1.5558248758316,7.31626608415283e-06
44073,9.5,1.92367765146683e-06,3.77609252929688,1.5221774525246e-06
43892,9.5,4.4854234132686e-07,16.1946468353271,3.54924869013124e-07
44073,9.5,1.92367765146683e-06,3.77609252929688,1.5221774525246e-06
43783,9.5,2.04094861610047e-06,3.55912184715271,1.61497221887489e-06
44011,9.5,8.3364937971178e-07,8.71347713470459,6.59654328333434e-07
43780,9.5,1.4313784846606e-06,5.0748176574707,1.13262845972027e-06
43987,9.5,1.5795207804112e-06,4.59885358810425,1.24985125023554e-06
43945,9.5,6.13233023137288e-06,1.18453907966614,4.85242150758111e-06
43776,9.5,7.34617402564796e-07,9.8881196975708,5.81291800922916e-07
43983,9.5,8.84060740267665e-07,8.21661281585693,6.99544086542531e-07
43776,9.5,7.34617402564796e-07,9.8881196975708,5.81291800922916e-07
43983,9.5,8.84060740267665e-07,8.21661281585693,6.99544086542531e-07
43776,9.5,7.34617402564796e-07,9.8881196975708,5.81291800922916e-07
43972,9.5,7.35138040956281e-06,0.988111674785614,5.81703774321803e-06
44262,9.6,6.03069194840292e-07,1.84087216854095,6.15747642248624e-07
44105,9.6,2.0050769765341e-07,5.53681135177612,2.0472301211718e-07
44094,9.6,1.70418761086468e-07,6.51438426971436,1.74001509663769e-07
44087,9.6,5.3631419871572e-07,2.07000541687012,5.47589242145122e-07
44105,9.6,2.0050769765341e-07,5.53681135177612,2.0472301211718e-07
44177,9.6,1.71856368089102e-07,6.45989036560059,1.75469339773357e-07
44099,9.6,1.56308815842107e-07,7.10243558883667,1.5959492814575e-07
44144,9.6,2.16783866821344e-07,5.12110662460327,2.21341358528737e-07
44265,9.6,3.32275294304555e-07,3.34112501144409,3.3926078598606e-07
44108,9.6,5.82126286451022e-07,1.90710043907166,5.94364446799656e-07
44091,9.6,8.95897133569335e-07,1.23917496204376,9.14731762809919e-07
44088,9.6,2.85637642824455e-07,3.8866491317749,2.91642661590749e-07
44139,9.6,1.07726420723431e-07,10.3054876327515,1.09991175367368e-07
44103,9.6,7.91634398489657e-08,14.0238132476807,8.08277090860199e-08
