"scenario_row","mw","scenario_rates","weight_inflation","alternate_scenario_rates"
10284,7.5,0.000406911375400296,0.128535896539688,0.000479099736091263
10332,7.5,0.000351587671513367,0.14876152575016,0.0004139612967794
9870,7.5,0.00586528430926328,0.00891733728349209,0.00690581864884926
10383,7.5,0.000273150756297562,0.191479310393333,0.000321609232788226
10526,7.5,0.000858325976396525,0.0609357282519341,0.00101059781965376
10682,7.5,0.000987679742020414,0.0529551394283772,0.0011628996689492
10340,7.5,0.000436614603967966,0.119791500270367,0.000514072484036266
10413,7.5,0.000894261064420653,0.0584870800375938,0.00105290799388233
10204,7.5,0.00114004418570006,0.0458777993917465,0.00134229441967299
10634,7.5,0.00158802162902166,0.0329357720911503,0.00186974557450758
12896,7.6,0.00221144779461022,0.0217624139040709,0.00268369420128984
13560,7.6,0.000243242587942351,0.197853684425354,0.000295186132975243
13358,7.6,0.000534399702340073,0.0900570154190063,0.000648518760350771
13450,7.6,0.000729954044184327,0.0659307837486267,0.000885833000607107
13599,7.6,0.000699311228642914,0.0688197761774063,0.000848646526397718
13081,7.6,0.00124946718477979,0.0385175719857216,0.00151628622962201
13613,7.6,0.000161786563412652,0.297468721866608,0.000196335479017569
13425,7.6,0.000939306392939134,0.0512361489236355,0.00113989176055116
13243,7.6,0.00254136225210451,0.018937261775136,0.00308406065744449
13796,7.6,0.000405200666201416,0.118771873414516,0.000491729753193285
13459,7.6,0.00061767401327646,0.0779156014323235,0.000749575988977676
16739,7.7,8.68846315390866e-05,0.396207749843597,0.000144784615788274
16441,7.7,0.000524375425821779,0.0656483173370361,0.000873819606661553
16993,7.7,0.000286296179445092,0.120240390300751,0.000477084170218995
16423,7.7,0.000622671477303335,0.0552849546074867,0.00103762022128301
16861,7.7,0.000286896909702025,0.119988620281219,0.000478085227574038
16075,7.7,0.00105566013590388,0.0326093249022961,0.00175915284984641
16586,7.7,0.000134801319269124,0.255371123552322,0.000224633020505501
16102,7.7,0.000494287516199464,0.0696444138884544,0.000823681091283497
16206,7.7,0.0016061047986854,0.0214334484189749,0.00267641425271806
16481,7.7,0.000694866781629669,0.0495409555733204,0.00115792653108078
16080,7.7,0.00215802014368269,0.0159518271684647,0.0035961264015477
16790,7.7,0.000399431914785094,0.0861833095550537,0.000665613645259204
19777,7.8,0.000277395083578474,0.21284531056881,0.000257066160101788
19531,7.8,0.00143358857711348,0.0411849282681942,0.00132852791019309
19745,7.8,0.000354972479470477,0.166329070925713,0.000328958289606715
19656,7.8,0.000794595385667287,0.0743047893047333,0.000736363391856237
19771,7.8,0.000639382449768503,0.0923426076769829,0.000592525249828251
19482,7.8,0.000545666593183727,0.108202047646046,0.000505677368163892
19967,7.8,0.000251445133925724,0.234811633825302,0.000233017954827162
19238,7.8,0.00117333291379504,0.0503201112151146,0.00108734510640671
19865,7.8,0.000123378761182965,0.478544622659683,0.00011433693764961
19731,7.8,0.000368757584337458,0.160111263394356,0.000341733151832248
19845,7.8,0.000378442360836094,0.156013831496239,0.000350708178620147
19880,7.8,9.98915794756428e-05,0.591063261032104,9.25710161515596e-05
19782,7.8,0.000314963024187839,0.187457695603371,0.000291880930828068
22835,7.9,0.000104926349602724,0.917677044868469,5.81523527840463e-05
22854,7.9,0.000406663510421948,0.23677684366703,0.000225381327111774
22777,7.9,8.0557657903717e-05,1.19527435302734,4.46467199098277e-05
23036,7.9,0.000491408019574946,0.195944100618362,0.000272348486566333
22834,7.9,0.000117091407134108,0.822336196899414,6.48944792363796e-05
22838,7.9,0.000160892639370654,0.59846431016922,8.91700279335337e-05
22635,7.9,0.00042364326065652,0.227286756038666,0.0002347918558261
22845,7.9,0.000339555119117868,0.283572524785995,0.000188188468876826
22649,7.9,0.00085772016928061,0.112260974943638,0.000475366255119422
22835,7.9,0.000104926349602724,0.917677044868469,5.81523527840463e-05
22839,7.9,7.00770129355218e-05,1.37403833866119,3.88381297329804e-05
22785,7.9,0.00031553763935872,0.305156946182251,0.000174877484922597
22975,7.9,0.000921046213860471,0.104542531073093,0.000510462858582416
22492,7.9,0.00107807306509751,0.089315377175808,0.000597490386789374
25151,8,0.000586674055159966,0.104709751904011,0.000530718977651563
24638,8,0.000440553713767087,0.139439284801483,0.000398535122722132
24941,8,8.22843933145823e-05,0.746563136577606,7.44363735067285e-05
24970,8,0.000129265055593169,0.475228935480118,0.000116936171877881
24934,8,0.000136118619884412,0.45130118727684,0.000123136065331369
24677,8,0.000610368536012765,0.100644923746586,0.000552153555409997
24626,8,0.000413744496646206,0.148474469780922,0.000374282882186026
24801,8,0.000248304373454672,0.247399970889091,0.000224621903878711
24924,8,0.000115291680004459,0.532826781272888,0.000104295531744649
24662,8,0.000727370921487217,0.0844555273652077,0.000657996631059327
24883,8,0.00017325245443385,0.354572147130966,0.000156728194615127
24864,8,0.000277610131518644,0.221283331513405,0.000251132573341969
24934,8,0.000136118619884412,0.45130118727684,0.000123136065331369
24756,8,0.000370907894659835,0.165621966123581,0.000335531897014072
26611,8.1,0.000685908513520566,0.0611963048577309,0.000882933853443073
26769,8.1,0.000285103273329582,0.147227585315704,0.000366998406913014
26825,8.1,0.000118068706840179,0.355513900518417,0.000151983619165727
26883,8.1,0.000248436656436011,0.168956816196442,0.00031979940484728
27012,8.1,9.53578793719095e-05,0.440184563398361,0.000122749168774496
26554,8.1,0.000205498693537335,0.204259529709816,0.000264527629830907
26730,8.1,0.000631274374854548,0.0664925873279572,0.00081260620823812
27040,8.1,4.75705173169257e-05,0.882375657558441,6.1235017989982e-05
27089,8.1,0.000468368766082519,0.0896196961402893,0.000602906409991973
26907,8.1,0.000121813503932538,0.344584673643112,0.000156804098955587
26946,8.1,5.24596824229835e-05,0.800139546394348,6.75285823679106e-05
27135,8.1,0.000127728927689673,0.328626155853271,0.000164418711968375
27131,8.1,8.08487647691249e-05,0.519180059432983,0.000104072350782355
27157,8.1,0.000175840411147952,0.238711148500443,0.000226350087140623
26810,8.1,0.000384383932257539,0.10920088738203,0.000494797162915771
29061,8.2,4.28437879928189e-05,1.40571820735931,3.53626793634924e-05
29062,8.2,0.000101957398116627,0.590700566768646,8.41542484277658e-05
28732,8.2,0.000523929015285851,0.114951245486736,0.000432443876808682
28952,8.2,3.26918105876371e-05,1.8422440290451,2.69833754152738e-05
28771,8.2,0.000377227716424657,0.159655004739761,0.000311358621818954
29078,8.2,9.58191146612888e-05,0.628541529178619,7.90877928260872e-05
28738,8.2,0.000738297564050245,0.0815745517611504,0.000609380758693239
28693,8.2,0.000201815734094085,0.298422187566757,0.000166575959541046
29132,8.2,0.000191780193387247,0.314038127660751,0.000158292760858552
29205,8.2,0.000225974505946605,0.266518086194992,0.000186516280947258
29008,8.2,2.53232713885315e-05,2.37829828262329,2.09014834705427e-05
29024,8.2,0.000133334255819128,0.451694071292877,0.00011005227963251
29046,8.2,3.89244680935236e-05,1.54726052284241,3.2127726073532e-05
28952,8.2,3.26918105876371e-05,1.8422440290451,2.69833754152738e-05
28996,8.2,5.04971971519386e-05,1.19266605377197,4.1679699095196e-05
28868,8.2,0.000207070230207575,0.290849596261978,0.000170912949102034
31272,8.3,0.000109505659340377,0.404514372348785,0.000115303559579866
31028,8.3,1.5975647830178e-05,2.77275848388672,1.68214964642899e-05
30654,8.3,0.00030981332186676,0.142978399991989,0.000326216736483577
31153,8.3,0.000162204063542685,0.27309188246727,0.000170792140035946
31209,8.3,0.00010250808049497,0.432128012180328,0.000107935486055846
31006,8.3,9.56463110358243e-05,0.463129341602325,0.000100710412498719
30901,8.3,9.80038005925518e-05,0.451988726854324,0.000103192721990305
30805,8.3,0.000201535308718481,0.219795793294907,0.000212205822203564
30980,8.3,0.000109467391219526,0.404655784368515,0.000115263265310336
31074,8.3,4.12660462838366e-05,1.07343971729279,4.34509234954163e-05
31232,8.3,0.000123315219581806,0.35921448469162,0.000129844282512916
30658,8.3,0.000284210465149391,0.155858486890793,0.000299258307734704
31115,8.3,1.20884935762635e-05,3.66436171531677,1.27285324584825e-05
30662,8.3,0.000113846177757468,0.389091789722443,0.000119873891624139
30863,8.3,0.000337014691773249,0.131438225507736,0.000354858313499408
30801,8.3,0.000180316483384772,0.245660364627838,0.000189863542308464
30662,8.3,0.000113846177757468,0.389091789722443,0.000119873891624139
33315,8.4,0.000121562612545746,0.481555819511414,9.43337546003223e-05
33123,8.4,6.13855222133513e-05,0.95363175868988,4.76357546717564e-05
33131,8.4,2.55017237226311e-05,2.29549908638,1.97895824806382e-05
32947,8.4,0.000131411102181357,0.445466041564941,0.000101976277124424
33200,8.4,6.0497943740397e-05,0.967622697353363,4.69469852540648e-05
33000,8.4,4.9148002109331e-05,1.19107961654663,3.8139321564293e-05
