"scenario_row","mw","scenario_rates","weight_inflation","alternate_scenario_rates"
10318,7.5,0.00133095793583421,0.0602906122803688,0.000932265198185251
10354,7.5,0.000615788557690808,0.130311399698257,0.000431327111338055
9870,7.5,0.0089986804715136,0.00891733728349209,0.00630309674506975
10394,7.5,0.00021518189805126,0.372913658618927,0.000150723467234824
10547,7.5,0.000959706922703796,0.0836133062839508,0.000672223622103756
10713,7.5,0.00318181144692447,0.0252196807414293,0.00222868957710218
10340,7.5,0.000669866131484712,0.119791500270367,0.000469205573679356
10428,7.5,0.000303070034500031,0.264771372079849,0.000212284429259661
10240,7.5,0.000811964026441332,0.0988273695111275,0.000568737586402515
10790,7.5,0.00212520946145664,0.0377582870423794,0.00148859612045383
10023,7.5,0.00373309416547572,0.0214953776448965,0.00261483378123449
10380,7.5,0.000336948851969934,0.238149702548981,0.000236014737808492
10194,7.5,0.000929992847123031,0.0862848237156868,0.000651410493593552
10294,7.5,0.000765345433441183,0.104847125709057,0.000536083743127475
10422,7.5,0.000409982097134458,0.195726275444031,0.000287170639091535
13081,7.6,0.00105178811505673,0.0385175719857216,0.0013477161610958
14484,7.6,0.0011722062579905,0.0345607474446297,0.0015020148026166
13425,7.6,0.00079069807716824,0.0512361489236355,0.00101316658925123
13243,7.6,0.00213929156794017,0.018937261775136,0.00274119642362893
14037,7.6,0.00096942686418559,0.0417899750173092,0.00124218198814013
13495,7.6,0.000219557740073699,0.184517860412598,0.000281331867469365
14669,7.6,0.000905705858164073,0.0447301119565964,0.00116053262512955
13350,7.6,0.000315254337876779,0.128506794571877,0.000403953381797979
13851,7.6,0.000575087042629902,0.0704455524682999,0.000736891860911833
13344,7.6,0.000733282079751226,0.0552479401230812,0.000939596193734663
14118,7.6,0.000755395568715268,0.0536306090652943,0.000967931469659934
12883,7.6,0.00258702389350471,0.0156598184257746,0.00331490141455839
15499,7.6,0.00343074710727561,0.0118086012080312,0.00439601213867926
13458,7.6,0.000561988111910935,0.0720875114202499,0.000720107453130162
13011,7.6,0.00273753368812196,0.014798840507865,0.00350775820739059
13386,7.6,0.000268644898374957,0.150802507996559,0.000344230045912182
13164,7.6,0.00127508088550079,0.03177235648036,0.00163383393622113
17552,7.7,0.00377548917679234,0.0168910976499319,0.00314702062754793
16667,7.7,0.000134535286278685,0.474018067121506,0.000112140520400536
16381,7.7,0.00200730562819595,0.0317700281739235,0.00167316920322697
16641,7.7,0.00026268482734829,0.242770612239838,0.000218958267789627
16550,7.7,0.000573783844171068,0.111143171787262,0.00047827169111215
