"lon_c","lat_c","depth_c","length","width","slip","strike","dip","rake"
287.288905458477,-35.0498671359525,28.0194669477125,25,25,19,25.298,16,105
287.028922383893,-34.9928672592315,21.1284669477125,25,25,10,25.298,16,105
286.768953815745,-34.9347943483948,15.5116022208366,25,25,2,25.298,10,105
286.508966223331,-34.8757944819483,11.1706022208366,25,25,4,25.298,10,105
288.406991189469,-35.0848783429269,63.0215824176989,25,25,3,30.619,22,120
288.166917462756,-35.0298784432851,53.6565824176989,25,25,2,30.619,22,120
287.916961479741,-34.9738201955828,44.5965922657433,25,25,7,30.619,20.5,120
287.666987405787,-34.918820297728,35.8415922657433,25,25,14,30.619,20.5,120
287.416905358281,-34.8608240829838,28.0194669477125,25,25,18,30.619,16,120
287.156927017574,-34.8038241941653,21.1284669477125,25,25,10,30.619,16,120
286.8969166841,-34.7458683669842,15.5116022208366,25,25,0,30.619,10,120
286.636934082576,-34.6868684874348,11.1706022208366,25,25,3,30.619,10,120
288.545959543638,-34.8898772465262,63.0215824176989,25,25,3,30.682,22,120
288.295986570846,-34.8348773462779,53.6565824176989,25,25,2,30.682,22,120
288.055927977182,-34.7788201143925,44.5965922657433,25,25,4,30.682,20.5,120
287.805954660734,-34.7238202159223,35.8415922657433,25,25,11,30.682,20.5,120
287.555966061353,-34.6668266330697,28.0194669477125,25,25,14,30.682,16,120
287.295988518003,-34.6098267435863,21.1284669477125,25,25,5,30.682,16,120
287.035969336985,-34.5508734408333,15.5116022208366,25,25,0,30.682,10,120
286.775988964008,-34.4928735585351,11.1706022208366,25,25,2,30.682,10,120
288.672991542325,-34.6948920765312,63.0215824176989,25,25,6,29.61,22,120
288.422918479059,-34.639892177994,53.6565824176989,25,25,4,29.61,22,120
288.172970642693,-34.58481769353,44.5965922657433,25,25,4,29.61,20.5,120
287.932895898944,-34.5288177986822,35.8415922657433,25,25,10,29.61,20.5,120
287.682931988184,-34.4718795063508,28.0194669477125,25,25,15,29.61,16,120
287.422954348688,-34.4148796187678,21.1284669477125,25,25,6,29.61,16,120
287.162958525741,-34.3557835036621,15.5116022208366,25,25,0,29.61,10,120
286.912978053777,-34.2977836233898,11.1706022208366,25,25,0,29.61,10,120
288.796967392067,-34.4978474562806,63.0215824176989,25,25,1,29.392,22,120
288.55689488036,-34.4428475576993,53.6565824176989,25,25,3,29.392,22,120
288.306947486951,-34.387869547896,44.5965922657433,25,25,9,29.392,20.5,120
288.066973307178,-34.331869653005,35.8415922657433,25,25,13,29.392,20.5,120
287.816909242489,-34.2748222254616,28.0194669477125,25,25,14,29.392,16,120
287.556932189336,-34.2178223378342,21.1284669477125,25,25,5,29.392,16,120
287.306936570502,-34.158817474973,15.5116022208366,25,25,2,29.392,10,120
287.046956706035,-34.1008175946562,11.1706022208366,25,25,0,29.392,10,120
288.903926503547,-34.2618211455561,63.0215824176989,25,25,4,13.035,22,120
288.663944908593,-34.205821273937,53.6565824176989,25,25,5,13.035,22,120
288.413919316569,-34.1508604535176,44.5965922657433,25,25,3,13.035,20.5,120
288.173937337268,-34.0948605841954,35.8415922657433,25,25,6,13.035,20.5,120
287.923900323864,-34.0378801917723,28.0194669477125,25,25,6,13.035,16,120
287.663915168954,-33.9808803314842,21.1284669477125,25,25,3,13.035,16,120
287.413932971715,-33.9228735951163,15.5116022208366,25,25,0,13.035,10,120
287.153843186133,-33.8638737464885,11.1706022208366,25,25,1,13.035,10,120
288.951928793269,-34.0308834354179,63.0215824176989,25,25,2,7.587,22,120
288.701848179042,-33.975883565239,53.6565824176989,25,25,1,7.587,22,120
288.461838937761,-33.9198230836335,44.5965922657433,25,25,0,7.587,20.5,120
288.221856473809,-33.8638232181811,35.8415922657433,25,25,0,7.587,20.5,120
287.961866774724,-33.8068845349551,28.0194669477125,25,25,1,7.587,16,120
287.711881116417,-33.7498846788078,21.1284669477125,25,25,2,7.587,16,120
287.461844029847,-33.6918306110821,15.5116022208366,25,25,1,7.587,10,120
287.201853713947,-33.6328307669442,11.1706022208366,25,25,1,7.587,10,120
288.966843574769,-33.7968666323299,63.0215824176989,25,25,1,2.714,22,120
288.72686327408,-33.7418667634369,53.6565824176989,25,25,0,2.714,22,120
288.486860663821,-33.685816051988,44.5965922657433,25,25,1,2.714,20.5,120
288.23688013211,-33.6309161852039,35.8415922657433,25,25,1,2.714,20.5,120
287.986905435036,-33.5728436671978,28.0194669477125,25,25,2,2.714,16,120
287.736820110454,-33.5158438124819,21.1284669477125,25,25,2,2.714,16,120
287.486899139627,-33.4578658295887,15.5116022208366,25,25,0,2.714,10,120
287.226909175543,-33.3988659870056,11.1706022208366,25,25,0,2.714,10,120
