"lon","lat","id"
149.870071411133,-38.2762908935547,1640.2
149.661712646484,-38.3405494689941,1641.2
149.527770996094,-38.2471122741699,1642.2
149.385009765625,-38.358325958252,1643.2
149.162490844727,-38.3943481445312,1644.2
149.33332824707,-38.6666679382324,485.5
149.66667175293,-38.6666679382324,486.5
149.33332824707,-38.3333320617676,505.5
149.66667175293,-38.3333320617676,506.5
149.989227294922,-36.9305763244629,1718
149.824340820312,-37.6107215881348,1723
149.689346313477,-37.7440299987793,1724
149.512954711914,-37.8272857666016,1725
149.306045532227,-37.8605575561523,1726
149.129547119141,-37.8440399169922,1727
149.88134765625,-37.7274208068848,1495.1
149.74365234375,-37.8563499450684,1496.1
149.56462097168,-37.9353942871094,1497.1
149.353927612305,-37.9627647399902,1498.1
149.162155151367,-37.9669494628906,1499.1
149.795974731445,-37.8206443786621,4200.3
149.322250366211,-37.9749717712402,4201.3
149.33332824707,-38,523.5
149.66667175293,-38,524.5
150.198501586914,-38.0385322570801,1638.2
150.051971435547,-38.1703681945801,1639.2
150,-38.6666679382324,487.5
150.33332824707,-38.6666679382324,488.5
150.66667175293,-38.6666679382324,489.5
151,-38.6666679382324,490.5
150,-38.3333320617676,507.5
150.33332824707,-38.3333320617676,508.5
150.66667175293,-38.3333320617676,509.5
151,-38.3333320617676,510.5
150.189208984375,-36.0953788757324,1713
150.205932617188,-36.2709426879883,1714
150.139221191406,-36.4321899414062,1715
150.122512817383,-36.6077728271484,1716
150.03923034668,-36.7644157409668,1717
150.034561157227,-37.0894508361816,1719
150.08918762207,-37.2543869018555,1720
150.022537231445,-37.3987503051758,1721
150.002471923828,-37.5641746520996,1722
150.338760375977,-36.0279541015625,1484.1
150.322601318359,-36.1939582824707,1485.1
150.305877685547,-36.3598976135254,1486.1
150.244171142578,-36.5225143432617,1487.1
150.215026855469,-36.6849784851074,1488.1
150.141448974609,-36.8447303771973,1489.1
150.170654296875,-37.0228042602539,1490.1
150.205947875977,-37.1959648132324,1491.1
150.18815612793,-37.3618774414062,1492.1
150.155899047852,-37.5237998962402,1493.1
150.056869506836,-37.6764793395996,1494.1
150.488632202148,-36.0748634338379,1626.2
150.424789428711,-36.2373390197754,1627.2
150.377426147461,-36.4072647094727,1628.2
150.373153686523,-36.5813064575195,1629.2
150.374618530273,-36.7522888183594,1630.2
150.354339599609,-36.9121971130371,1631.2
150.385116577148,-37.0746994018555,1632.2
150.424530029297,-37.229377746582,1633.2
150.363876342773,-37.3891830444336,1634.2
150.353240966797,-37.5551872253418,1635.2
150.324249267578,-37.7244148254395,1636.2
150.213104248047,-37.8776359558105,1637.2
150.309219360352,-36.324031829834,4196.3
150.186706542969,-36.7299156188965,4197.3
150.206878662109,-37.1568870544434,4198.3
150.141616821289,-37.5514450073242,4199.3
150,-38,525.5
150.33332824707,-38,526.5
150.66667175293,-38,527.5
151,-38,528.5
150,-37.6666679382324,540.5
150.33332824707,-37.6666679382324,541.5
150.66667175293,-37.6666679382324,542.5
151,-37.6666679382324,543.5
151.33332824707,-37.6666679382324,544.5
150.33332824707,-37.3333320617676,559.5
150.66667175293,-37.3333320617676,560.5
151,-37.3333320617676,561.5
151.33332824707,-37.3333320617676,562.5
150,-37,577.5
150.33332824707,-37,578.5
150.66667175293,-37,579.5
151,-37,580.5
151.33332824707,-37,581.5
150.33332824707,-36.6666679382324,595.5
150.66667175293,-36.6666679382324,596.5
151,-36.6666679382324,597.5
151.33332824707,-36.6666679382324,598.5
150.33332824707,-36.3333320617676,625.5
150.66667175293,-36.3333320617676,626.5
151,-36.3333320617676,627.5
151.33332824707,-36.3333320617676,628.5
151.66667175293,-36.3333320617676,629.5
151.219924926758,-34.129997253418,1699
151.075241088867,-34.2580909729004,1700
150.972595214844,-34.3988761901855,1701
150.939224243164,-34.5693283081055,1702
150.905899047852,-34.7398300170898,1703
150.82258605957,-34.8867378234863,1704
150.905838012695,-35.0248870849609,1705
150.822463989258,-35.1719360351562,1706
150.694076538086,-35.2487678527832,1707
150.546447753906,-35.3273735046387,1708
150.45588684082,-35.4774780273438,1709
150.393585205078,-35.6397132873535,1710
150.28923034668,-35.7810325622559,1711
150.215240478516,-35.9273872375488,1712
151.377593994141,-34.1390724182129,1471.1
151.23893737793,-34.2777290344238,1472.1
151.100997924805,-34.399040222168,1473.1
151.072570800781,-34.5708923339844,1474.1
151.028564453125,-34.7381210327148,1475.1
150.999038696289,-34.9038887023926,1476.1
151.022552490234,-35.0674018859863,1477.1
150.942413330078,-35.2242050170898,1478.1
150.809814453125,-35.3568382263184,1479.1
150.655914306641,-35.3990440368652,1480.1
150.577056884766,-35.5562896728516,1481.1
150.489059448242,-35.7109603881836,1482.1
150.405914306641,-35.8671073913574,1483.1
151.732391357422,-34.0753402709961,1613.2
151.60481262207,-34.2194976806641,1614.2
151.511489868164,-34.3776664733887,1615.2
151.396072387695,-34.5038223266602,1616.2
151.308197021484,-34.6634750366211,1617.2
151.255630493164,-34.8315010070801,1618.2
151.189102172852,-34.9989891052246,1619.2
151.105926513672,-35.1611518859863,1620.2
151.001007080078,-35.3158569335938,1621.2
150.9052734375,-35.4695510864258,1622.2
150.76057434082,-35.5880737304688,1623.2
150.660675048828,-35.7448272705078,1624.2
150.56884765625,-35.9074440002441,1625.2
151.408264160156,-34.0821876525879,4190.3
151.091644287109,-34.4199638366699,4191.3
151.008285522461,-34.8357162475586,4192.3
150.932220458984,-35.2343482971191,4193.3
150.599563598633,-35.5170593261719,4194.3
150.391616821289,-35.906982421875,4195.3
150.33332824707,-36,659.5
150.66667175293,-36,660.5
151,-36,661.5
151.33332824707,-36,662.5
151.66667175293,-36,663.5
150.66667175293,-35.6666679382324,708.5
151,-35.6666679382324,709.5
151.33332824707,-35.6666679382324,710.5
151.66667175293,-35.6666679382324,711.5
150.66667175293,-35.3333320617676,764.5
151,-35.3333320617676,765.5
151.33332824707,-35.3333320617676,766.5
151.66667175293,-35.3333320617676,767.5
151,-35,817.5
151.33332824707,-35,818.5
151.66667175293,-35,819.5
151,-34.6666679382324,875.5
151.33332824707,-34.6666679382324,876.5
151.66667175293,-34.6666679382324,877.5
151.33332824707,-34.3333320617676,933.5
151.66667175293,-34.3333320617676,934.5
151.85107421875,-32.9323043823242,1691
151.758117675781,-33.0752182006836,1692
151.677886962891,-33.2221298217773,1693
151.582366943359,-33.360725402832,1694
151.504501342773,-33.5121765136719,1695
151.405914306641,-33.6537132263184,1696
151.355895996094,-33.818977355957,1697
151.313385009766,-33.986572265625,1698
151.932540893555,-33.0508308410645,1464.1
151.822601318359,-33.1974029541016,1465.1
151.739288330078,-33.3530158996582,1466.1
151.637069702148,-33.4963150024414,1467.1
151.549896240234,-33.6501388549805,1468.1
151.489242553711,-33.8120803833008,1469.1
151.439346313477,-33.9773330688477,1470.1
151.979217529297,-33.7900085449219,1611.2
151.852676391602,-33.932487487793,1612.2
151.774993896484,-33.2980690002441,4188.3
151.531158447266,-33.6688117980957,4189.3
151.33332824707,-34,980.5
151.66667175293,-34,981.5
151.66667175293,-33.6666679382324,1022.5
151.66667175293,-33.3333320617676,1065.5
152,-36,664.5
152,-35.6666679382324,712.5
152,-35.3333320617676,768.5
152,-35,820.5
152.33332824707,-35,821.5
152,-34.6666679382324,878.5
152.33332824707,-34.6666679382324,879.5
152.66667175293,-34.6666679382324,880.5
152,-34.3333320617676,935.5
152.33332824707,-34.3333320617676,936.5
152.66667175293,-34.3333320617676,937.5
153,-34.3333320617676,938.5
152.645935058594,-32.0041046142578,1683
152.591751098633,-32.146598815918,1684
152.599044799805,-32.3039474487305,1685
152.589218139648,-32.4771118164062,1686
152.422225952148,-32.5607299804688,1687
152.279403686523,-32.6607475280762,1688
152.211532592773,-32.8106460571289,1689
152.025421142578,-32.8607139587402,1690
152.799621582031,-32.0820617675781,1456.1
152.752304077148,-32.2546653747559,1457.1
152.715774536133,-32.4176597595215,1458.1
152.662322998047,-32.5710372924805,1459.1
152.495223999023,-32.6548233032227,1460.1
152.365264892578,-32.7681121826172,1461.1
152.272445678711,-32.9108924865723,1462.1
152.095336914062,-32.9773979187012,1463.1
153.141128540039,-32.156379699707,1600.2
153.079574584961,-32.3248100280762,1601.2
152.99821472168,-32.4783554077148,1602.2
152.905456542969,-32.6348114013672,1603.2
152.810638427734,-32.7940101623535,1604.2
152.719390869141,-32.9505920410156,1605.2
152.585311889648,-33.0884437561035,1606.2
152.432418823242,-33.2124061584473,1607.2
152.295181274414,-33.3224105834961,1608.2
152.189987182617,-33.4783134460449,1609.2
152.08918762207,-33.6351165771484,1610.2
152.81428527832,-32.0509948730469,4184.3
152.720184326172,-32.4368553161621,4185.3
152.408264160156,-32.7250556945801,4186.3
152.064834594727,-32.9749603271484,4187.3
152,-34,982.5
152.33332824707,-34,983.5
152.66667175293,-34,984.5
153,-34,985.5
153.33332824707,-34,986.5
152,-33.6666679382324,1023.5
152.33332824707,-33.6666679382324,1024.5
152.66667175293,-33.6666679382324,1025.5
153,-33.6666679382324,1026.5
153.33332824707,-33.6666679382324,1027.5
153.66667175293,-33.6666679382324,1028.5
152,-33.3333320617676,1066.5
152.33332824707,-33.3333320617676,1067.5
152.66667175293,-33.3333320617676,1068.5
153,-33.3333320617676,1069.5
153.33332824707,-33.3333320617676,1070.5
153.66667175293,-33.3333320617676,1071.5
152,-33,1105.5
152.33332824707,-33,1106.5
152.66667175293,-33,1107.5
153,-33,1108.5
153.33332824707,-33,1109.5
153.66667175293,-33,1110.5
152.33332824707,-32.6666679382324,1135.5
152.66667175293,-32.6666679382324,1136.5
153,-32.6666679382324,1137.5
153.33332824707,-32.6666679382324,1138.5
153.66667175293,-32.6666679382324,1139.5
152.66667175293,-32.3333320617676,1165.5
153,-32.3333320617676,1166.5
153.33332824707,-32.3333320617676,1167.5
153.66667175293,-32.3333320617676,1168.5
153.255920410156,-30.1215419769287,1671
153.212158203125,-30.2878742218018,1672
153.126159667969,-30.4405517578125,1673
153.072601318359,-30.60378074646,1674
153.055923461914,-30.7789497375488,1675
153.139190673828,-30.9146556854248,1676
153.105865478516,-31.0845222473145,1677
153.02685546875,-31.2398262023926,1678
152.989242553711,-31.4083824157715,1679
152.929946899414,-31.5700950622559,1680
152.85612487793,-31.7272434234619,1681
152.794891357422,-31.8884429931641,1682
153.511245727539,-30.0140438079834,1443.1
153.449111938477,-30.1800441741943,1444.1
153.361312866211,-30.3361396789551,1445.1
153.283096313477,-30.4805164337158,1446.1
153.232849121094,-30.6518688201904,1447.1
153.244110107422,-30.8156471252441,1448.1
153.255767822266,-30.9817123413086,1449.1
153.216827392578,-31.1497573852539,1450.1
153.155899047852,-31.3107852935791,1451.1
153.122589111328,-31.4700489044189,1452.1
153.04931640625,-31.6284770965576,1453.1
153.010864257812,-31.801908493042,1454.1
152.905960083008,-31.9310722351074,1455.1
153.599426269531,-30.0266208648682,1587.2
153.53791809082,-30.1954803466797,1588.2
153.478515625,-30.3619937896729,1589.2
153.453262329102,-30.5192623138428,1590.2
153.377777099609,-30.6825618743896,1591.2
153.347076416016,-30.8570785522461,1592.2
153.387725830078,-31.011890411377,1593.2
153.398574829102,-31.1571922302246,1594.2
153.323318481445,-31.3186473846436,1595.2
153.285842895508,-31.4835968017578,1596.2
153.280410766602,-31.66379737854,1597.2
153.293884277344,-31.840690612793,1598.2
153.166259765625,-31.9785842895508,1599.2
153.497497558594,-30.0845375061035,4179.3
153.285675048828,-30.4738178253174,4180.3
153.272369384766,-30.8892097473145,4181.3
153.150390625,-31.29958152771,4182.3
153.023086547852,-31.7050437927246,4183.3
153,-32,1190.5
153.33332824707,-32,1191.5
153.66667175293,-32,1192.5
153,-31.6666660308838,1208.5
153.33332824707,-31.6666660308838,1209.5
153.66667175293,-31.6666660308838,1210.5
153.33332824707,-31.3333339691162,1225.5
153.66667175293,-31.3333339691162,1226.5
153.33332824707,-31,1242.5
153.66667175293,-31,1243.5
153.33332824707,-30.6666660308838,1263.5
153.66667175293,-30.6666660308838,1264.5
153.33332824707,-30.3333339691162,1288.5
153.66667175293,-30.3333339691162,1289.5
153.505935668945,-28.0301685333252,1658
153.605941772461,-28.1679077148438,1659
153.622589111328,-28.3317279815674,1660
153.605926513672,-28.5067539215088,1661
153.689224243164,-28.6503524780273,1662
153.655899047852,-28.8198394775391,1663
153.576126098633,-28.9739112854004,1664
153.505935668945,-29.1312046051025,1665
153.430023193359,-29.2866802215576,1666
153.422592163086,-29.4538040161133,1667
153.389251708984,-29.6234283447266,1668
153.355926513672,-29.7930660247803,1669
153.322601318359,-29.9627323150635,1670
153.759704589844,-28.1153469085693,1432.1
153.802505493164,-28.2864189147949,1433.1
153.796188354492,-28.463846206665,1434.1
153.817962646484,-28.6394634246826,1435.1
153.802642822266,-28.8108253479004,1436.1
153.789947509766,-28.9890975952148,1437.1
153.773208618164,-29.1680717468262,1438.1
153.749145507812,-29.3456077575684,1439.1
153.704864501953,-29.5196380615234,1440.1
153.659271240234,-29.694149017334,1441.1
153.601928710938,-29.863618850708,1442.1
153.990463256836,-28.2882385253906,1576.2
153.930816650391,-28.407787322998,1577.2
153.977416992188,-28.5722961425781,1578.2
153.918823242188,-28.7342014312744,1579.2
153.90657043457,-28.9055614471436,1580.2
153.897674560547,-29.085765838623,1581.2
153.879119873047,-29.261417388916,1582.2
153.857788085938,-29.437427520752,1583.2
153.824127197266,-29.6145668029785,1584.2
153.794418334961,-29.7921466827393,1585.2
153.725402832031,-29.9616966247559,1586.2
153.799377441406,-28.3510456085205,4175.3
153.807983398438,-28.7947769165039,4176.3
153.761199951172,-29.240701675415,4177.3
153.661987304688,-29.6764831542969,4178.3
153.66667175293,-30,1313.5
153.66667175293,-29.6666660308838,1336.5
153.66667175293,-29.3333339691162,1362.5
153.66667175293,-29,1388.5
153.510925292969,-27.0890426635742,1652
153.472595214844,-27.2565879821777,1653
153.583541870117,-27.3717727661133,1654
153.568099975586,-27.5319385528564,1655
153.505920410156,-27.6914386749268,1656
153.472595214844,-27.8607997894287,1657
153.639205932617,-27.1075801849365,1426.1
153.644622802734,-27.2661247253418,1427.1
153.7294921875,-27.4177398681641,1428.1
153.719650268555,-27.5824604034424,1429.1
153.761383056641,-27.7589149475098,1430.1
153.7802734375,-27.9382514953613,1431.1
153.878982543945,-27.1210784912109,1569.2
153.942230224609,-27.2858791351318,1570.2
153.97721862793,-27.4542446136475,1571.2
153.641571044922,-27.0889797210693,4172.3
153.724945068359,-27.4740676879883,4173.3
153.779525756836,-27.9129066467285,4174.3
153.66667175293,-28,1449.5
153.66667175293,-27.6666660308838,1471.5
153.66667175293,-27.3333339691162,1492.5
154,-32.6666679382324,1140.5
154,-32.3333320617676,1169.5
154,-32,1193.5
154,-31.6666660308838,1211.5
154,-31.3333339691162,1227.5
154.33332824707,-31.3333339691162,1228.5
154,-31,1244.5
154.33332824707,-31,1245.5
154,-30.6666660308838,1265.5
154.33332824707,-30.6666660308838,1266.5
154.66667175293,-30.6666660308838,1267.5
154,-30.3333339691162,1290.5
154.33332824707,-30.3333339691162,1291.5
154.66667175293,-30.3333339691162,1292.5
154.055084228516,-28.1528549194336,1575.2
154,-30,1314.5
154.33332824707,-30,1315.5
154.66667175293,-30,1316.5
154,-29.6666660308838,1337.5
154.33332824707,-29.6666660308838,1338.5
154.66667175293,-29.6666660308838,1339.5
154,-29.3333339691162,1363.5
154.33332824707,-29.3333339691162,1364.5
154.66667175293,-29.3333339691162,1365.5
154,-29,1389.5
154.33332824707,-29,1390.5
154.66667175293,-29,1391.5
154,-28.6666660308838,1411.5
154.33332824707,-28.6666660308838,1412.5
154.66667175293,-28.6666660308838,1413.5
154,-28.3333339691162,1429.5
154.33332824707,-28.3333339691162,1430.5
154.66667175293,-28.3333339691162,1431.5
155,-28.3333339691162,1432.5
154.016540527344,-27.6147651672363,1572.2
154.045913696289,-27.7923831939697,1573.2
154.05500793457,-27.9726486206055,1574.2
154,-28,1450.5
154.33332824707,-28,1451.5
154.66667175293,-28,1452.5
155,-28,1453.5
154,-27.6666660308838,1472.5
154.33332824707,-27.6666660308838,1473.5
154.66667175293,-27.6666660308838,1474.5
155,-27.6666660308838,1475.5
154,-27.3333339691162,1493.5
154.33332824707,-27.3333339691162,1494.5
154.66667175293,-27.3333339691162,1495.5
