"x","y"
113.640894363546,-24.737444695138
113.581044728996,-24.683559457158
113.553073765769,-24.6514751169867
113.518727068278,-24.6080789902165
113.474713934966,-24.5432933033322
113.463813486062,-24.5144996647169
113.465870174535,-24.3433831838032
113.496309163928,-24.215868498507
113.509471970152,-24.007731625088
113.654262838617,-23.7625743591637
113.808925811751,-23.6079113860302
113.896129402986,-23.48368740229
114.037629569895,-23.5207077947953
114.003077203557,-23.8176936102272
114.042565622229,-24.1393596873293
113.774373445413,-24.4478629582073
113.683879152622,-24.5646828634464
113.697864634235,-24.7687063599204
113.640894363546,-24.737444695138
