"time","stage"
132959.999988,-0.752110432
133020,-0.737353415
133080.000012,-0.721349394
133139.999988,-0.703745164
133200,-0.682511186
133260.000012,-0.655519421
133319.999988,-0.625696431
133380,-0.597009774
133440.000012,-0.571830459
133499.999988,-0.553063995
133560,-0.541417786
133620.000012,-0.535869685
133679.999988,-0.538962127
133740,-0.552656682
133800.000012,-0.573735046
133859.999988,-0.598732447
133920,-0.622170226
133980.000012,-0.638337105
134039.999988,-0.648762634
134100,-0.656567495
134160.000012,-0.664223265
134219.999988,-0.674630331
134280,-0.686889007
134340.000012,-0.699060605
134399.999988,-0.710130484
134460,-0.718959104
134520.000012,-0.725929346
134579.999988,-0.731677458
134640,-0.736561546
134700.000012,-0.741107724
134759.999988,-0.744040226
134820,-0.743616115
134880.000012,-0.739629979
134939.999988,-0.731588455
135000,-0.71924898
135060.000012,-0.703401292
135119.999988,-0.681961128
135180,-0.653239493
135240.000012,-0.620520026
135299.999988,-0.587200412
135360,-0.558539584
135420.000012,-0.539972346
135479.999988,-0.529274654
135540,-0.522608745
135600.000012,-0.517203021
135659.999988,-0.509597767
135720,-0.500659882
135780.000012,-0.492904741
135839.999988,-0.485773858
135900,-0.478991624
135960.000012,-0.473686925
136019.999988,-0.470280736
136080,-0.470963527
136140.000012,-0.4780995
136199.999988,-0.489064787
136260,-0.500209303
136320.000012,-0.509524859
136379.999988,-0.514484827
136440,-0.514563382
136500.000012,-0.510886931
136559.999988,-0.501124455
136620,-0.483417625
136680.000012,-0.461024078
136739.999988,-0.437407514
136800,-0.417621326
136860.000012,-0.407029993
136919.999988,-0.403911493
136980,-0.404781946
137040.000012,-0.407799524
137099.999988,-0.410464843
137160,-0.412724616
137220.000012,-0.415776088
137279.999988,-0.41823358
137340,-0.418873777
137400.000012,-0.418722007
137459.999988,-0.418715861
137520,-0.420729572
137580.000012,-0.426833417
137639.999988,-0.435660696
137700,-0.44507364
137760.000012,-0.453912078
137819.999988,-0.460693738
137880,-0.465240855
137940.000012,-0.468174039
137999.999988,-0.468363299
138060,-0.464934826
138120.000012,-0.458895747
138179.999988,-0.451188037
138240,-0.44403641
138300.000012,-0.439715929
138359.999988,-0.437110894
138420,-0.434600755
138480.000012,-0.430413138
138539.999988,-0.42263708
138600,-0.412273754
138660.000012,-0.40102701
138719.999988,-0.390116627
138780,-0.380901778
138840.000012,-0.373291935
138899.999988,-0.366753657
138960,-0.361209537
139020.000012,-0.356451056
139079.999988,-0.352759982
139140,-0.350552859
139200.000012,-0.349690126
139259.999988,-0.350094507
139320,-0.351575576
139380.000012,-0.353617712
139439.999988,-0.356657609
139500,-0.361103628
139560.000012,-0.365837027
139619.999988,-0.369919374
139680,-0.372064682
139740.000012,-0.370676308
139799.999988,-0.367301604
139860,-0.364305252
139920.000012,-0.361470382
139979.999988,-0.359319858
140040,-0.358333351
140100.000012,-0.35747813
140159.999988,-0.36128761
140220,-0.373578155
140280.000012,-0.389571393
140339.999988,-0.404619799
140400,-0.409313506
140460.000012,-0.394353141
140519.999988,-0.365594769
140580,-0.331408068
140640.000012,-0.301058613
140699.999988,-0.284337954
140760,-0.278319273
140820.000012,-0.276970386
140879.999988,-0.275310774
140940,-0.267984672
141000.000012,-0.256325882
141059.999988,-0.242979938
141120,-0.231253556
141180.000012,-0.224380406
141239.999988,-0.219203676
141300,-0.212102806
141360.000012,-0.198061941
141419.999988,-0.172027085
141480,-0.138259515
141540.000012,-0.102945091
141599.999988,-0.070950661
141660,-0.047816453
141720.000012,-0.033103762
141779.999988,-0.023940502
141840,-0.02114156
141900.000012,-0.024874399
141959.999988,-0.033192847
142020,-0.044672885
142080.000012,-0.055542614
142139.999988,-0.061811742
142200,-0.065054607
142260.000012,-0.067970881
142319.999988,-0.072320539
142380,-0.080286191
142440.000012,-0.091440874
142499.999988,-0.104123698
142560,-0.118526468
142620.000012,-0.134762739
142679.999988,-0.151172788
142740,-0.166067601
142800.000012,-0.178062697
142859.999988,-0.185438952
142920,-0.188251537
142980.000012,-0.187651901
143039.999988,-0.182150739
143100,-0.17074387
143160.000012,-0.155678447
143219.999988,-0.138904365
143280,-0.124768176
143340.000012,-0.117674282
143399.999988,-0.115011662
143460,-0.112980373
143520.000012,-0.108119854
143579.999988,-0.096466152
143640,-0.07930153
143700.000012,-0.059595104
143759.999988,-0.037900239
143820,-0.015248083
143880.000012,0.007452623
143939.999988,0.030086607
144000,0.050341775
144060.000012,0.065966565
144119.999988,0.078148547
144180,0.088442709
144240.000012,0.098866242
144299.999988,0.111614443
144360,0.125570574
144420.000012,0.13873247
144479.999988,0.149744208
144540,0.157214918
144600.000012,0.160752751
144659.999988,0.160397235
144720,0.156578691
144780.000012,0.149612707
144839.999988,0.13946637
144900,0.12657138
144960.000012,0.109484829
145019.999988,0.087235474
145080,0.062301344
145140.000012,0.037197818
145199.999988,0.016898863
145260,0.006132741
145320.000012,0.003352139
145379.999988,0.006292585
145440,0.010551297
145500.000012,0.011532383
145559.999988,0.012225361
145620,0.016460459
145680.000012,0.028807093
145739.999988,0.053950621
145800,0.088238444
145860.000012,0.126172586
145919.999988,0.163357242
145980,0.194897272
146040.000012,0.220945547
146099.999988,0.243442798
146160,0.262057511
146220.000012,0.276943342
146279.999988,0.288351247
146340,0.296072688
146400.000012,0.301648813
146459.999988,0.306713383
146520,0.310694935
146580.000012,0.312894772
146639.999988,0.312252923
146700,0.307610624
146760.000012,0.300197812
146819.999988,0.291708985
146880,0.283406283
146940.000012,0.276760216
146999.999988,0.271704094
147060,0.267609466
147120.000012,0.265083653
147179.999988,0.264411427
147240,0.265511565
147300.000012,0.268685306
147359.999988,0.272249225
147420,0.27468869
147480.000012,0.277382459
147539.999988,0.281627635
147600,0.290448173
147660.000012,0.306712382
147719.999988,0.328074194
147780,0.351473368
147840.000012,0.372873942
147899.999988,0.388069964
147960,0.398306988
148020.000012,0.405778486
148079.999988,0.412615276
148140,0.421366759
148200.000012,0.430039508
148259.999988,0.435675728
148320,0.43713447
148380.000012,0.432863776
148439.999988,0.423635557
148500,0.411650268
148560.000012,0.39554403
148619.999988,0.374609335
148680,0.351578959
148740.000012,0.328602992
148799.999988,0.311788199
148860,0.306901647
148920.000012,0.31075868
148979.999988,0.31919384
149040,0.325598034
149100.000012,0.323097219
149159.999988,0.315171381
149220,0.306985848
149280.000012,0.3039696
149339.999988,0.311888627
149400,0.327603367
149460.000012,0.345983963
149519.999988,0.36309795
149580,0.374578357
149640.000012,0.381518943
149699.999988,0.386654199
149760,0.390803927
149820.000012,0.395220907
149879.999988,0.399628607
149940,0.402941372
150000.000012,0.406141085
150059.999988,0.409992393
150120,0.414013278
150180.000012,0.418049124
150239.999988,0.420006154
150300,0.417969125
150360.000012,0.413604604
150419.999988,0.40874653
150480,0.40686725
150540.000012,0.4112978
150599.999988,0.420121086
150660,0.43066874
150720.000012,0.439014846
150779.999988,0.441243465
150840,0.438941355
150900.000012,0.434498431
150959.999988,0.43151705
151020,0.433612485
151080.000012,0.438561634
151139.999988,0.443404202
151200,0.444147721
151260.000012,0.436842358
151319.999988,0.424117226
151380,0.40977053
151440.000012,0.398081807
151499.999988,0.393506088
151560,0.394670482
151620.000012,0.399034767
151679.999988,0.40417309
151740,0.40731645
151800.000012,0.410144777
151859.999988,0.415254324
151920,0.424112764
151980.000012,0.438318866
152039.999988,0.456705257
152100,0.476862693
152160.000012,0.498000899
152219.999988,0.519222537
152280,0.538527753
152340.000012,0.554200377
152399.999988,0.564572301
152460,0.567871998
152520.000012,0.564536623
152579.999988,0.556251065
152640,0.542548763
152700.000012,0.523472234
152759.999988,0.501947252
152820,0.480724709
152880.000012,0.46419169
152939.999988,0.456772517
153000,0.457213173
153060.000012,0.462907238
153119.999988,0.471916159
153180,0.481665451
153240.000012,0.49214684
153299.999988,0.504219592
153360,0.516765303
153420.000012,0.528859796
153479.999988,0.540119705
153540,0.549744174
153600.000012,0.558585896
153659.999988,0.567563286
153720,0.574850421
153780.000012,0.578558868
153839.999988,0.576506622
153900,0.566604937
153960.000012,0.550278612
154019.999988,0.530096996
154080,0.508142165
154140.000012,0.48660382
154199.999988,0.467109951
154260,0.450992267
154320.000012,0.43866636
154379.999988,0.430737227
154440,0.428202752
154500.000012,0.431123733
154559.999988,0.44240034
154620,0.464250253
154680.000012,0.49305979
154739.999988,0.524828938
154800,0.55274078
154860.000012,0.570025658
154919.999988,0.578523456
154980,0.581459058
155040.000012,0.583494335
155099.999988,0.589597659
155160,0.596803738
155220.000012,0.600998939
155279.999988,0.597555685
155340,0.581922343
155400.000012,0.557270077
155459.999988,0.52833054
155520,0.500175899
155580.000012,0.478104863
155639.999988,0.461135337
155700,0.447033604
155760.000012,0.433576577
155819.999988,0.418200598
155880,0.403325531
155940.000012,0.392244687
155999.999988,0.387263784
156060,0.390825434
156120.000012,0.401473537
156179.999988,0.416275347
156240,0.434302873
156300.000012,0.454187387
156359.999988,0.474126384
156420,0.492998416
156480.000012,0.507821267
156539.999988,0.515736194
156600,0.517738801
156660.000012,0.51550747
156719.999988,0.510937709
156780,0.506323658
156840.000012,0.501161166
156899.999988,0.494215782
156960,0.485393029
157020.000012,0.474479204
157079.999988,0.461823645
157140,0.448252304
157200.000012,0.433778314
157259.999988,0.418396463
157320,0.403153134
157380.000012,0.389189285
157439.999988,0.377399169
157500,0.368714425
157560.000012,0.36332553
157619.999988,0.360904481
157680,0.361759055
157740.000012,0.366062017
157799.999988,0.372752984
157860,0.380563846
157920.000012,0.388321898
157979.999988,0.394774036
158040,0.399503874
158100.000012,0.402664649
158159.999988,0.403879408
158220,0.402746192
158280.000012,0.400240511
158339.999988,0.397609763
158400,0.394942384
158460.000012,0.392787612
158519.999988,0.391422502
158580,0.390227602
158640.000012,0.391994102
158699.999988,0.39887861
158760,0.4081424
158820.000012,0.417220279
158879.999988,0.419592468
158940,0.409016041
159000.000012,0.389007282
159059.999988,0.364085515
159120,0.341458716
159180.000012,0.328618364
159239.999988,0.321310459
159300,0.313432365
159360.000012,0.298872581
159419.999988,0.271121472
159480,0.23392772
159540.000012,0.193672913
159599.999988,0.154574649
159660,0.121497958
159720.000012,0.094761024
159779.999988,0.072886031
159840,0.056998501
159900.000012,0.047813398
159959.999988,0.045357603
160020,0.049957308
160080.000012,0.060238857
160139.999988,0.07460767
160200,0.093737554
160260.000012,0.118382868
160319.999988,0.149390723
160380,0.187497351
160440.000012,0.231018311
160499.999988,0.277547547
160560,0.324712716
160620.000012,0.370089466
160679.999988,0.412181428
160740,0.449633143
160800.000012,0.481904268
160859.999988,0.508504146
160920,0.527483613
160980.000012,0.5372475
161039.999988,0.535446037
161100,0.520093211
161160.000012,0.493075095
161219.999988,0.457259835
161280,0.415835134
161340.000012,0.372276244
161399.999988,0.327761097
161460,0.282975551
161520.000012,0.238447429
161579.999988,0.19461838
161640,0.153496197
161700.000012,0.116947725
161759.999988,0.087279138
161820,0.066551975
161880.000012,0.05352434
161939.999988,0.046148378
162000,0.042399154
162060.000012,0.039938475
162119.999988,0.038449915
162180,0.0382712
162240.000012,0.038974332
162299.999988,0.040207764
162360,0.041610053
162420.000012,0.042769699
162479.999988,0.043253211
162540,0.042825563
162600.000012,0.041391925
162659.999988,0.038702734
162720,0.035459136
162780.000012,0.032399557
162839.999988,0.028662309
162900,0.023468108
162960.000012,0.015831245
163019.999988,0.004597888
163080,-0.008688473
163140.000012,-0.021729461
163199.999988,-0.033963108
163260,-0.044350892
163320.000012,-0.052010237
163379.999988,-0.057025635
163440,-0.056224952
163500.000012,-0.047032231
163559.999988,-0.031871876
163620,-0.01328585
163680.000012,0.002810861
163739.999988,0.010646518
163800,0.012853617
163860.000012,0.012929571
163919.999988,0.016784277
163980,0.030409519
164040.000012,0.049692177
164099.999988,0.069118663
164160,0.08219945
164220.000012,0.082138189
164279.999988,0.072391934
164340,0.058542873
164400.000012,0.044905798
164459.999988,0.036452818
164520,0.031369553
164580.000012,0.025633661
164639.999988,0.018561127
164700,0.008963228
164760.000012,-0.00396277
164819.999988,-0.019807303
164880,-0.040988989
164940.000012,-0.069683437
164999.999988,-0.103447199
165060,-0.139233941
165120.000012,-0.173110503
165179.999988,-0.201000116
165240,-0.223089668
165300.000012,-0.240572847
165359.999988,-0.254880562
165420,-0.267529735
165480.000012,-0.277640571
165539.999988,-0.284184457
165600,-0.284899474
165660.000012,-0.277985981
165719.999988,-0.265474111
165780,-0.249619001
165840.000012,-0.235323065
165899.999988,-0.227265673
165960,-0.223547428
166020.000012,-0.221814376
166079.999988,-0.217144522
166140,-0.204484005
166200.000012,-0.18815536
166259.999988,-0.173696099
166320,-0.166952711
166380.000012,-0.174048535
166439.999988,-0.191812569
166500,-0.214527798
166560.000012,-0.238679859
166619.999988,-0.260185789
166680,-0.278100243
166740.000012,-0.29307256
166799.999988,-0.303855167
166860,-0.309399256
166920.000012,-0.310395024
166979.999988,-0.308096519
167040,-0.303271342
167100.000012,-0.297014405
167159.999988,-0.291114373
167220,-0.287006096
167280.000012,-0.286753901
167339.999988,-0.292505902
167400,-0.30338747
167460.000012,-0.317510375
167519.999988,-0.334707458
167580,-0.354144524
167640.000012,-0.374464326
167699.999988,-0.395033816
167760,-0.412018951
167820.000012,-0.421930644
167879.999988,-0.426530001
167940,-0.427818807
168000.000012,-0.430286756
168059.999988,-0.43857932
168120,-0.449579853
168180.000012,-0.459173827
168239.999988,-0.462880715
168300,-0.455959961
168360.000012,-0.441247001
168419.999988,-0.42349189
168480,-0.405799166
168540.000012,-0.391749859
168599.999988,-0.381673026
168660,-0.374409182
168720.000012,-0.370829806
168779.999988,-0.371637836
168840,-0.376061581
168900.000012,-0.383337985
168959.999988,-0.392654648
169020,-0.402700668
169080.000012,-0.413796231
169139.999988,-0.427041687
169200,-0.440723994
169260.000012,-0.453603584
169319.999988,-0.466941922
169380,-0.481310302
169440.000012,-0.500812139
169499.999988,-0.529306637
169560,-0.562681677
169620.000012,-0.596063985
169679.999988,-0.622997983
169740,-0.636833395
169800.000012,-0.640214638
169859.999988,-0.63787113
169920,-0.633703623
169980.000012,-0.632169524
170039.999988,-0.632426181
170100,-0.632150385
170160.000012,-0.630524247
170219.999988,-0.626459281
170280,-0.620743851
170340.000012,-0.614726255
170399.999988,-0.608700454
170460,-0.603051079
170520.000012,-0.597336093
170579.999988,-0.590587657
170640,-0.583163458
170700.000012,-0.575256359
170759.999988,-0.56598271
170820,-0.554832599
170880.000012,-0.539966023
170939.999988,-0.519669656
171000,-0.495765827
171060.000012,-0.470610102
171119.999988,-0.44684449
171180,-0.427376302
171240.000012,-0.411898942
171299.999988,-0.399242603
171360,-0.389259217
171420.000012,-0.381553697
171479.999988,-0.376547315
171540,-0.375239338
171600.000012,-0.37749815
171659.999988,-0.383023343
171720,-0.39293469
171780.000012,-0.408371071
171839.999988,-0.429610387
171900,-0.457143124
171960.000012,-0.490331012
172019.999988,-0.527467586
172080,-0.569504264
172140.000012,-0.616937135
172199.999988,-0.666397245
172260,-0.714713681
172320.000012,-0.756520791
172379.999988,-0.786433334
172440,-0.806523324
172500.000012,-0.820317999
172559.999988,-0.830878124
172620,-0.841946546
172680.000012,-0.852336752
172739.999988,-0.859289296
172800,-0.862792233
172860.000012,-0.862531234
172919.999988,-0.858019704
172980,-0.849650042
173040.000012,-0.835838474
173099.999988,-0.815084458
173160,-0.789787363
173220.000012,-0.762986405
173279.999988,-0.737636703
173340,-0.716862757
173400.000012,-0.701087748
173459.999988,-0.689695608
173520,-0.682714087
173580.000012,-0.679998208
173639.999988,-0.68106362
173700,-0.68517303
173760.000012,-0.69232299
173819.999988,-0.702230758
173880,-0.713434267
173940.000012,-0.724883574
173999.999988,-0.734108377
174060,-0.73863489
174120.000012,-0.740361225
174179.999988,-0.741928347
174240,-0.745227031
174300.000012,-0.752715371
174359.999988,-0.76376741
174420,-0.776355175
174480.000012,-0.791893919
174539.999988,-0.81111402
174600,-0.832102929
174660.000012,-0.853642189
174719.999988,-0.870406347
174780,-0.877347257
174840.000012,-0.877723733
174899.999988,-0.875469095
174960,-0.876966352
175020.000012,-0.888743205
175079.999988,-0.906890593
175140,-0.925630677
175200.000012,-0.939067984
175259.999988,-0.941024089
175320,-0.933510315
175380.000012,-0.920532903
175439.999988,-0.905544646
175500,-0.892272636
175560.000012,-0.879751697
175619.999988,-0.8661343
175680,-0.849378672
175740.000012,-0.827472957
175799.999988,-0.802794577
175860,-0.778313772
175920.000012,-0.757404356
175979.999988,-0.743497117
176040,-0.735010537
176100.000012,-0.729186819
176159.999988,-0.723977561
176220,-0.716983117
176280.000012,-0.708585553
176339.999988,-0.700203054
176400,-0.691815627
176460.000012,-0.683533145
176519.999988,-0.67587726
176580,-0.669110032
176640.000012,-0.663856004
176699.999988,-0.660972449
176760,-0.659948105
176820.000012,-0.659778331
176879.999988,-0.6610423
176940,-0.663993514
177000.000012,-0.667836001
177059.999988,-0.672399555
177120,-0.675176941
177180.000012,-0.673696022
177239.999988,-0.670675169
177300,-0.669262572
177360.000012,-0.672759208
177419.999988,-0.684870442
177480,-0.703499939
177540.000012,-0.724654008
177599.999988,-0.747517773
177660,-0.770585025
177720.000012,-0.791871501
177779.999988,-0.810696674
177840,-0.822704783
177900.000012,-0.823861553
177959.999988,-0.817291272
178020,-0.807093099
178080.000012,-0.798436802
178139.999988,-0.796796552
178200,-0.800977184
178260.000012,-0.808117196
178319.999988,-0.815842087
178380,-0.82157115
178440.000012,-0.825748134
178499.999988,-0.829292744
178560,-0.833939741
178620.000012,-0.841216823
178679.999988,-0.84901227
178740,-0.855187295
178800.000012,-0.855923715
178859.999988,-0.84742821
178920,-0.832603629
178980.000012,-0.815456211
179039.999988,-0.799681144
179100,-0.789463707
179160.000012,-0.783450305
179219.999988,-0.778419907
179280,-0.773958744
179340.000012,-0.769196389
179399.999988,-0.762860436
179460,-0.754620489
179520.000012,-0.742020169
179579.999988,-0.722619503
179640,-0.698683721
179700.000012,-0.67341204
179759.999988,-0.649267422
179820,-0.629190138
179880.000012,-0.61373557
179939.999988,-0.602267294
180000,-0.596344133
180060.000012,-0.597051043
180119.999988,-0.603287667
180180,-0.613896273
180240.000012,-0.625897838
180299.999988,-0.636257784
180360,-0.645514884
180420.000012,-0.654515707
180479.999988,-0.665226572
180540,-0.67963486
180600.000012,-0.695393037
180659.999988,-0.709715078
180720,-0.719201356
180780.000012,-0.720376506
180839.999988,-0.71492087
180900,-0.705597296
180960.000012,-0.694490215
181019.999988,-0.684167066
181080,-0.673853729
181140.000012,-0.661610414
181199.999988,-0.647888733
181260,-0.632781928
181320.000012,-0.615765883
181379.999988,-0.597069671
181440,-0.574458315
181500.000012,-0.545904287
181559.999988,-0.513970738
181620,-0.481615742
181680.000012,-0.452968896
181739.999988,-0.432300518
181800,-0.418388165
181860.000012,-0.408879
181919.999988,-0.401736948
181980,-0.3945741
182040.000012,-0.38853038
182099.999988,-0.385646353
182160,-0.386874967
182220.000012,-0.39327701
182279.999988,-0.404488329
182340,-0.419536202
182400.000012,-0.43822367
182459.999988,-0.460127888
182520,-0.484733849
182580.000012,-0.511640851
182639.999988,-0.539489053
182700,-0.566948855
182760.000012,-0.593588158
182819.999988,-0.618737471
182880,-0.642756294
182940.000012,-0.666119552
182999.999988,-0.686625901
183060,-0.701891379
183120.000012,-0.710055298
183179.999988,-0.709142
183240,-0.69996568
183300.000012,-0.684715045
183359.999988,-0.663409743
183420,-0.636514495
183480.000012,-0.60672353
183539.999988,-0.576382416
183600,-0.549324067
183660.000012,-0.529490988
183719.999988,-0.515625363
183780,-0.505153212
183840.000012,-0.496850702
183899.999988,-0.488854578
183960,-0.480838992
184020.000012,-0.473561439
184079.999988,-0.465074578
184140,-0.453645086
184200.000012,-0.440796658
184259.999988,-0.428126487
184320,-0.418441897
184380.000012,-0.414672216
184439.999988,-0.415197652
184500,-0.417453725
184560.000012,-0.419281609
184619.999988,-0.418243451
184680,-0.414562306
184740.000012,-0.409207622
184799.999988,-0.40227984
184860,-0.394187494
184920.000012,-0.384445779
184979.999988,-0.372262375
185040,-0.358289153
185100.000012,-0.343028381
185159.999988,-0.326648396
185220,-0.309949136
185280.000012,-0.291578369
185339.999988,-0.270367345
185400,-0.248973601
185460.000012,-0.230013928
185519.999988,-0.217351644
185580,-0.214946775
185640.000012,-0.220467521
185699.999988,-0.230106881
185760,-0.241421608
185820.000012,-0.251317588
185879.999988,-0.259514192
185940,-0.267203312
186000.000012,-0.272488892
186059.999988,-0.273824654
186120,-0.272647398
186180.000012,-0.270196979
186239.999988,-0.269461722
186300,-0.273644049
186360.000012,-0.28049215
186419.999988,-0.286677497
186480,-0.289883866
186540.000012,-0.287448022
186599.999988,-0.279615829
186660,-0.267982824
186720.000012,-0.252205809
186779.999988,-0.232240954
186840,-0.209711461
186900.000012,-0.186200325
186959.999988,-0.163956483
187020,-0.145431995
187080.000012,-0.130565694
187139.999988,-0.118563404
187200,-0.109683544
187260.000012,-0.103706853
187319.999988,-0.100493115
187380,-0.10024773
187440.000012,-0.101110703
187499.999988,-0.10140701
187560,-0.101694394
187620.000012,-0.102261492
187679.999988,-0.105626097
187740,-0.114184603
187800.000012,-0.125131344
187859.999988,-0.135330272
187920,-0.140381328
187980.000012,-0.135803167
188039.999988,-0.124038626
188100,-0.109028765
188160.000012,-0.09398736
188219.999988,-0.082534177
188280,-0.074195519
188340.000012,-0.067071724
188399.999988,-0.060790848
188460,-0.054800303
188520.000012,-0.048603409
188579.999988,-0.041917177
188640,-0.034417382
188700.000012,-0.025595692
188759.999988,-0.015087235
188820,-0.002960991
188880.000012,0.011955722
188939.999988,0.030595494
189000,0.051434447
189060.000012,0.072765122
189119.999988,0.092023244
189180,0.106546192
189240.000012,0.117006742
189299.999988,0.124765337
189360,0.130941088
189420.000012,0.136877246
189479.999988,0.141890924
189540,0.144723462
189600.000012,0.14483789
189659.999988,0.141722985
189720,0.135361685
189780.000012,0.126058148
189839.999988,0.114175313
189900,0.100062541
189960.000012,0.084180609
190019.999988,0.067278284
190080,0.049273664
190140.000012,0.030231485
190199.999988,0.011729225
190260,-0.004707031
190320.000012,-0.016886752
190379.999988,-0.022652615
190440,-0.022628494
190500.000012,-0.018083787
190559.999988,-0.010083448
190620,9.87622e-06
190680.000012,0.012326211
190739.999988,0.027454982
190800,0.045070313
190860.000012,0.064904639
190919.999988,0.086728382
190980,0.110086544
191040.000012,0.135088713
191099.999988,0.161761982
191160,0.189252888
191220.000012,0.216594041
191279.999988,0.242395153
191340,0.265383348
191400.000012,0.285218722
191459.999988,0.301616546
191520,0.315340186
191580.000012,0.327164183
191639.999988,0.336064627
191700,0.341241731
191760.000012,0.340953528
191819.999988,0.333499833
191880,0.321159169
191940.000012,0.306941703
191999.999988,0.293317878
192060,0.283061854
192120.000012,0.276172589
192179.999988,0.271412244
192240,0.2694611
192300.000012,0.270623354
192359.999988,0.27361988
192420,0.277344935
192480.000012,0.27945758
192539.999988,0.277508042
192600,0.27236679
192660.000012,0.265601767
192719.999988,0.258337108
192780,0.252041138
192840.000012,0.246522478
192899.999988,0.24101489
192960,0.236060272
193020.000012,0.232017996
193079.999988,0.228871438
193140,0.226922581
193200.000012,0.225113682
193259.999988,0.222482209
193320,0.220240922
193380.000012,0.219625543
193439.999988,0.222828171
193500,0.231986829
193560.000012,0.245824292
193619.999988,0.262499186
193680,0.279843166
193740.000012,0.295491645
193799.999988,0.310131498
193860,0.325081113
193920.000012,0.341170661
193979.999988,0.359380702
194040,0.378821577
194100.000012,0.39797493
194159.999988,0.41617016
194220,0.43270131
194280.000012,0.446976491
194339.999988,0.458748266
194400,0.467557311
194460.000012,0.472898573
194519.999988,0.475248914
194580,0.475491036
194640.000012,0.473501308
194699.999988,0.469449051
194760,0.464292395
194820.000012,0.458617517
194879.999988,0.454664221
194940,0.454533907
195000.000012,0.456835944
195059.999988,0.459838528
195120,0.461031561
195180.000012,0.457756008
195239.999988,0.451425629
195300,0.444313954
195360.000012,0.438198494
195419.999988,0.435081379
195480,0.434571219
195540.000012,0.435520346
195599.999988,0.437673631
195660,0.440577051
195720.000012,0.444206279
195779.999988,0.448819082
195840,0.453852844
195900.000012,0.458742988
195959.999988,0.463522124
196020,0.468095633
196080.000012,0.472803286
196139.999988,0.478049721
196200,0.482869628
196260.000012,0.486081257
196319.999988,0.486926818
196380,0.484614101
196440.000012,0.479184577
196499.999988,0.471262955
196560,0.460759007
196620.000012,0.447700018
196679.999988,0.433420455
196740,0.419415823
196800.000012,0.407001641
196859.999988,0.397653562
196920,0.391748639
196980.000012,0.389027296
197039.999988,0.390409083
197100,0.39646737
197160.000012,0.40626954
197219.999988,0.418877524
197280,0.432065288
197340.000012,0.443525772
197399.999988,0.453800752
197460,0.463682739
197520.000012,0.474322167
197579.999988,0.487140967
197640,0.500298946
197700.000012,0.511320244
197759.999988,0.519146316
197820,0.522410751
197880.000012,0.52136432
197939.999988,0.517512625
198000,0.509455598
198060.000012,0.496232686
198119.999988,0.480604393
198180,0.465123725
198240.000012,0.454528806
198299.999988,0.453546763
198360,0.459831973
198420.000012,0.469624567
198479.999988,0.479349649
198540,0.485024803
198600.000012,0.487243184
198659.999988,0.487912357
198720,0.487948107
198780.000012,0.488429642
198839.999988,0.489076374
198900,0.489355613
198960.000012,0.488603717
199019.999988,0.486256349
199080,0.483474871
199140.000012,0.481488261
199199.999988,0.481923278
199260,0.486487066
199320.000012,0.494008512
199379.999988,0.502626041
199440,0.511454507
199500.000012,0.519207704
199559.999988,0.52573606
199620,0.531691598
199680.000012,0.535405052
199739.999988,0.535603367
199800,0.533517079
199860.000012,0.530183902
199919.999988,0.52911036
199980,0.533605732
200040.000012,0.541581119
200099.999988,0.550463703
200160,0.555748394
200220.000012,0.552971868
200279.999988,0.544558291
200340,0.533813477
200400.000012,0.525350296
200459.999988,0.524001727
200520,0.527007461
200580.000012,0.53041311
200639.999988,0.530565729
200700,0.523348711
200760.000012,0.511381071
200819.999988,0.499140796
200880,0.48821168
200940.000012,0.480796482
200999.999988,0.477444023
201060,0.476991106
201120.000012,0.482286466
201179.999988,0.495676002
201240,0.51389773
201300.000012,0.533507651
201359.999988,0.548725028
201420,0.55361517
201480.000012,0.550363041
201539.999988,0.54274476
201600,0.534325063
201660.000012,0.529144448
201719.999988,0.525842348
201780,0.52171836
201840.000012,0.515284351
201899.999988,0.504888969
201960,0.491359007
202020.000012,0.476299984
202079.999988,0.460623515
202140,0.445322679
202200.000012,0.430391314
202259.999988,0.415515735
202320,0.400694047
202380.000012,0.38588363
202439.999988,0.371586909
202500,0.358469517
202560.000012,0.346884876
202619.999988,0.337216858
202680,0.329647731
202740.000012,0.324178429
202799.999988,0.321200355
202860,0.320971131
202920.000012,0.323263895
202979.999988,0.327853105
203040,0.333887343
203100.000012,0.340519623
203159.999988,0.34794525
203220,0.356350836
203280.000012,0.366430711
203339.999988,0.378828306
203400,0.392444661
203460.000012,0.405936657
203519.999988,0.417693826
203580,0.426109957
203640.000012,0.431361813
203699.999988,0.433988496
203760,0.434706384
203820.000012,0.434396416
203879.999988,0.432492892
203940,0.428279281
204000.000012,0.421335181
204059.999988,0.411179179
204120,0.398773445
204180.000012,0.38560977
204239.999988,0.3721725
204300,0.359119292
204360.000012,0.347399016
204419.999988,0.337533066
204480,0.33116652
204540.000012,0.329724923
204599.999988,0.33216097
204660,0.337007894
204720.000012,0.342116258
204779.999988,0.345272974
204840,0.346529721
204900.000012,0.346263568
204959.999988,0.345523331
205020,0.345402697
205080.000012,0.344567806
205139.999988,0.341663204
205200,0.334719849
205260.000012,0.321745946
205319.999988,0.304729235
205380,0.286455712
205440.000012,0.268875896
205499.999988,0.25436332
205560,0.242787996
205620.000012,0.232770862
205679.999988,0.225589039
205740,0.222107803
205800.000012,0.220754846
205859.999988,0.220377502
205920,0.217651782
