"lon","lat"
115.280815655758,-33.6551227675129
115.280848565709,-33.6551430197902
115.280899196402,-33.6552189658303
115.280972610908,-33.6554442724159
115.281235890513,-33.6556645159322
115.28148904398,-33.6557328673683
115.281906747201,-33.6558290656858
115.282314324283,-33.6558164080124
115.282921892603,-33.655735398903
115.28363578538,-33.6556189483082
115.284073740878,-33.6555278130601
115.284585110882,-33.6553987047919
115.284944588805,-33.6553126326131
115.285225589153,-33.655236686573
115.285655950047,-33.6551455513249
115.286124283961,-33.6550341637994
115.286353387849,-33.6549556862246
115.286567302528,-33.6548949293925
115.286878681293,-33.6548139202831
115.287134366294,-33.6547405057777
115.287448276593,-33.6547050642923
115.287638141694,-33.6546367128562
115.287729276942,-33.6546063344402
115.28801027729,-33.6545607668161
115.288392539025,-33.654507604588
115.28858493566,-33.6544645684986
115.288833026058,-33.6543936855279
115.289131747149,-33.6543177394878
115.28943046824,-33.654231667309
115.289820324579,-33.6541860996849
115.290478523593,-33.6541506581995
115.29066079409,-33.6540848382981
115.290863316863,-33.6540493968127
115.291281020084,-33.6539430723566
115.291660750284,-33.6538620632472
115.291850615385,-33.6537937118111
115.292210093308,-33.6537228288403
115.292501219795,-33.6536291620575
115.292701211034,-33.6535582790868
115.293058157422,-33.6535582790868
115.293394851533,-33.6535557475521
115.293847996239,-33.6535861259681
115.293992293715,-33.6536848558203
115.294296077876,-33.653710171167
115.294875799315,-33.6538367479005
115.295323880952,-33.6539177570099
115.295956764619,-33.653963324634
115.296498513039,-33.6539734507727
115.297090892152,-33.6540848382981
115.297541505323,-33.6540544598821
115.298579434537,-33.6542063519623
115.298265524238,-33.6541987573583
115.297544036857,-33.6541962258236
115.295852971698,-33.6541430635956
115.295204898822,-33.6540569914168
115.294278357133,-33.6538949731979
115.29376698713,-33.6538114325538
115.293506239059,-33.6538089010191
115.292880949995,-33.6539202885446
115.292369579992,-33.6540873698328
115.291665813354,-33.6543101448838
115.290794965427,-33.6545734244895
115.290273469285,-33.6546341813215
115.289706405519,-33.6547202535003
115.288967197395,-33.6549632808286
115.288354566005,-33.6551101098395
115.287529285703,-33.6551809928103
115.286607807083,-33.6552721280584
115.285777463711,-33.6554240201386
115.284926868062,-33.6556670474669
115.284218038354,-33.6557885611311
115.283519334786,-33.6558847594485
115.282835820425,-33.6559252640033
115.282157369133,-33.6559455162806
115.281694098288,-33.6558974171219
115.281443476356,-33.6557834980617
115.281220701305,-33.6556746420709
115.280871349521,-33.6554366778119
115.280795403481,-33.6552797226624
115.280815655758,-33.6551227675129
