"lon","lat"
115.204799315051,-33.6610831381943
115.204920828715,-33.6610882012637
115.204925891784,-33.6612957871066
115.204930954854,-33.6614400845828
115.20491829718,-33.6616755173071
115.204936017923,-33.662374220876
115.204946144062,-33.6627134465218
115.20503727931,-33.6630627983063
115.205103099211,-33.6632906364266
115.205229675945,-33.6635842944483
115.205437261788,-33.6638121325686
115.205584090798,-33.6639792138568
115.205710667532,-33.6641412320757
115.20587774882,-33.6644095747507
115.205715730601,-33.6645614668309
115.205634721492,-33.6644500793054
115.20541700951,-33.6641361690064
115.205305621985,-33.6639690877181
115.205158792974,-33.6636551774191
115.204981585547,-33.663386834744
115.204900576437,-33.6631134289997
115.204829693467,-33.6628754647407
115.20480437812,-33.6627235726605
115.204799315051,-33.6623235901826
115.204789188912,-33.6617514633472
115.204794251981,-33.6613970484934
115.204799315051,-33.6610831381943
