"llx","lly","urx","ury","min_elev_coarse_dem","max_elev_coarse_dem","coarsen"
114.444444444444,-28.8888888888889,114.555555555556,-28.7777777777778,-40,-2,0
114.555555555556,-28.8888888888889,114.666666666667,-28.7777777777778,-32,63,0
114.444444444444,-28.7777777777778,114.555555555556,-28.6666666666667,-41,-2,0
114.555555555556,-28.7777777777778,114.666666666667,-28.6666666666667,-30,210,0
114,-27.8888888888889,114.111111111111,-27.7777777777778,-48,119,0
114.111111111111,-27.8888888888889,114.222222222222,-27.7777777777778,-41,191,0
114.222222222222,-27.8888888888889,114.333333333333,-27.7777777777778,100,212,0
114,-27.7777777777778,114.111111111111,-27.6666666666667,-49,117,0
114.111111111111,-27.7777777777778,114.222222222222,-27.6666666666667,-41,160,0
114.222222222222,-27.7777777777778,114.333333333333,-27.6666666666667,21,216,0
114,-27.6666666666667,114.111111111111,-27.5555555555556,-51,132,0
114.111111111111,-27.6666666666667,114.222222222222,-27.5555555555556,-38,177,0
114.222222222222,-27.6666666666667,114.333333333333,-27.5555555555556,12,199,0
113.111111111111,-26.2222222222222,113.222222222222,-26.1111111111111,-111,87,0
113.222222222222,-26.2222222222222,113.333333333333,-26.1111111111111,-66,87,0
113.111111111111,-26.1111111111111,113.222222222222,-26,-78,160,0
113.555555555556,-25,113.666666666667,-24.8888888888889,-13,12,0
113.666666666667,-25,113.777777777778,-24.8888888888889,-2,37,0
113.555555555556,-24.8888888888889,113.666666666667,-24.7777777777778,-11,14,0
113.666666666667,-24.8888888888889,113.777777777778,-24.7777777777778,0,37,0
114.111111111111,-22,114.222222222222,-21.8888888888889,-20,63,0
114.888888888889,-21.7777777777778,115,-21.6666666666667,-10,10,0
115,-21.7777777777778,115.111111111111,-21.6666666666667,-7,17,0
115.111111111111,-21.7777777777778,115.222222222222,-21.6666666666667,0,18,0
115,-21.6666666666667,115.111111111111,-21.5555555555556,-11,11,0
115.111111111111,-21.6666666666667,115.222222222222,-21.5555555555556,-9,11,0
116.555555555556,-20.7777777777778,116.666666666667,-20.6666666666667,0,88,0
116.666666666667,-20.7777777777778,116.777777777778,-20.6666666666667,0,88,0
116.777777777778,-20.7777777777778,116.888888888889,-20.6666666666667,0,101,0
116.333333333333,-20.6666666666667,116.444444444444,-20.5555555555556,-30,8,0
116.444444444444,-20.6666666666667,116.555555555556,-20.5555555555556,-24,56,0
116.555555555556,-20.6666666666667,116.666666666667,-20.5555555555556,-1,67,0
116.666666666667,-20.6666666666667,116.777777777778,-20.5555555555556,0,101,0
116.777777777778,-20.6666666666667,116.888888888889,-20.5555555555556,-6,101,0
116.444444444444,-20.5555555555556,116.555555555556,-20.4444444444444,-36,0,0
116.555555555556,-20.5555555555556,116.666666666667,-20.4444444444444,-29,36,0
116.666666666667,-20.5555555555556,116.777777777778,-20.4444444444444,-22,18,0
116.777777777778,-20.5555555555556,116.888888888889,-20.4444444444444,-14,71,0
116.555555555556,-20.4444444444444,116.666666666667,-20.3333333333333,-42,0,0
116.666666666667,-20.4444444444444,116.777777777778,-20.3333333333333,-40,0,0
116.888888888889,-20.7777777777778,117,-20.6666666666667,-1,61,0
117,-20.7777777777778,117.111111111111,-20.6666666666667,0,82,0
116.888888888889,-20.6666666666667,117,-20.5555555555556,-15,23,0
117,-20.6666666666667,117.111111111111,-20.5555555555556,-15,59,0
117.111111111111,-20.7777777777778,117.222222222222,-20.6666666666667,0,66,0
117.222222222222,-20.7777777777778,117.333333333333,-20.6666666666667,-2,20,0
117.111111111111,-20.6666666666667,117.222222222222,-20.5555555555556,-9,51,0
117.222222222222,-20.6666666666667,117.333333333333,-20.5555555555556,-16,0,0
114,-21.8888888888889,114.111111111111,-21.7777777777778,-106,121,0
114.111111111111,-21.8888888888889,114.222222222222,-21.7777777777778,-39,72,0
115.666666666667,-31.8888888888889,115.777777777778,-31.7777777777778,-29,44,0
115.333333333333,-20.8888888888889,115.444444444444,-20.7777777777778,-29,49,0
115.444444444444,-20.8888888888889,115.555555555556,-20.7777777777778,-12,38,0
115.444444444444,-20.7777777777778,115.555555555556,-20.6666666666667,-8,38,0
113.666666666667,-23.2222222222222,113.777777777778,-23.1111111111111,-72,24,0
113.777777777778,-23.2222222222222,113.888888888889,-23.1111111111111,-12,64,0
113.666666666667,-23.1111111111111,113.777777777778,-23,-77,24,0
113.777777777778,-23.1111111111111,113.888888888889,-23,-37,67,0
