"llx","lly","urx","ury","min_elev_coarse_dem","max_elev_coarse_dem","coarsen"
96.3333333333333,-12.3333333333333,96.6666666666667,-12,-5260,-1522,0
96.6666666666667,-12.3333333333333,97,-12,-4764,5,0
97,-12.3333333333333,97.3333333333333,-12,-5110,2,0
96.3333333333333,-12,96.6666666666667,-11.6666666666667,-5297,-987,0
96.6666666666667,-12,97,-11.6666666666667,-4577,10,0
97,-12,97.3333333333333,-11.6666666666667,-4910,-1612,0
105.333333333333,-10.6666666666667,105.666666666667,-10.3333333333333,-4918,302,0
105.666666666667,-10.6666666666667,106,-10.3333333333333,-5629,302,0
105.333333333333,-10.3333333333333,105.666666666667,-10,-4968,-104,0
105.666666666667,-10.3333333333333,106,-10,-5486,-104,0
63,-20,63.3333333333333,-19.6666666666667,-3167,196,0
63.3333333333333,-20,63.6666666666667,-19.6666666666667,-3222,310,0
63,-19.6666666666667,63.3333333333333,-19.3333333333333,-3301,195,0
63.3333333333333,-19.6666666666667,63.6666666666667,-19.3333333333333,-3370,310,0
116.666666666667,-9.33333333333334,117,-9.00000000000001,-3429,799,0
117,-9.33333333333334,117.333333333333,-9.00000000000001,-2567,799,0
117.333333333333,-9.33333333333334,117.666666666667,-9.00000000000001,-2432,994,0
117.666666666667,-9.33333333333334,118,-9.00000000000001,-2535,182,0
113.666666666667,-9.00000000000001,114,-8.66666666666667,-3068,295,0
114,-9.00000000000001,114.333333333333,-8.66666666666667,-3068,295,0
114.333333333333,-9.00000000000001,114.666666666667,-8.66666666666667,-2850,319,0
114.666666666667,-9.00000000000001,115,-8.66666666666667,-2192,35,0
115,-9.00000000000001,115.333333333333,-8.66666666666667,-1997,185,0
115.333333333333,-9.00000000000001,115.666666666667,-8.66666666666667,-1947,480,0
115.666666666667,-9.00000000000001,116,-8.66666666666667,-1871,408,0
116,-9.00000000000001,116.333333333333,-8.66666666666667,-1748,542,0
116.333333333333,-9.00000000000001,116.666666666667,-8.66666666666667,-1246,432,0
116.666666666667,-9.00000000000001,117,-8.66666666666667,-1205,1005,0
117,-9.00000000000001,117.333333333333,-8.66666666666667,-349,1487,0
117.333333333333,-9.00000000000001,117.666666666667,-8.66666666666667,-1076,1335,0
117.666666666667,-9.00000000000001,118,-8.66666666666667,-1427,911,0
118,-9.00000000000001,118.333333333333,-8.66666666666667,-1619,646,0
118.333333333333,-9.00000000000001,118.666666666667,-8.66666666666667,-2054,927,0
111,-8.66666666666668,111.333333333333,-8.33333333333334,-1158,224,0
111.333333333333,-8.66666666666668,111.666666666667,-8.33333333333334,-1158,807,0
111.666666666667,-8.66666666666668,112,-8.33333333333334,-1041,807,0
112,-8.66666666666668,112.333333333333,-8.33333333333334,-1173,438,0
112.333333333333,-8.66666666666668,112.666666666667,-8.33333333333334,-1321,632,0
112.666666666667,-8.66666666666668,113,-8.33333333333334,-1361,761,0
113,-8.66666666666668,113.333333333333,-8.33333333333334,-1536,457,0
113.333333333333,-8.66666666666668,113.666666666667,-8.33333333333334,-1536,441,0
113.666666666667,-8.66666666666668,114,-8.33333333333334,-1229,1085,0
114,-8.66666666666668,114.333333333333,-8.33333333333334,-860,811,0
114.333333333333,-8.66666666666668,114.666666666667,-8.33333333333334,-547,989,0
114.666666666667,-8.66666666666668,115,-8.33333333333334,-830,1634,0
115,-8.66666666666668,115.333333333333,-8.33333333333334,-251,1733,0
115.333333333333,-8.66666666666668,115.666666666667,-8.33333333333334,-1235,2696,0
115.666666666667,-8.66666666666668,116,-8.33333333333334,-1410,934,0
116,-8.66666666666668,116.333333333333,-8.33333333333334,-1400,2685,0
116.333333333333,-8.66666666666668,116.666666666667,-8.33333333333334,-277,3405,0
118.333333333333,-8.66666666666668,118.666666666667,-8.33333333333334,-682,1344,0
110,-8.33333333333334,110.333333333333,-8.00000000000001,-919,377,0
110.333333333333,-8.33333333333334,110.666666666667,-8.00000000000001,-576,419,0
110.666666666667,-8.33333333333334,111,-8.00000000000001,-272,908,0
111,-8.33333333333334,111.333333333333,-8.00000000000001,-297,1113,0
111.333333333333,-8.33333333333334,111.666666666667,-8.00000000000001,-297,1073,0
111.666666666667,-8.33333333333334,112,-8.00000000000001,-297,904,0
112,-8.33333333333334,112.333333333333,-8.00000000000001,-246,1378,0
112.333333333333,-8.33333333333334,112.666666666667,-8.00000000000001,-54,2458,0
112.666666666667,-8.33333333333334,113,-8.00000000000001,-352,3292,0
113,-8.33333333333334,113.333333333333,-8.00000000000001,-389,3292,0
113.333333333333,-8.33333333333334,113.666666666667,-8.00000000000001,-90,2820,0
114,-8.33333333333334,114.333333333333,-8.00000000000001,-297,3071,0
114.333333333333,-8.33333333333334,114.666666666667,-8.00000000000001,-735,2691,0
114.666666666667,-8.33333333333334,115,-8.00000000000001,-982,1634,0
107.666666666667,-8.00000000000001,108,-7.66666666666668,-2390,622,0
108,-8.00000000000001,108.333333333333,-7.66666666666668,-2341,539,0
108.333333333333,-8.00000000000001,108.666666666667,-7.66666666666668,-1278,378,0
108.666666666667,-8.00000000000001,109,-7.66666666666668,-237,336,0
109,-8.00000000000001,109.333333333333,-7.66666666666668,-182,234,0
109.333333333333,-8.00000000000001,109.666666666667,-7.66666666666668,-529,362,0
109.666666666667,-8.00000000000001,110,-7.66666666666668,-484,493,0
110,-8.00000000000001,110.333333333333,-7.66666666666668,-193,824,0
110.333333333333,-8.00000000000001,110.666666666667,-7.66666666666668,-56,952,0
107.333333333333,-7.66666666666668,107.666666666667,-7.33333333333334,-1812,2471,0
107.666666666667,-7.66666666666668,108,-7.33333333333334,-571,2471,0
108.333333333333,-7.66666666666668,108.666666666667,-7.33333333333334,-46,949,0
108.666666666667,-7.66666666666668,109,-7.33333333333334,-45,717,0
109,-7.66666666666668,109.333333333333,-7.33333333333334,-30,2296,0
109.333333333333,-7.66666666666668,109.666666666667,-7.33333333333334,-26,1133,0
