"llx","lly","urx","ury","min_elev_coarse_dem","max_elev_coarse_dem","coarsen"
112,-34,115,-31,-5263,319,0
115,-34,118,-31,-4486,1015,0
109,-31,112,-28,-5940,-743,0
112,-31,115,-28,-5852,374,0
115,-31,118,-28,-4222,564,0
109,-28,112,-25,-5940,-80,0
115,-28,118,-25,-37,1042,0
109,-25,112,-22,-5685,-80,0
112,-25,115,-22,-5352,380,0
115,-25,118,-22,-135,1207,0
118,-25,121,-22,98,1207,0
112,-22,115,-19,-5685,308,0
118,-22,121,-19,-672,1207,0
121,-22,124,-19,-91,545,0
124,-22,127,-19,47,534,0
112,-19,115,-16,-6168,-337,0
115,-19,118,-16,-6094,-28,0
118,-19,121,-16,-5943,70,0
121,-19,124,-16,-999,385,0
124,-19,127,-16,-90,876,0
118,-16,121,-13,-5943,-1,0
121,-16,124,-13,-3691,334,0
124,-16,127,-13,-429,769,0
127,-16,130,-13,-132,623,0
