"lonc","latc","depthc","length","width","strike","dip","rake","slip"
285.643261205507,-37.8435262505631,6.04804738999169,50,50,16,14,104,0
285.793192295835,-37.41025070488,6.04804738999169,50,50,16,14,104,0
285.943175563356,-36.9769652187789,6.04804738999169,50,50,16,14,104,0
286.093190157706,-36.5436897967352,6.04804738999169,50,50,16,14,104,2.24
286.243255082233,-36.1104044417784,6.04804738999169,50,50,16,14,104,0
286.393349544694,-35.6771291583387,6.04804738999169,50,50,16,14,104,1.32
286.543492611608,-35.2438439494117,6.04804738999169,50,50,16,14,104,3.94
286.693663544304,-34.8105688193793,6.04804738999169,50,50,16,14,104,4.69
286.843881467828,-34.3772837712011,6.04804738999169,50,50,16,14,104,2.11
286.994125692965,-33.9440088092072,6.04804738999169,50,50,16,14,104,0
287.144415399066,-33.5107239363192,6.04804738999169,50,50,16,14,104,0
287.294729942629,-33.0774491568118,6.04804738999169,50,50,16,14,104,0
286.173659463308,-37.9677707189118,18.1480473899917,50,50,16,14,104,4.73
286.323588222572,-37.5344851563787,18.1480473899917,50,50,16,14,104,4.21
286.473549525761,-37.1012096530625,18.1480473899917,50,50,16,14,104,4.85
286.623562332913,-36.6679242120136,18.1480473899917,50,50,16,14,104,7.33
286.773605814942,-36.2346488376915,18.1480473899917,50,50,16,14,104,0.2
286.923698998285,-35.8013635331139,18.1480473899917,50,50,16,14,104,1.92
287.073821110304,-35.3680883026941,18.1480473899917,50,50,16,14,104,7.38
287.223991238898,-34.9348031494153,18.1480473899917,50,50,16,14,104,10.06
287.374188663487,-34.5015280776411,18.1480473899917,50,50,16,14,104,5.23
287.524432528948,-34.0682430903179,18.1480473899917,50,50,16,14,104,0.14
287.674702162779,-33.6349681917563,18.1480473899917,50,50,16,14,104,0.2
287.82500676275,-33.201683384864,18.1480473899917,50,50,16,14,104,0
286.704071249238,-38.092005191429,30.2480473899917,50,50,16,14,104,4.65
286.853977689026,-37.6587296130754,30.2480473899917,50,50,16,14,104,11.18
287.003936859398,-37.2254440921381,30.2480473899917,50,50,16,14,104,5.79
287.153927892419,-36.7921686331048,30.2480473899917,50,50,16,14,104,1.36
287.303969772405,-36.3588832390142,30.2480473899917,50,50,16,14,104,4.38
287.454041690931,-35.9256079143099,30.2480473899917,50,50,16,14,104,0
287.604162696896,-35.4923226619975,30.2480473899917,50,50,16,14,104,5.41
287.754312036707,-35.0590474864729,30.2480473899917,50,50,16,14,104,22.22
287.904508858655,-34.6257723910539,30.2480473899917,50,50,16,14,104,13.38
288.054732341012,-34.1924873790432,30.2480473899917,50,50,16,14,104,6.08
288.204991804613,-33.7592124547595,30.2480473899917,50,50,16,14,104,0
288.355296439881,-33.3259276211159,30.2480473899917,50,50,16,14,104,0
