"x","y"
113.383788474685,-26.1775136691413
113.41351088786,-26.186985646966
113.41743032696,-26.1682376632715
113.417756946885,-26.1641222522166
113.4176916229,-26.149620327547
113.418671482675,-26.1518250120407
113.419455370495,-26.1560874020618
113.421480414029,-26.1783628809462
113.425465177114,-26.1796040366612
113.441012285544,-26.2104369575804
113.457996521644,-26.2297728571399
113.440228397724,-26.2608670739991
113.453358518709,-26.494465644353
113.471910530448,-26.4840138067533
113.490462542188,-26.4884558377332
113.511627513327,-26.4798330717134
113.525214902207,-26.4934204605931
113.541115166977,-26.5827836720707
113.585813675391,-26.6202787202134
113.591161065419,-26.6200730513662
113.593423422739,-26.6275799642909
113.604632374914,-26.6364237247227
113.607306069928,-26.6247006004293
113.614607314006,-26.6199702169425
113.614812982853,-26.6263459512073
113.60679189781,-26.6384804131952
113.643712610994,-26.6724081794884
113.694665319292,-26.7003668450677
113.711649555392,-26.6854729764881
113.78533501047,-26.6624789337687
113.79813851153,-26.6384397072893
113.831323095909,-26.6209328793097
113.861894720888,-26.6091745620101
113.896124489027,-26.6303395331495
113.818519594849,-26.7118638664274
113.77514446881,-26.7458323386265
113.704594565012,-26.8101111398648
113.618889496694,-26.6963167579978
113.494381981288,-26.5647542522112
113.450288291414,-26.5286954124922
113.416842411095,-26.5072691454127
113.391235408975,-26.4764362244935
113.335318077817,-26.4304481390547
113.309711075698,-26.3745308078962
113.335840669697,-26.3604208271365
113.345247323537,-26.3609434190165
113.355699161136,-26.3632297584915
113.356483048956,-26.3654507739814
113.353608793616,-26.3778623311311
113.363929983246,-26.4030773893404
113.380456951451,-26.418689821755
113.388099857695,-26.4403773847745
113.39117008499,-26.4327998025147
113.421545738015,-26.4508292223742
113.394501608225,-26.2480635729394
113.393979016345,-26.2109595494604
113.383788474685,-26.1775136691413
