"x","y"
114.135720551444,-21.8074807469893
114.145257853253,-21.7993805728496
114.154664507093,-21.7924562304397
114.165246992663,-21.7866423957749
114.168317219958,-21.7886674393098
114.170668883418,-21.7931747942747
114.172367307028,-21.8032346879645
114.175829478233,-21.8089831986443
114.177070633948,-21.8161688369941
114.173216518833,-21.821656051734
114.169493051688,-21.8268819705338
114.171714067178,-21.8312586775287
114.166553472363,-21.8400120915185
114.162307413338,-21.8462831940783
114.155513718898,-21.8537954523531
114.154207239198,-21.8413185712185
114.151071687918,-21.8279924782788
114.146107065058,-21.8176712886491
114.139117398664,-21.8115308340592
114.139117398664,-21.8115308340592
114.135720551444,-21.8074807469893
